regime,case_type,subset_seed,graph_id,edge_id,src,dst,w_true,w_hat_2stage,w_hat_spoplus,abs_err_2stage,abs_err_spoplus,rank_err_2stage,rank_err_spoplus,in_opt,in_2stage,in_spoplus,in_any_selected,in_2stage_symdiff,in_spoplus_symdiff,utility,recipient_cPRA
step2b_poly_d8,large_improvement,1,G-1040.json,13,5,33,20.741899490356445,14.338908494169132,18.662502718055023,6.402990996187313,2.079396772301422,11,169,False,False,False,False,False,False,0.8899999856948853,0.6046857833862305
step2b_poly_d8,large_improvement,1,G-1040.json,14,5,40,1.444200038909912,3.787384587236,6.052021050437204,2.343184548326088,4.6078210115272915,105,115,False,False,False,False,False,False,0.3799999952316284,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,15,5,45,1.1970000267028809,3.3887126035884836,5.414966327928775,2.1917125768856027,4.2179663012258946,115,124,False,False,False,False,False,False,0.3400000035762787,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,16,5,49,15.322999954223633,12.45807216462508,16.963946229760996,2.8649277895985534,1.6409462755373632,72,175,False,False,False,False,False,False,0.8700000047683716,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,17,8,30,2.5539000034332275,5.288287085037246,8.213409811475403,2.7343870816040186,5.659509808042175,74,65,False,False,False,False,False,False,0.5,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,18,8,37,33.380699157714844,17.733049916750975,21.4481188200399,15.647649240963869,11.932580337674946,1,1,True,True,True,True,False,False,0.8899999856948853,0.9800000190734863
step2b_poly_d8,large_improvement,1,G-1040.json,19,9,3,1.444200038909912,3.787384587236,6.052021050437204,2.343184548326088,4.6078210115272915,106,116,False,False,False,False,False,False,0.3799999952316284,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,20,9,19,30.239900588989258,17.415578856214736,20.800241722897205,12.824321732774521,9.439658866092053,3,3,False,False,False,False,False,False,0.8399999737739563,1.0
step2b_poly_d8,large_improvement,1,G-1040.json,21,9,24,0.10189999639987946,0.4983400909470846,0.7963185811266057,0.39644009454720514,0.6944185847267262,182,189,False,False,False,False,False,False,0.05000000074505806,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,22,9,33,16.313600540161133,13.441896605220679,17.229129711071774,2.871703934940454,0.9155291709106415,71,183,False,False,False,False,False,False,0.800000011920929,0.6046857833862305
step2b_poly_d8,large_improvement,1,G-1040.json,23,9,40,6.1616997718811035,7.674437096125421,12.263305662840802,1.5127373242443172,6.101605890959698,146,24,False,False,False,False,False,False,0.7699999809265137,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,24,9,48,0.6565999984741211,2.292364425782435,3.6630654850484574,1.635764427308314,3.0064654865743363,141,150,False,False,False,False,False,False,0.23000000417232513,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,25,10,4,18.766000747680664,14.140644761620589,18.03499582896795,4.625355986060075,0.7310049187127134,43,188,False,False,False,False,False,False,0.8299999833106995,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,26,10,47,13.549699783325195,12.953329577251097,16.130972263104557,0.5963702060740985,2.5812724797793614,176,159,True,True,True,True,False,False,0.7099999785423279,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,27,13,8,20.34600067138672,15.830124272378821,18.337065563842394,4.515876399007897,2.0089351075443247,48,170,True,True,True,True,False,False,0.6899999976158142,0.9900000095367432
step2b_poly_d8,large_improvement,1,G-1040.json,28,13,24,0.6565999984741211,2.292364425782435,3.6630654850484574,1.635764427308314,3.0064654865743363,142,151,False,False,False,False,False,False,0.23000000417232513,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,29,13,30,8.83530044555664,8.976003750619826,14.106167299946213,0.14070330506318562,5.270866854389572,193,96,False,False,False,False,False,False,0.8700000047683716,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,30,13,45,2.4870998859405518,5.083068756865807,8.122449254571736,2.5959688709252555,5.635349368631184,82,70,False,False,False,False,False,False,0.5099999904632568,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,31,13,48,1.3796000480651855,3.68771666558258,5.892757488470811,2.3081166175173946,4.513157440405625,107,119,False,False,False,False,False,False,0.3700000047683716,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,32,13,49,13.340999603271484,11.959731962290306,16.16762747064332,1.3812676409811786,2.826627867371837,149,154,False,False,False,False,False,False,0.8199999928474426,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,33,14,30,2.7564001083374023,5.487622928344086,8.531936935408188,2.7312228200066837,5.775536827070786,76,52,False,False,False,False,False,False,0.5199999809265137,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,34,14,42,17.03580093383789,14.78680466437539,17.32586996442685,2.2489962694625003,0.2900690305889597,111,196,True,False,False,True,True,True,0.6700000166893005,0.8966747522354126
step2b_poly_d8,large_improvement,1,G-1040.json,35,15,3,5.595399856567383,7.37543333116516,11.785514976941622,1.7800334745977775,6.190115120374239,135,17,False,False,False,False,False,False,0.7400000095367432,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,36,15,7,1.0843000411987305,3.189376463247807,5.096438729353134,2.1050764220490765,4.012138688154404,124,131,False,False,False,False,False,False,0.3199999928474426,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,37,15,11,11.273200035095215,13.727862487665993,14.90748470906925,2.454662452570778,3.634284673974035,97,140,False,False,False,False,False,False,0.4699999988079071,1.0
step2b_poly_d8,large_improvement,1,G-1040.json,38,15,23,5.7281999588012695,9.536664679141596,11.62264387317157,3.808464720340327,5.894443914370301,60,41,False,False,False,False,False,False,0.49000000953674316,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,39,15,32,3.9988999366760254,9.135410704544544,9.821496927597682,5.1365107678685185,5.822596990921657,31,48,False,False,False,False,False,False,0.30000001192092896,0.6795370578765869
step2b_poly_d8,large_improvement,1,G-1040.json,40,15,40,0.07999999821186066,0.3986720579059759,0.6370548411691418,0.3186720596941152,0.5570548429572811,185,192,False,False,False,False,False,False,0.03999999910593033,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,41,15,45,2.8958001136779785,5.4817410375471605,8.75950445172302,2.585940923869182,5.863704338045041,84,43,False,False,False,False,False,False,0.550000011920929,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,42,15,48,4.588699817657471,6.777425207176967,10.82993265585755,2.1887253895194965,6.24123283820008,119,8,False,False,False,False,False,False,0.6800000071525574,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,43,15,49,2.2044999599456787,6.477991221776983,7.408123493563156,4.273491261831304,5.203623533617478,55,99,False,False,False,False,False,False,0.27000001072883606,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,44,16,4,3.407599925994873,8.559236099453845,9.116228289921391,5.1516361734589715,5.708628363926518,29,60,False,False,False,False,False,False,0.27000001072883606,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,45,16,15,3.8652000427246094,10.339149884077509,9.492518381140474,6.4739498413528995,5.627318338415865,10,73,False,False,False,False,False,False,0.12999999523162842,1.0
step2b_poly_d8,large_improvement,1,G-1040.json,46,16,24,2.4870998859405518,5.083068756865807,8.122449254571736,2.5959688709252555,5.635349368631184,83,71,False,False,False,False,False,False,0.5099999904632568,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,47,16,30,0.3278000056743622,1.5009024235427866,2.1613886423774846,1.1731024178684244,1.8335886367031224,158,172,False,False,False,False,False,False,0.11999999731779099,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,48,16,32,4.139599800109863,9.235078626197964,9.980760489564075,5.095478826088101,5.841160689454211,33,45,False,False,False,False,False,False,0.3100000023841858,0.6795370578765869
step2b_poly_d8,large_improvement,1,G-1040.json,49,16,40,1.3167999982833862,3.58804874392916,5.733493926504417,2.271248745645774,4.416693928221031,110,120,False,False,False,False,False,False,0.36000001430511475,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,50,16,45,5.779300212860107,7.475101252818581,11.944778538908015,1.6958010399584733,6.165478326047907,139,21,False,False,False,False,False,False,0.75,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,51,16,49,11.253100395202637,11.361723838302114,15.212045149559252,0.1086234430994768,3.958944754356615,196,133,False,False,False,False,False,False,0.7599999904632568,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,52,17,23,1.492400050163269,5.948615935212436,5.889149946667153,4.456215885049167,4.396749896503884,50,121,False,False,False,False,False,False,0.12999999523162842,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,53,17,39,17.112300872802734,14.816876212913455,17.350550076240086,2.29542465988928,0.238249203437352,108,198,False,False,False,False,False,False,0.6700000166893005,0.8999999761581421
step2b_poly_d8,large_improvement,1,G-1040.json,54,18,3,1.5109000205993652,3.88705250888942,6.211284612403597,2.376152488290055,4.700384591804232,101,111,False,False,False,False,False,False,0.38999998569488525,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,55,18,4,1.6826000213623047,6.765211727489265,6.249481326669183,5.0826117061269604,4.566881305306878,34,117,False,False,False,False,False,False,0.09000000357627869,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,56,18,14,5.2418999671936035,7.17609748785832,11.466987853008835,1.9341975206647168,6.225087885815231,127,10,False,False,False,False,False,False,0.7200000286102295,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,57,18,30,7.593699932098389,8.477663548285053,13.309848540828536,0.883963616186664,5.716148608730148,167,57,False,False,False,False,False,False,0.8199999928474426,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,58,18,40,0.2784999907016754,1.1960161737179276,1.9111645235074255,0.9175161830162522,1.63266453280575,163,176,False,False,False,False,False,False,0.11999999731779099,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,59,18,49,1.1934000253677368,5.082638833459919,5.178431252819376,3.8892388080921823,3.985031227451639,58,132,False,False,False,False,False,False,0.12999999523162842,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,60,19,23,4.103799819946289,8.539984274472049,10.03000635493622,4.43618445452576,5.92620653498993,52,36,False,False,False,False,False,False,0.38999998569488525,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,61,20,3,0.17229999601840973,0.7973441158119517,1.2741096823382836,0.625044119793542,1.1018096863198739,175,181,False,False,False,False,False,False,0.07999999821186066,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,62,20,4,7.085999965667725,10.751932455065942,12.620029975682028,3.6659324893982177,5.534030010014304,62,79,False,False,False,False,False,False,0.49000000953674316,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,63,20,23,1.3621000051498413,5.749279943388677,5.57062258541294,4.387179938238836,4.208522580263098,54,128,False,False,False,False,False,False,0.10999999940395355,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,64,20,30,5.361000061035156,7.381315221962086,11.55794746062679,2.0203151609269296,6.196947399591634,126,15,False,False,False,False,False,False,0.7099999785423279,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,65,20,42,24.609699249267578,16.182156755658617,19.555561730527778,8.42754249360896,5.0541375187398,6,101,False,False,False,False,False,False,0.8100000023841858,0.8966747522354126
step2b_poly_d8,large_improvement,1,G-1040.json,66,21,30,3.958699941635132,6.484303333013632,10.124574453643541,2.5256033913785005,6.1658745120084095,91,20,False,True,True,True,True,True,0.6200000047683716,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,67,21,47,2.634200096130371,7.870260968902208,8.00852324585425,5.236060872771837,5.374323149723878,24,86,False,False,False,False,False,False,0.20000000298023224,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,68,22,47,1.2258000373840332,6.076236634066858,5.141776341932397,4.850436596682825,3.915976304548364,39,135,False,False,False,False,False,False,0.019999999552965164,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,69,23,3,0.05889999866485596,0.2990040434294819,0.4777911308768564,0.24010404476462593,0.4188911322120004,188,193,False,False,False,False,False,False,0.029999999329447746,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,70,23,7,2.0381999015808105,4.58472885156487,7.326130970096915,2.5465289499840598,5.287931068516104,89,94,False,False,False,False,False,False,0.46000000834465027,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,71,23,14,0.4332999885082245,1.6943563017942418,2.7074831639643877,1.2610563132860173,2.274183175456163,154,166,False,False,False,False,False,False,0.17000000178813934,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,72,23,30,2.362799882888794,5.0889509446965695,7.894882212899761,2.7261510618077756,5.532082330010967,77,80,False,False,False,False,False,False,0.47999998927116394,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,73,23,33,1.0429999828338623,5.568123164543819,4.64729612333837,4.525123181709957,3.6042961405045073,47,141,False,False,False,False,False,False,0.009999999776482582,0.6046857833862305
step2b_poly_d8,large_improvement,1,G-1040.json,74,23,40,1.1397000551223755,3.2890446819350636,5.255702765962383,2.149344626812688,4.116002710840007,122,129,False,False,False,False,False,False,0.33000001311302185,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,75,23,44,29.495800018310547,17.315910934561316,20.64097816093081,12.17988908374923,8.854821857379736,5,5,True,True,True,True,False,False,0.8299999833106995,1.0
step2b_poly_d8,large_improvement,1,G-1040.json,76,23,48,6.1616997718811035,7.674437096125421,12.263305662840802,1.5127373242443172,6.101605890959698,147,25,False,False,False,False,False,False,0.7699999809265137,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,77,23,49,5.231200218200684,8.870023420695919,11.23045230325658,3.638823202495235,5.999252085055897,63,29,False,False,False,False,False,False,0.5099999904632568,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,78,24,30,0.45660001039505005,1.8995744814487625,2.7984434835466265,1.4429744710537125,2.3418434731515765,148,163,False,False,False,False,False,False,0.1599999964237213,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,79,24,47,1.347499966621399,6.275572663019846,5.4603037625169675,4.928072696398447,4.1128037958955685,36,130,False,False,False,False,False,False,0.03999999910593033,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,80,25,3,4.287499904632568,6.578089363870127,10.511405531924765,2.290589459237559,6.223905627292197,109,11,False,False,False,False,False,False,0.6600000262260437,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,81,25,14,8.655599594116211,8.770785422448387,14.015206743042548,0.1151858283321765,5.359607148926337,194,91,False,False,False,False,False,False,0.8799999952316284,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,82,25,23,13.637700080871582,12.42703678336147,16.241290967339815,1.2106632975101128,2.6035908864682327,155,158,False,False,False,False,False,False,0.7799999713897705,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,83,25,24,1.5109000205993652,3.88705250888942,6.211284612403597,2.376152488290055,4.700384591804232,102,112,False,False,False,False,False,False,0.38999998569488525,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,84,25,33,18.661399841308594,13.940236807555452,18.02544847018945,4.721163033753141,0.6359513711191447,41,191,False,False,False,False,False,False,0.8500000238418579,0.6046857833862305
step2b_poly_d8,large_improvement,1,G-1040.json,85,25,45,9.188199996948242,8.970121265755227,14.333733866975335,0.21807873119301568,5.1455338700270925,191,100,False,False,False,False,False,False,0.8999999761581421,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,86,26,3,3.4762001037597656,5.980081239881933,9.555823210840694,2.5038811361221676,6.079623107080929,92,26,False,False,False,False,False,False,0.6000000238418579,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,87,26,7,2.0381999015808105,4.58472885156487,7.326130970096915,2.5465289499840598,5.287931068516104,90,95,False,False,False,False,False,False,0.46000000834465027,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,88,26,20,3.3534998893737793,9.61567277785081,8.898751290849493,6.26217288847703,5.5452514014757135,14,78,False,False,False,False,False,False,0.12999999523162842,0.9200000166893005
step2b_poly_d8,large_improvement,1,G-1040.json,89,26,23,6.929200172424316,10.134672803129789,12.57822619425564,3.205472630705472,5.6490260218313235,67,67,False,False,False,False,False,False,0.550000011920929,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,90,26,48,0.05889999866485596,0.2990040434294819,0.4777911308768564,0.24010404476462593,0.4188911322120004,189,194,False,False,False,False,False,False,0.029999999329447746,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,91,26,49,1.080899953842163,4.88330284163616,4.859903891565161,3.8024028877939973,3.7790039377229983,61,138,False,False,False,False,False,False,0.10999999940395355,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,92,28,3,0.33730000257492065,1.395352239800145,2.229692003422353,1.0580522372252243,1.8923920008474324,161,171,False,False,False,False,False,False,0.14000000059604645,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,93,28,4,21.409099578857422,14.638984963955362,18.831314588085625,6.7701146149020595,2.5777849907717965,8,161,False,False,False,False,False,False,0.8799999952316284,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,94,28,14,0.6565999984741211,2.292364425782435,3.6630654850484574,1.635764427308314,3.0064654865743363,143,152,False,False,False,False,False,False,0.23000000417232513,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,95,28,23,4.103799819946289,8.539984274472049,10.03000635493622,4.43618445452576,5.92620653498993,53,37,False,False,False,False,False,False,0.38999998569488525,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,96,28,24,0.12460000067949295,0.5980080868589638,0.9555822617537127,0.47340808617947083,0.8309822610742198,177,185,False,False,False,False,False,False,0.05999999865889549,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,97,28,26,7.274199962615967,11.716805556352554,12.637264985073978,4.442605593736587,5.363065022458011,51,88,False,False,False,False,False,False,0.38999998569488525,0.8657912015914917
step2b_poly_d8,large_improvement,1,G-1040.json,98,28,33,7.722300052642822,10.850528265961065,13.08827330280271,3.128228213318243,5.365973250159888,68,87,False,False,False,False,False,False,0.5400000214576721,0.6046857833862305
step2b_poly_d8,large_improvement,1,G-1040.json,99,28,40,8.918600082397461,8.870453344101808,14.17447030500894,0.04814673829565308,5.255870222611479,198,97,False,False,False,False,False,False,0.8899999856948853,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,100,28,43,11.816200256347656,12.725773752262686,15.324495372632828,0.9095734959150299,3.508295116285172,164,144,False,False,False,False,False,False,0.6299999952316284,0.7128559947013855
step2b_poly_d8,large_improvement,1,G-1040.json,101,28,45,4.435999870300293,6.677757285523547,10.670669093891158,2.241757415223254,6.234669223590865,112,9,False,False,False,False,False,False,0.6700000166893005,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,102,28,48,0.6161999702453613,2.192696355612097,3.503801685760637,1.5764963853667355,2.8876017155152756,144,153,False,False,False,False,False,False,0.2199999988079071,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,103,28,49,3.856800079345703,7.9730112347136295,9.797078821630475,4.116211155367926,5.940278742284772,56,35,False,False,False,False,False,False,0.41999998688697815,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,104,29,3,7.435299873352051,8.272445220113614,13.218887983924871,0.837145346761563,5.78358811057282,169,51,False,False,False,False,False,False,0.8299999833106995,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,105,29,4,16.40690040588379,13.642304559285815,17.238677069850272,2.764595846597974,0.8317766639664832,73,184,False,False,False,False,False,False,0.7799999713897705,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,106,29,24,4.002099990844727,6.378752926495614,10.192877458706269,2.3766529356508874,6.190777467861542,100,16,False,False,False,False,False,False,0.6399999856948853,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,107,29,30,5.7210001945495605,7.580651659336599,11.876475533845287,1.8596514647870386,6.155475339295727,131,23,False,False,False,False,False,False,0.7300000190734863,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,108,29,32,3.231600046157837,8.537402432039432,8.865914369192184,5.305802385881595,5.6343143230343475,23,72,False,False,False,False,False,False,0.23999999463558197,0.6795370578765869
step2b_poly_d8,large_improvement,1,G-1040.json,109,29,49,11.253100395202637,11.361723838302114,15.212045149559252,0.1086234430994768,3.958944754356615,197,134,False,False,False,False,False,False,0.7599999904632568,0.4187503755092621
step2b_poly_d8,large_improvement,1,G-1040.json,110,30,23,7.372499942779541,10.33400864643663,12.896753318188427,2.9615087036570884,5.524253375408886,70,81,False,False,False,False,False,False,0.5699999928474426,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,111,30,34,5.686699867248535,11.444731561154628,11.32946219232112,5.7580316939060925,5.642762325072585,17,68,True,True,True,True,False,False,0.25,0.9900000095367432
step2b_poly_d8,large_improvement,1,G-1040.json,112,30,47,10.485099792480469,12.056317688302643,14.697599256121308,1.5712178958221745,4.212499463640839,145,127,False,False,False,False,False,False,0.6200000047683716,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,113,31,30,1.2372000217437744,3.5939309317599224,5.505926884832442,2.356730910016148,4.268726863088667,104,123,False,False,False,False,False,False,0.33000001311302185,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,114,32,3,1.5109000205993652,3.88705250888942,6.211284612403597,2.376152488290055,4.700384591804232,103,113,False,False,False,False,False,False,0.38999998569488525,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,115,32,7,8.14900016784668,8.571449579141547,13.69667961910976,0.4224494112948669,5.547679451263081,180,76,False,False,False,False,False,False,0.8600000143051147,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,116,32,12,21.440500259399414,15.94825948960822,18.666415537052302,5.492240769791193,2.774084722347112,21,156,False,False,False,False,False,False,0.7200000286102295,0.9700000286102295
step2b_poly_d8,large_improvement,1,G-1040.json,117,32,14,6.988800048828125,8.073109376806773,12.900360859992084,1.084309327978648,5.911560811163959,160,40,False,False,False,False,False,False,0.8100000023841858,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,118,32,21,11.601099967956543,13.827530409319412,15.066748271035642,2.2264304413628686,3.4656483030790994,114,145,False,False,False,False,False,False,0.47999998927116394,1.0
step2b_poly_d8,large_improvement,1,G-1040.json,119,32,24,1.579699993133545,3.9867207275766767,6.370548649012846,2.407020734443132,4.790848655879301,99,108,False,False,False,False,False,False,0.4000000059604645,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,120,32,30,5.019599914550781,7.181979378655246,11.239420336694003,2.1623794641044647,6.219820422143222,120,12,False,False,False,False,False,False,0.6899999976158142,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,121,32,48,5.779300212860107,7.475101252818581,11.944778538908015,1.6958010399584733,6.165478326047907,140,22,False,False,False,False,False,False,0.75,0.0
step2b_poly_d8,large_improvement,1,G-1040.json,122,33,23,3.6958999633789062,8.24098050951179,9.552215669037038,4.545080546132883,5.856315705658131,46,44,False,False,False,False,False,False,0.36000001430511475,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,123,33,47,1.2258000373840332,6.076236634066858,5.141776341932397,4.850436596682825,3.915976304548364,40,136,False,False,False,False,False,False,0.019999999552965164,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,124,34,4,11.749300003051758,12.446288905377102,15.327513376967843,0.6969889023253444,3.5782133739160855,173,143,False,False,False,False,False,False,0.6600000262260437,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,125,34,47,1.9961999654769897,7.172584774743677,6.893677125482358,5.176384809266687,4.897477160005368,27,105,False,False,False,False,False,False,0.12999999523162842,0.6498504877090454
step2b_poly_d8,large_improvement,1,G-1040.json,126,35,30,7.593699932098389,8.477663548285053,13.309848540828536,0.883963616186664,5.716148608730148,168,58,False,False,False,False,False,False,0.8199999928474426,0.03371343016624451
step2b_poly_d8,large_improvement,1,G-1040.json,127,35,39,22.879199981689453,15.913223945168747,19.10245020715612,6.965976036520706,3.7767497745333323,7,139,False,False,False,False,False,False,0.7799999713897705,0.8999999761581421
step2b_poly_d8,large_improvement,1,G-1040.json,128,36,4,1.832800030708313,6.964547719313023,6.568008687923397,5.13174768860471,4.735208657215084,32,110,False,False,False,False,False,False,0.10999999940395355,0.648888349533081
step2b_poly_d8,large_improvement,1,G-1040.json,129,36,23,3.3203999996185303,7.941976447517693,9.074424508495003,4.621576447899162,5.754024508876473,44,55,False,False,False,False,False,False,0.33000001311302185,0.5145075917243958
step2b_poly_d8,large_improvement,1,G-1040.json,130,36,30,9.65820026397705,9.275007515580086,14.583957985845393,0.38319274839696504,4.925757721868342,184,104,False,False,False,False,False,False,0.8999999761581421,0.03371343016624451
