topology_id,source_path,num_vertices,num_pairs,num_ndds,num_arcs,max_cycle,max_chain,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_feasible_candidates,topology_hash,arc_order_hash,feasible_set_hash,template_path
G-10,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-10.json,9,7,2,8,3,4,0,0,0,5,5,e3da9114c013c96015b3fad43956ed56cf52e5a63c05ad07f32da044dc5d6f3f,2372c804ab503a690142c81716e5e3372a4134226a4895727cf8d2ec1673f72b,921106c897f1a29695323e0d105fd4da83943632372c8578655d85524ae0ff35,surrogate_experiment_results/Step3/pairs7/data/topologies/G-10/template.json
G-11,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-11.json,9,7,2,5,3,4,0,0,0,2,2,fa93c8394459fb177d717f8f8b86fb007a4730bdbb91d36a292de16e042131ef,9628772f2bd837856686fa75e47fbca91c9b0355b7b4468106a66279413fd4e6,92cc9e345d28403af0691e49dd9744bd1fd581a95ca5d18f83365200285efd2e,surrogate_experiment_results/Step3/pairs7/data/topologies/G-11/template.json
G-12,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-12.json,9,7,2,4,3,4,0,0,0,2,2,070784f760747606d44ac3aa1ed8e8d16df0890ada486ccb07a1317e788bfb05,606d26857b1e5560cbca376111d5b484cd84d9ae60794dcb9d3a499fb216da66,9bab1466f4d023ea795da3fc86f4b932c8d196a5939b0132daeed67c620e2ac5,surrogate_experiment_results/Step3/pairs7/data/topologies/G-12/template.json
G-13,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-13.json,9,7,2,5,3,4,0,0,0,2,2,2f666bb5e6b712ecc4f4a6e00510fba6f92392c3a70d23b772cfcca8945cca46,83e7927db1f799b6e9002ccbf47ad20b706f0d363547676785609aece3f73ea1,52392bfc4be3e5850539cf1987e78c46ca3580db21314651230bc9bfb3c2da3a,surrogate_experiment_results/Step3/pairs7/data/topologies/G-13/template.json
G-14,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-14.json,9,7,2,6,3,4,0,0,0,5,5,f63ef2b7c6e7c16ecdc16d95fb94333f1f3e40b1c06477dbac4fd44923c4d567,1c05c9861a33be53c72e28b76420aaf8839df9226c6a74b48ffd20b105d9fb1d,a7b2c40dff78a58bde976d86acfa71c5be869553fd46ec15050c7e6aea0bb0df,surrogate_experiment_results/Step3/pairs7/data/topologies/G-14/template.json
G-15,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-15.json,9,7,2,4,3,4,0,0,0,2,2,1d627aaed309233fda6aa1d39f34333c0754171078ad9263dbc2bd5b36dc6da7,d270c125db6b79ee65a78f05e3ba69b183f83cbad7871d192201c32c7de49af4,1c90b995d7e88d08838b39906496ddd85fc2eaefe3b5d788585bf489e2f921e1,surrogate_experiment_results/Step3/pairs7/data/topologies/G-15/template.json
G-16,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-16.json,9,7,2,6,3,4,0,0,0,4,4,3a8027f3a09a7449ecdd6ffb40b91ee05b3e4aa12f02fb3eaa2dae24cc8589b4,9c928ece00839a7ad8ec36f4c29430bd889fdf2abd58bb6aba069a85d1ff4353,c7a77602284214bec195b3b5f570a62c71609b17e03135c49c2aaa5b55e28911,surrogate_experiment_results/Step3/pairs7/data/topologies/G-16/template.json
G-17,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-17.json,9,7,2,6,3,4,0,0,0,3,3,ac850037557b17b5911213cb8f131d23426918546e98358b8cd8d8967d948e5b,d961628d83228920b8686f1049707f867302565cef075f1e2f9fdbee45bb44a7,f9c8ed6926d0f531087a2dfae64709515d49ce0b26121499f6e660a9d006455b,surrogate_experiment_results/Step3/pairs7/data/topologies/G-17/template.json
G-18,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-18.json,9,7,2,7,3,4,0,0,0,2,2,695ec74e6455c3a4cc44759289798bbbfbf341345a06544863c8378d6cb059fd,0764813353882003b3fc9538c6a0a3e5bfa89047965f07f661ad1fd6872f427c,c5dcb3967d35fe9dc9a455c1ef56fa7e3d30bd17a299167592c66a1ae7f05a67,surrogate_experiment_results/Step3/pairs7/data/topologies/G-18/template.json
G-19,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-19.json,9,7,2,4,3,4,0,0,0,2,2,9743027ce4a8ee8bbc947a2b377427c9ae8b1fe42bd51f8f20888530edd4b3bd,0f9bf107cc2d19ab13178565a1f469df2ab236c4a3f85a3f43352ad2278ff02b,bfaad37237918eccda3ce004e42925fa9995214baa33b730941c3fd735322126,surrogate_experiment_results/Step3/pairs7/data/topologies/G-19/template.json
G-20,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-20.json,9,7,2,2,3,4,0,0,0,2,2,ac8346519f7710a2e3bc706a2d9392f00f0c419450b6c0352004d759cd497fe0,bdb78a6bdb7f1233138306e1c23c76e943716080a161838f870ef46408420c8a,1dfc84496dfb16bf7f60a101f23a89674fa0fa9e9d48f40a09ae489ab036a093,surrogate_experiment_results/Step3/pairs7/data/topologies/G-20/template.json
G-21,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-21.json,9,7,2,6,3,4,0,0,0,2,2,acf382675b26c9d0b15970df857cc5255814466c1237d6f9b56ccc23f1afeacd,0e3dc52f8beedefe668143de02d8f2218b9563d21ee17d806061ed0e25a73d7e,c62a858a328df975f4ef4dc57f13bdd0ff9c5b7d8d6ad6aa6a04cf812781ca22,surrogate_experiment_results/Step3/pairs7/data/topologies/G-21/template.json
G-22,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-22.json,9,7,2,7,3,4,0,0,0,4,4,08efd202f6a5fa7c47577aa0d3427586ef2a787d3b311a9b7bd1786cb0763b2a,4f3bd7c817110119cb70e3fcfc533f1b86f640ee7809b6696ec81cc892d0e030,62fc8f47bdd71761f9c7ceccc2469493d2e8b020344144b45aa3b3d152884e60,surrogate_experiment_results/Step3/pairs7/data/topologies/G-22/template.json
G-23,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-23.json,9,7,2,5,3,4,0,0,0,2,2,ebde140e7935aab9cc8fd6c8a146fd1671b65618f2fcb4afb9e95f7c98a1aa71,bc1b4b2d181297c89fa0ae88a44a69a74305eef91407eb30b62e6d3c67b9afca,ed2b33939d77a4944b52a7f85d8c65a7d9ec010819644326c2de1c42fc4b3074,surrogate_experiment_results/Step3/pairs7/data/topologies/G-23/template.json
G-24,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-24.json,9,7,2,8,3,4,0,0,0,5,5,e5855646a8baad564c08e63b6c55309ab58a3a0bbee721fe0c6024f6f22f8b23,625d1f0eaa3a32e84f1a44723ce5ee2f95947f8c6e6fe7ee8b34d31fa7b8d84b,05779178f3277087be1d6a7fe714b30ce93a027754cc9ff2e5eb97670fe6d747,surrogate_experiment_results/Step3/pairs7/data/topologies/G-24/template.json
G-25,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-25.json,9,7,2,3,3,4,0,0,0,2,2,463d464552d0e4d852833fb798067accf0ee4344db18a024e0361619244d8846,19ffa554fff12f4bc31a222609b75f5bbd4f12fdbe56f5f140bf011980db1ccd,3e61c1deaed4fc383dbe14c7a023b02f017c5814868e3b25b17e194d764acf20,surrogate_experiment_results/Step3/pairs7/data/topologies/G-25/template.json
G-26,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-26.json,9,7,2,3,3,4,0,0,0,3,3,f681e40b07f584eee47223894e4bd786c526f71289c166fe0db2b6a5f725fe00,6584cb710a9a08589c142aa0d64ad72a9947c3985e6e0e18d1e56b074267b205,639cb5e62610876b71379b8529c51a96dab9779a6b857202084632d6be66a0cb,surrogate_experiment_results/Step3/pairs7/data/topologies/G-26/template.json
G-27,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-27.json,9,7,2,5,3,4,0,0,0,4,4,839f17c0eeffa227958bd290fc798afca9798fb0c8bdd253f17acac5b638eabf,46bdcafbef08e02ad9527c06a84700a05bdb9000a0eb2299ac6e0fc7dbd60a80,2f1d2b7cea24558a850afea2c1ac2b3c1caeb5e105e4f09aa79b0c43f30e837f,surrogate_experiment_results/Step3/pairs7/data/topologies/G-27/template.json
G-28,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-28.json,9,7,2,13,3,4,0,0,0,13,13,dca9f0d5e3701aa0f6ee16d9a192353d8922a9222b19401836cc52094fedec0c,323b4a04fedaf859343cbec22fe4bc7f6dba7c18320ba2492fc449855e120752,b6ae52b54b1c3f04fe4b1911e07966f96c770704edd729af6e64e21dd70cfa9a,surrogate_experiment_results/Step3/pairs7/data/topologies/G-28/template.json
G-29,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-29.json,9,7,2,6,3,4,0,0,0,5,5,f1654b535210fbc637b545f5169379e6bd73cf1d103df6e8238e731354ce5d83,3d9656b5ba6846dfc278151da2cc39c3e0a715a5c481a563652f5b31966cd337,2e5294fc891ac9ef1480e30f0c76c6f280773e2ecb6dba5c6a37216de4e2d54a,surrogate_experiment_results/Step3/pairs7/data/topologies/G-29/template.json
G-30,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-30.json,9,7,2,10,3,4,0,0,0,3,3,edaa1d9891f676b8686c7eb4377eefcc5015bc85379f9474d9e32b612603c633,49bc91e4d60c6ac120cbfced8fb2b1c4bae68639c810fc2259e1ec3dee016417,d7f028e6397ef34a502a774295a1de76b81ad3046bee54c225725a9a5e05b8dc,surrogate_experiment_results/Step3/pairs7/data/topologies/G-30/template.json
G-31,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-31.json,9,7,2,10,3,4,0,0,0,6,6,a9d1ba1e38e13a4e2ce0a7c6ab5966aea4b562350c6c739405cb187a503a1c6a,5b445ec9b577e8b7ef977fde06f8856aa796ad1650fd23fd333f15f29afc752f,8d747eb1a9aeb87b08eeb47a4ba67f845df7ba2bc0fa4e1a700675a1c5702cfb,surrogate_experiment_results/Step3/pairs7/data/topologies/G-31/template.json
G-32,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-32.json,9,7,2,4,3,4,0,0,0,2,2,3bd9f9679a17b284ebb7b702ce3fd8f109d1a9434eb1bea6f839ded1da298696,65f56895ab04e58244efd8aecde599b8ba729b261b76667850974c6928653544,bfaad37237918eccda3ce004e42925fa9995214baa33b730941c3fd735322126,surrogate_experiment_results/Step3/pairs7/data/topologies/G-32/template.json
G-33,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-33.json,9,7,2,7,3,4,0,0,0,2,2,5bbe047301599ab3bdad1319119dc0def3f68db8f18e4365a8b129827d550abb,a66ff0f5e9d1079f66c2a395528db1e9e24b07ca2d9619ce603674787d483e93,b8b951f701277fa0614bf3bd051b6497741a7f0abeb53e5e2d526fa19edb2045,surrogate_experiment_results/Step3/pairs7/data/topologies/G-33/template.json
G-34,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-34.json,9,7,2,8,3,4,0,0,0,3,3,bd933981cac733ec983944756bb705c7fdd3a32301fba781b02f820c1adea874,8a0459219f76bcab75e2809a2d7b9dc06c90d99e29435f83df2fa332bea2d290,2ee397f8d781ba5d959c18bf2fa855919b789bb049650bd1c96e8a7450d08c65,surrogate_experiment_results/Step3/pairs7/data/topologies/G-34/template.json
G-35,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-35.json,9,7,2,7,3,4,0,0,0,4,4,707bcc20b5759bc1904defe4a3addfa7bb822f0ee92fff0b8fdb375620b0dd61,8775c853d7c9bee7b685d2244e3bcc716af562a6e1260325b06e46fd7f548948,5d121c63fc9dc7bdc1d988075cc5c10fd6325cc0badc708a493cb1628ba797ff,surrogate_experiment_results/Step3/pairs7/data/topologies/G-35/template.json
G-36,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-36.json,9,7,2,4,3,4,0,0,0,2,2,5a61ec5b4bb8027631da80d478ff94c414c16d025bce9af006f6325b03f3de36,015aecedc0be081ef85f34e6746e36877830fc318260ba715dac84b1fee5e495,67de1591311486db8434a2c804bf717a0c97081213cbdcb930a3a69344f3357e,surrogate_experiment_results/Step3/pairs7/data/topologies/G-36/template.json
G-37,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-37.json,9,7,2,6,3,4,0,0,0,5,5,12e7ad43e778cf61c90506144b1f83a18f17e222a01828b3ccf4e65ca2a4b09d,8e116d135364bb40482176a878bf12fa0ba7e64e154af59442454e9dd136e375,8c91bf245e0b44b9455bd275077e1d1f444704c1464894e9cec3a28119aa4f18,surrogate_experiment_results/Step3/pairs7/data/topologies/G-37/template.json
G-38,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-38.json,9,7,2,12,3,4,2,1,3,16,19,e9a0d2eacd221c13c5d7cccab25d45038c324df81ee2ccd602b7647095987148,905e83ce4f341b38aee23e84e81e81834907430b5dcef6ebd06bfd4a5fef02c4,f782c570786fecc738e87e7780373467696b546ba9eb7fdd56fc0b0b8e32a17c,surrogate_experiment_results/Step3/pairs7/data/topologies/G-38/template.json
G-39,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-39.json,9,7,2,12,3,4,0,0,0,3,3,2669e9edb29738bf3de9fd7535b51a0b5f4601fc26ec90ac24792e9024798b65,cd069c0288cec3e4fa514f170fbc30059163a6f50cddaceb09071610657de261,73643697ba1aca48783053ef51d3eaf2ea53d078f987b53f7d1f4c43bba826c7,surrogate_experiment_results/Step3/pairs7/data/topologies/G-39/template.json
G-40,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-40.json,9,7,2,3,3,4,0,0,0,2,2,e19726c3eeae59824a38bf55c969480cea8963be547478a6ee20ba5b934ff104,3dcbe97d16bd729efa68f87aa3a5fbe2d50d7189274f1ff8c476eaae85633dc1,74c26a42eb11a48203cf5cbff83847a866d0c866ad2fe177198986e755c89a8e,surrogate_experiment_results/Step3/pairs7/data/topologies/G-40/template.json
G-41,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-41.json,9,7,2,10,3,4,2,0,2,6,8,ee521afe5a368377f2819effa2596f1324d584a8599d16cd7d0ef624729d3d64,c9a5c4b1c4b564838313a83066ca1214fc15a00805a04a4bd1da6990d3c9666d,51293fbd3a5e4f9d490d847ce76626797412c6296c692f99388288543bef9031,surrogate_experiment_results/Step3/pairs7/data/topologies/G-41/template.json
G-42,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-42.json,9,7,2,2,3,4,0,0,0,2,2,180574d669331f45cb65011cd18f577d6295515c1369faf7dc3ee662c4931007,6493f6c4030a25961fa2a60f73b5e87aee5e240dfc55b516da8b34e34a238e23,9f1ed0649a0ba8ca26ba3d741f1520cb8520bf27defecb7fc5ed4ede4eb79d50,surrogate_experiment_results/Step3/pairs7/data/topologies/G-42/template.json
G-43,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-43.json,9,7,2,4,3,4,0,0,0,3,3,c9f7c72ac610b3f43ea314da31116ce2d0904eebf7e26c993e89239c8f945743,bb4ccb9e9c4584a0c01288d012fa6ffd3aa7f7ed14c7cb724817290cf3542357,a57fdb440ce50c91fee632940d9c5039146d9b4ae1e19fb34803d8a77fedf58d,surrogate_experiment_results/Step3/pairs7/data/topologies/G-43/template.json
G-44,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-44.json,9,7,2,5,3,4,0,0,0,6,6,884c121385fc9bf2246b565908c97d93630785c38b37756caf6fa42d510a582d,1d61627112a99ad1ec7a20b1c836b33c00d7011bb201b02662bc6884a5d4944c,044223ed6a39a12e1fe44ccc2ba21431473467160a68cf5fe9b51add20d3888f,surrogate_experiment_results/Step3/pairs7/data/topologies/G-44/template.json
G-45,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-45.json,9,7,2,5,3,4,0,0,0,2,2,e3ff3c0f26347471781a7f97c1d4f358ec752f83d5f23e97ef4ddb7936844bde,755046c9a6c86e78f8d2c7650e0467d17103b8984d708648a1b9812cef75488e,60dd001694f3b9feeb242c05c7e12e786a74db7ce3223d8f3524ed43880438a7,surrogate_experiment_results/Step3/pairs7/data/topologies/G-45/template.json
G-46,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-46.json,9,7,2,10,3,4,0,0,0,3,3,3147b498d7106840f5d17bc60b47f648f34eae9610bd02082c2ad866a70ee979,8a3d4a24db06945ac455c1d6cd45704db0130f2dffa513f3cf60a66cb97b2c58,f94eae3ab9a4ead11f7078e8769d195cf45211670877ed2ff7621f00c4e202e7,surrogate_experiment_results/Step3/pairs7/data/topologies/G-46/template.json
G-47,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-47.json,9,7,2,6,3,4,0,0,0,2,2,abe66234d20c8f06b767466a9ac2567c6e48dfe58d0e4108376e984204d3dcfa,ed790a867e2cf1d9498fdd6e123a85d79ee10f9b348a9c03ce583450479d74af,0ce23cc600e8c281ad887932cd9130099813a6b641e34256fd38ba131d689ba4,surrogate_experiment_results/Step3/pairs7/data/topologies/G-47/template.json
G-48,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-48.json,9,7,2,8,3,4,0,0,0,2,2,8ed3c9edf5a46f38a149730f5d4aac7cd9bb151da09620832e7cc5260166505c,0b1e1ed776b5b1a93bb3b0fe7e7333566a88a390c3492177bf3ccf8cbd4f4dba,ec6b7b6eb8c69f788edd3f8366075060ab1df49b6a63687fe08a633d140d2af5,surrogate_experiment_results/Step3/pairs7/data/topologies/G-48/template.json
G-49,dataset/processed/step3_pairs7_step2c_poly_d8_mult_eps050_seed20260619/G-49.json,9,7,2,9,3,4,0,0,0,6,6,b0ee6ce9a653b91f4cabe0f610f2a3d1800bffd0b5b3f74e9ff443790085361c,f100707a042e1272191faca8ad7f0e8bfb7a01b27ee690e212a4fc5303d9221c,4d0b28aeb543e5d9cb965cb855b57252a0f1dbf1a16b8de59fa43271d9c63ba8,surrogate_experiment_results/Step3/pairs7/data/topologies/G-49/template.json
