topology_id,source_path,num_vertices,num_pairs,num_ndds,num_arcs,max_cycle,max_chain,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_feasible_candidates,num_exchange_candidates,num_chains_len1,num_chains_len2,num_chains_len3,num_chains_len4,candidate_conflict_edges,candidate_conflict_density,mean_conflict_degree,max_conflict_degree,num_conflict_components,largest_conflict_component_fraction,num_vertices_in_any_candidate,fraction_vertices_in_any_candidate,mean_candidates_per_vertex,max_candidates_per_vertex,topology_hash,arc_order_hash,feasible_set_hash,template_path
G-10,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-10.json,22,20,2,28,3,4,0,0,0,6,6,6,4,2,0,0,13,0.8666666666666667,4.333333333333333,5,1,1.0,4,0.18181818181818182,0.6363636363636364,4,0c0a620d00943828930494467f2caacb8ccbac2080ebfd7e6bf724cb323c4564,02edef9e407f674b6cdf2d5f41cb306da13d8c22a0884d757e9a9267c9378fe3,3c34685abb58838c7bc432d7ad90dde3ca3f7b0717758fbae0e16297f7076838,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-10/template.json
G-11,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-11.json,22,20,2,46,3,4,1,2,3,17,20,20,3,4,4,6,173,0.9105263157894737,17.3,19,1,1.0,10,0.45454545454545453,3.272727272727273,18,fb4e10e23a10c2112dd672d6322f2c9ac3caa6bf14f3c09dcb1e016e1dc44823,d62af97572f1d85eccb0d62d9af5de2a2106c71bca8af47fcd829473443b7502,4f226e19428bcf940ff298f2f77b96abb456fac839f124359390daad339c3e54,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-11/template.json
G-12,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-12.json,22,20,2,22,3,4,0,0,0,2,2,2,2,0,0,0,0,0.0,0.0,0,2,0.5,4,0.18181818181818182,0.18181818181818182,1,a00fbf9e2a61078e0696143c9e54e0d1fa2bd731ea4999d446e526ed37e2eef0,0a2919ae94e7dc043e44d7eacd8210daa9886de92b011c4193d5e3013ac60d62,6bb6b23ae8415d7bbf68cf9762b96a62ba0ea3f4c49535281f958ecb2188c674,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-12/template.json
G-13,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-13.json,22,20,2,41,3,4,0,0,0,6,6,6,6,0,0,0,8,0.5333333333333333,2.6666666666666665,3,1,1.0,6,0.2727272727272727,0.5454545454545454,3,2b536fe7baed8eddabbe890bcfd98f6933c251685a9b96e9fcd8f734534d2bd2,df02cf147d070157893b165ecdc8d83e0ced791482f87ebf06a66c437ae901d2,5a8075bd804c5df3fa20066505145a70980cac995ecfcf1cf2e4db3bc2f069cc,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-13/template.json
G-14,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-14.json,22,20,2,62,3,4,5,3,8,226,234,234,10,22,60,134,24110,0.884413631194747,206.06837606837607,231,1,1.0,16,0.7272727272727273,46.13636363636363,160,4bda52bd88ed4c7595ae68e1d677f89e2eb160890248102a3736eb8556885cca,ac89a6ce36c3b115684be20906f53b8f6d2b346b2faab1a0425d5a9913ceae4d,e8e0778d9a59f220b20597194fe49b5bab8ccca0074ed39b6e54b4335d723a43,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-14/template.json
G-15,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-15.json,22,20,2,32,3,4,0,0,0,7,7,7,4,3,0,0,14,0.6666666666666666,4.0,5,1,1.0,6,0.2727272727272727,0.7727272727272727,5,05b49a79674a9317515d072efa2617a6551009a767156787b38f90a464eb2cb0,367a1f4ec170a0dbc3389a6013e5ac99eb2b67cb35be622b50f982192a5c2ff9,b029da3a80b20ad2f09fadedb7ab31e387acd68fdcce687abd06b008c0bb1f3d,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-15/template.json
G-16,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-16.json,22,20,2,21,3,4,0,0,0,7,7,7,5,2,0,0,12,0.5714285714285714,3.4285714285714284,5,1,1.0,7,0.3181818181818182,0.7272727272727273,5,562b9309cc515d99fc059f50e55ae0769f49e84e1b4a27f9259f9f365b9a5270,651320aec842995e85cf15e717dbaf12eec8a70983b20eeb08ce08a83822ef35,344c12fc4027f40e20161b3dfdaa8e19af5be44aff9ffefc5c8dae201bb329a3,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-16/template.json
G-17,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-17.json,22,20,2,48,3,4,2,0,2,33,35,35,5,11,10,7,550,0.9243697478991597,31.428571428571427,34,1,1.0,10,0.45454545454545453,5.545454545454546,29,f95f74e5544e098139aa3e979b8a27b54455a94747dea572e57d6c5ba2b0d750,4e0bca7602332908758876834686f5ea74c30d4ebbd4d22799026e9e69f0929a,d0b58adc5426d1d1a3ff33e11d2290fb0dbb0741c40fc3dab993e2dc9bf2442d,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-17/template.json
G-18,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-18.json,22,20,2,23,3,4,1,0,1,6,7,7,2,4,0,0,16,0.7619047619047619,4.571428571428571,6,1,1.0,7,0.3181818181818182,0.8181818181818182,6,5a362046f2208f966de2c4f3449b9d68d5b53be9c2e09590d2c35e6abcaf45aa,d2b6b97f75117345ffd47d32f96110cd9269b7c02ebfe02683dc164f37a6ac0b,54911054972cb4bc658a2c4b8d4c1f9ff09c3a37be88d5c5a5535c481d67f32a,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-18/template.json
G-19,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-19.json,22,20,2,22,3,4,0,0,0,7,7,7,4,2,1,0,17,0.8095238095238095,4.857142857142857,6,1,1.0,7,0.3181818181818182,0.8181818181818182,6,4d893b71d5e1bd360cc958ba1f5e6a8162e932d8899077906ff8e87ebeba3cf9,51ffb4b9a646e19c107c30a225454565ccae6ac2c72911d9ded54c7e81cb5066,b67cacf18ad37d6a69a1b943de56374a675699ab8d0036d8bc0cd6694d67928e,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-19/template.json
G-20,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-20.json,22,20,2,48,3,4,0,0,0,39,39,39,13,20,6,0,520,0.7017543859649122,26.666666666666668,33,1,1.0,13,0.5909090909090909,5.0,28,26d6164035a61436f9284461cce9f6816d2b540d36c7d401bc707af5af5953a4,a8e7f1b9f2b204e2cce0503c8bfcfce51b1bf09be67fcba2196bcaf0bac9b481,deaf77b9eca7d9a53c79f32c64e1ff5b97ff7c867c5b9e7032372a1063e469d4,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-20/template.json
G-21,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-21.json,22,20,2,37,3,4,0,0,0,27,27,27,9,9,5,4,253,0.7207977207977208,18.74074074074074,23,1,1.0,11,0.5,3.8636363636363638,17,621a2baf21a08047f0ef0c8d001e51d6c804a246fa76576e53a3a2b9e30d20a1,834ece15131a95c1de98fbe1ad1a5685f2857f23b9b8a7b7a45d88a5f2dc85d6,8dade38018a4a8db06d7fe95abf64638834c8c1968f371f91b5be1e45b6a9627,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-21/template.json
G-22,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-22.json,22,20,2,36,3,4,1,0,1,6,7,7,6,0,0,0,8,0.38095238095238093,2.2857142857142856,3,2,0.8571428571428571,8,0.36363636363636365,0.6363636363636364,3,3f92dc43ddcd0a033a68e7061318073393bb9701bf352a424f9f3038348194ff,6663d586a4743053ed40a74e446972d17328c97c432a33767735a288175a6613,fda2fdcf62bc34175ccefd4ee5771999836151f79d53dcff1958f4d8f7599670,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-22/template.json
G-23,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-23.json,22,20,2,24,3,4,1,2,3,11,14,14,4,2,3,2,72,0.7912087912087912,10.285714285714286,12,2,0.9285714285714286,8,0.36363636363636365,2.0,10,52eb57ff145505f25125d9b03d0588e7c718e5c520e605e0fdf2dfb1ebf76e56,1f9cd1435cfedcd91b2981f5d83ec28dd0e27584c13dc853042e61d374fd4f1e,5e0d6e4498f6744c813d0610131cc4e87117f32a3be42eb2471ad5b205dbaf61,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-23/template.json
G-24,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-24.json,22,20,2,25,3,4,0,0,0,6,6,6,6,0,0,0,8,0.5333333333333333,2.6666666666666665,4,1,1.0,7,0.3181818181818182,0.5454545454545454,4,fd0f5b2007104598abcffea6e371509cd5e4f74d71813b868a9cc9f7c8ca2ddd,abe7b39f073dd817c8a916ce0949260a3f8c17b7f4c2433bb5dcba56ef1518ba,883783367b79144ecdc3a886922f2330e4070efc17f8fd911098b5ce571fb739,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-24/template.json
G-25,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-25.json,22,20,2,34,3,4,1,2,3,19,22,22,3,5,7,4,211,0.9134199134199135,19.181818181818183,21,1,1.0,9,0.4090909090909091,3.5,20,e4306fdcbf38b56332ba9a89271ee527566daf4d83cb371a7e95b3ffbc1cbf15,fdc707df41ecd8eeb8df2e46b2273406312fb7f25bb1d22a6520b1677a8c2617,abd6de7cd9caaca026ba3399855c9d5a0f35c4236bebe59b155d17f144dba5c1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-25/template.json
G-26,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-26.json,22,20,2,40,3,4,1,0,1,31,32,32,6,10,10,5,453,0.9133064516129032,28.3125,30,1,1.0,11,0.5,4.954545454545454,30,0339d88ed7b51e51580ac7adf4b254f06e1673fb6290ce97140069c39699c73e,40d0b1686d0189eced147b51a728fad29aefb932384c44922e74bb88bf377aa4,7032dcf2907bad339347dde81eba43e34b3182751c5d2862bdc7188c5a098baa,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-26/template.json
G-27,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-27.json,22,20,2,23,3,4,0,0,0,11,11,11,5,4,2,0,42,0.7636363636363637,7.636363636363637,10,1,1.0,8,0.36363636363636365,1.3636363636363635,8,aa8caf5173b03ce946aa063aabd91007ff1e86428e7645ecb467425daa807d33,6a530cdaee580d927f5bfa557d0f7755fb44c34c3b3a1947c366a2cffaacac7d,5478cc9ddad6f43c09b4b32c9142e9579367b792eb75f94099f9d47820c99cb7,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-27/template.json
G-28,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-28.json,22,20,2,30,3,4,0,0,0,18,18,18,6,5,4,3,119,0.7777777777777778,13.222222222222221,17,1,1.0,9,0.4090909090909091,2.6363636363636362,12,98ac851909bdf718193c8fd6d06070c0d501e7c176eeabcca508bdfa0e4ab957,69b50e1d478242149e509534e2e1716fe201f203f4668aa01c7e966fa7561a4f,40df52e2e1422e68fd23b9e6a6238470481c2e978b5ca3285ebae43829b3980b,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-28/template.json
G-29,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-29.json,22,20,2,39,3,4,1,0,1,5,6,6,5,0,0,0,6,0.4,2.0,3,2,0.8333333333333334,7,0.3181818181818182,0.5454545454545454,3,76df83c27a342a3d407e386de55c393ac674c004f4f264d9bd1818c03f0e8a2d,b8512eba1896d836e4d92edad5165c06b4dde74e5e6debc714f509180d5d462f,787ae39b794bb839daedca9cf0b1b92a6d3cda1dcce8188edf895e4c52c72ddb,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-29/template.json
G-30,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-30.json,22,20,2,34,3,4,0,1,1,21,22,22,7,7,3,4,127,0.5497835497835498,11.545454545454545,17,1,1.0,12,0.5454545454545454,3.1818181818181817,13,af75625a9119351ab2f0c58efe9607f58695a3cf63e1789e97c1d3ffcfc1ba65,65dc75311a2646a6eeeace075d51f7d9e1a2026948c6b2685691e78f90f698de,d427c46fea3bc9f3c9d0084c72692e9907c59619a949172da9b435b1ec34cfa1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-30/template.json
G-31,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-31.json,22,20,2,44,3,4,3,1,4,36,40,40,4,6,17,9,711,0.9115384615384615,35.55,39,1,1.0,9,0.4090909090909091,6.7272727272727275,28,b632daf4dd0a7013e56a303c82aadc87970e5c02bc0402a63c52e7bd1f1e0010,8bc885f3f91b10f52f0c6179585c68cd5e0c95da2e2d7d2bd62b0e5c0d2f7119,94d4ab0890950a53dccf4eb99ba1eca4319d7d61e0fafb1a4ec188e99022a73a,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-31/template.json
G-32,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-32.json,22,20,2,27,3,4,0,0,0,6,6,6,4,1,1,0,7,0.4666666666666667,2.3333333333333335,3,1,1.0,7,0.3181818181818182,0.6818181818181818,3,8e7c83593b9ccc3b5cc02d08762ee3142e15d7975a93b6905ce961c0b909eaeb,2f16b66732ee7d947d1bdb7f5d7b8747d215991ef89efe228313c81e8c3e1033,ab84c76c5cfe2cabafed9f3f27e81aa3e7b5c03733eeac4d7c55f3476fd8208c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-32/template.json
G-33,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-33.json,22,20,2,46,3,4,1,0,1,18,19,19,4,6,4,4,156,0.9122807017543859,16.42105263157895,18,1,1.0,9,0.4090909090909091,2.909090909090909,14,10f2f34b8ab980956fcef1088b1be0352f2188cc09d7923fe884e5d50e68977b,73ebbfa5b02fd2a8ba3e698c276be9d4d16d899487d340253e82a98b32e15670,1161eace8fe7779b3f0baaa99c309917cbcee5860add4b5b7e74c47d29976419,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-33/template.json
G-34,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-34.json,22,20,2,36,3,4,0,0,0,4,4,4,4,0,0,0,4,0.6666666666666666,2.0,2,1,1.0,4,0.18181818181818182,0.36363636363636365,2,dad48903d5b97e08d13cef237e6775691d90332e2a7af71e83be58f57103d773,cfaec1443a33c09514eec01b32116be521c7bf592e1ae4433d0d5c7f62c70811,90ab31ef63c5c75a33f4809c19a69c7d911ba9c60de3269efb67e2a95b6c09c7,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-34/template.json
G-35,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-35.json,22,20,2,22,3,4,0,0,0,6,6,6,4,2,0,0,8,0.5333333333333333,2.6666666666666665,4,1,1.0,7,0.3181818181818182,0.6363636363636364,4,1daf20f001e162c56aeb6f4b5d5a90983ed9d90051b5826a0280d20d8620381f,1c2cce44a7f25de4f278709b93f624718533965414b3b51b8510da13409e55b3,404fb4d4baa8e527bf4ad896d4e0091de6057f6101de3a9bb7e8408e10e7ed98,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-35/template.json
G-36,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-36.json,22,20,2,30,3,4,0,0,0,15,15,15,9,5,1,0,62,0.5904761904761905,8.266666666666667,12,1,1.0,12,0.5454545454545454,1.6818181818181819,10,73c9cbc052f5cb979fdf200bc7fb0c530b360c32db839ee058ff93956e8c6ea3,ec85d8dd40d8ab642e929ca6d570c933788640958ab741e33e9fb0d53b7a6b93,aa8a7b5aa825ff7afbea8ac0aca4db0c226f1d3b2fbe3a472b6445349cb79a1f,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-36/template.json
G-37,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-37.json,22,20,2,54,3,4,2,4,6,44,50,50,3,6,12,23,1045,0.8530612244897959,41.8,49,1,1.0,13,0.5909090909090909,9.227272727272727,34,a97af892bcb795174f697deebbdb657b4c4628f929c813c9e4345cbec3f73c69,13de379ceb91411f1ea26e98e2b2b5dc3a7d9b7f64377a5855c79f2470b0d82a,c1d2b8543ad7491b6e47f1a24c20798d2c7fbd0907f23b1737c6700cfc8cbbad,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-37/template.json
G-38,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-38.json,22,20,2,45,3,4,0,0,0,23,23,23,7,9,5,2,165,0.6521739130434783,14.347826086956522,18,1,1.0,11,0.5,3.227272727272727,16,f460635123dfe048dabb5a3f7e5f5cea30cd3ba841d241a728382febd55af281,ef2ba54d36186a92ea7ea7a17da90cb96fee2452502006f362df16154565cb5b,795677133b6cb6cf67676bebfc273f6dcd7cbf418d6a8478f929f8bb2d127e6f,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-38/template.json
G-39,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-39.json,22,20,2,27,3,4,0,0,0,13,13,13,4,3,4,2,66,0.8461538461538461,10.153846153846153,11,2,0.9230769230769231,8,0.36363636363636365,1.9545454545454546,12,43952569ac93c79124778062541b855359a12eb8c09b6cebd2300c13209e8c55,5bc6414f2277c7def19030ec220e9a0503411d31df9165f88c633293263ac4c9,516c5c85a3d8008d3a5a4ac993d918d61a60e4cee80f73091bcc5f3466646ce9,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-39/template.json
G-40,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-40.json,22,20,2,37,3,4,0,0,0,17,17,17,5,5,4,3,112,0.8235294117647058,13.176470588235293,15,1,1.0,10,0.45454545454545453,2.5454545454545454,15,485ec2c37dc517b447f7f77886b8a073185a65030be48fb8a1147b5024efbc8f,ee830e8b3f7fc8205f5e305e0bacb237b17d9ac4522cd2c5e545bc54e9face97,26915132e847184288949111d2414776c2f86d567d04db042161f72495de99d8,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-40/template.json
G-41,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-41.json,22,20,2,33,3,4,1,0,1,6,7,7,2,2,2,0,16,0.7619047619047619,4.571428571428571,6,1,1.0,7,0.3181818181818182,0.9090909090909091,6,906abf330249080d678bd6ffd6133b5acd934f66608a280ce4eb865b4d13cb73,c315edf7ac0b95eed223d087574eeed85c54b3ef33f83049a5ca92fd004c6b34,2ff71b80b396ee2129cf1c198d1f742440052a4107ecd584cc831fe47a5090f8,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-41/template.json
G-42,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-42.json,22,20,2,35,3,4,0,1,1,13,14,14,7,3,2,1,74,0.8131868131868132,10.571428571428571,12,2,0.9285714285714286,10,0.45454545454545453,1.7727272727272727,12,c3d0fe38c35c6c573965020a8b87200c4a82f7f45aebabc210780f67eee5ddce,3c560eed1d5246b198286cb2d13f4b5c2c4a3ab3f1f9a594405695ea8b7a067b,4fa10c01b1e49fcfd16db1148b6882a5b1d04dcdf55e3e761a0ef92da14f2148,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-42/template.json
G-43,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-43.json,22,20,2,40,3,4,1,0,1,4,5,5,2,2,0,0,7,0.7,2.8,4,1,1.0,5,0.22727272727272727,0.5454545454545454,4,c0514bb50512b815465f6973af600d14dbc0349b162b954976cf56d0647d008b,713605696cdd915615ef845d1c02438582b22ee774cec5ea2c12302591a9bb9b,fab5a542b6aa960a70cfc9e5b9ddcbcd14052aba08354f4eb01c549dec800eb5,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-43/template.json
