topology_id,topology_hash,arc_order_hash,feasible_set_hash
G-16,562b9309cc515d99fc059f50e55ae0769f49e84e1b4a27f9259f9f365b9a5270,651320aec842995e85cf15e717dbaf12eec8a70983b20eeb08ce08a83822ef35,344c12fc4027f40e20161b3dfdaa8e19af5be44aff9ffefc5c8dae201bb329a3
G-17,f95f74e5544e098139aa3e979b8a27b54455a94747dea572e57d6c5ba2b0d750,4e0bca7602332908758876834686f5ea74c30d4ebbd4d22799026e9e69f0929a,d0b58adc5426d1d1a3ff33e11d2290fb0dbb0741c40fc3dab993e2dc9bf2442d
G-18,5a362046f2208f966de2c4f3449b9d68d5b53be9c2e09590d2c35e6abcaf45aa,d2b6b97f75117345ffd47d32f96110cd9269b7c02ebfe02683dc164f37a6ac0b,54911054972cb4bc658a2c4b8d4c1f9ff09c3a37be88d5c5a5535c481d67f32a
G-19,4d893b71d5e1bd360cc958ba1f5e6a8162e932d8899077906ff8e87ebeba3cf9,51ffb4b9a646e19c107c30a225454565ccae6ac2c72911d9ded54c7e81cb5066,b67cacf18ad37d6a69a1b943de56374a675699ab8d0036d8bc0cd6694d67928e
G-20,26d6164035a61436f9284461cce9f6816d2b540d36c7d401bc707af5af5953a4,a8e7f1b9f2b204e2cce0503c8bfcfce51b1bf09be67fcba2196bcaf0bac9b481,deaf77b9eca7d9a53c79f32c64e1ff5b97ff7c867c5b9e7032372a1063e469d4
G-21,621a2baf21a08047f0ef0c8d001e51d6c804a246fa76576e53a3a2b9e30d20a1,834ece15131a95c1de98fbe1ad1a5685f2857f23b9b8a7b7a45d88a5f2dc85d6,8dade38018a4a8db06d7fe95abf64638834c8c1968f371f91b5be1e45b6a9627
G-22,3f92dc43ddcd0a033a68e7061318073393bb9701bf352a424f9f3038348194ff,6663d586a4743053ed40a74e446972d17328c97c432a33767735a288175a6613,fda2fdcf62bc34175ccefd4ee5771999836151f79d53dcff1958f4d8f7599670
G-23,52eb57ff145505f25125d9b03d0588e7c718e5c520e605e0fdf2dfb1ebf76e56,1f9cd1435cfedcd91b2981f5d83ec28dd0e27584c13dc853042e61d374fd4f1e,5e0d6e4498f6744c813d0610131cc4e87117f32a3be42eb2471ad5b205dbaf61
G-24,fd0f5b2007104598abcffea6e371509cd5e4f74d71813b868a9cc9f7c8ca2ddd,abe7b39f073dd817c8a916ce0949260a3f8c17b7f4c2433bb5dcba56ef1518ba,883783367b79144ecdc3a886922f2330e4070efc17f8fd911098b5ce571fb739
G-25,e4306fdcbf38b56332ba9a89271ee527566daf4d83cb371a7e95b3ffbc1cbf15,fdc707df41ecd8eeb8df2e46b2273406312fb7f25bb1d22a6520b1677a8c2617,abd6de7cd9caaca026ba3399855c9d5a0f35c4236bebe59b155d17f144dba5c1
G-26,0339d88ed7b51e51580ac7adf4b254f06e1673fb6290ce97140069c39699c73e,40d0b1686d0189eced147b51a728fad29aefb932384c44922e74bb88bf377aa4,7032dcf2907bad339347dde81eba43e34b3182751c5d2862bdc7188c5a098baa
G-27,aa8caf5173b03ce946aa063aabd91007ff1e86428e7645ecb467425daa807d33,6a530cdaee580d927f5bfa557d0f7755fb44c34c3b3a1947c366a2cffaacac7d,5478cc9ddad6f43c09b4b32c9142e9579367b792eb75f94099f9d47820c99cb7
G-28,98ac851909bdf718193c8fd6d06070c0d501e7c176eeabcca508bdfa0e4ab957,69b50e1d478242149e509534e2e1716fe201f203f4668aa01c7e966fa7561a4f,40df52e2e1422e68fd23b9e6a6238470481c2e978b5ca3285ebae43829b3980b
G-29,76df83c27a342a3d407e386de55c393ac674c004f4f264d9bd1818c03f0e8a2d,b8512eba1896d836e4d92edad5165c06b4dde74e5e6debc714f509180d5d462f,787ae39b794bb839daedca9cf0b1b92a6d3cda1dcce8188edf895e4c52c72ddb
G-30,af75625a9119351ab2f0c58efe9607f58695a3cf63e1789e97c1d3ffcfc1ba65,65dc75311a2646a6eeeace075d51f7d9e1a2026948c6b2685691e78f90f698de,d427c46fea3bc9f3c9d0084c72692e9907c59619a949172da9b435b1ec34cfa1
G-31,b632daf4dd0a7013e56a303c82aadc87970e5c02bc0402a63c52e7bd1f1e0010,8bc885f3f91b10f52f0c6179585c68cd5e0c95da2e2d7d2bd62b0e5c0d2f7119,94d4ab0890950a53dccf4eb99ba1eca4319d7d61e0fafb1a4ec188e99022a73a
G-32,8e7c83593b9ccc3b5cc02d08762ee3142e15d7975a93b6905ce961c0b909eaeb,2f16b66732ee7d947d1bdb7f5d7b8747d215991ef89efe228313c81e8c3e1033,ab84c76c5cfe2cabafed9f3f27e81aa3e7b5c03733eeac4d7c55f3476fd8208c
G-33,10f2f34b8ab980956fcef1088b1be0352f2188cc09d7923fe884e5d50e68977b,73ebbfa5b02fd2a8ba3e698c276be9d4d16d899487d340253e82a98b32e15670,1161eace8fe7779b3f0baaa99c309917cbcee5860add4b5b7e74c47d29976419
G-34,dad48903d5b97e08d13cef237e6775691d90332e2a7af71e83be58f57103d773,cfaec1443a33c09514eec01b32116be521c7bf592e1ae4433d0d5c7f62c70811,90ab31ef63c5c75a33f4809c19a69c7d911ba9c60de3269efb67e2a95b6c09c7
G-35,1daf20f001e162c56aeb6f4b5d5a90983ed9d90051b5826a0280d20d8620381f,1c2cce44a7f25de4f278709b93f624718533965414b3b51b8510da13409e55b3,404fb4d4baa8e527bf4ad896d4e0091de6057f6101de3a9bb7e8408e10e7ed98
G-36,73c9cbc052f5cb979fdf200bc7fb0c530b360c32db839ee058ff93956e8c6ea3,ec85d8dd40d8ab642e929ca6d570c933788640958ab741e33e9fb0d53b7a6b93,aa8a7b5aa825ff7afbea8ac0aca4db0c226f1d3b2fbe3a472b6445349cb79a1f
G-37,a97af892bcb795174f697deebbdb657b4c4628f929c813c9e4345cbec3f73c69,13de379ceb91411f1ea26e98e2b2b5dc3a7d9b7f64377a5855c79f2470b0d82a,c1d2b8543ad7491b6e47f1a24c20798d2c7fbd0907f23b1737c6700cfc8cbbad
G-38,f460635123dfe048dabb5a3f7e5f5cea30cd3ba841d241a728382febd55af281,ef2ba54d36186a92ea7ea7a17da90cb96fee2452502006f362df16154565cb5b,795677133b6cb6cf67676bebfc273f6dcd7cbf418d6a8478f929f8bb2d127e6f
G-39,43952569ac93c79124778062541b855359a12eb8c09b6cebd2300c13209e8c55,5bc6414f2277c7def19030ec220e9a0503411d31df9165f88c633293263ac4c9,516c5c85a3d8008d3a5a4ac993d918d61a60e4cee80f73091bcc5f3466646ce9
G-40,485ec2c37dc517b447f7f77886b8a073185a65030be48fb8a1147b5024efbc8f,ee830e8b3f7fc8205f5e305e0bacb237b17d9ac4522cd2c5e545bc54e9face97,26915132e847184288949111d2414776c2f86d567d04db042161f72495de99d8
G-41,906abf330249080d678bd6ffd6133b5acd934f66608a280ce4eb865b4d13cb73,c315edf7ac0b95eed223d087574eeed85c54b3ef33f83049a5ca92fd004c6b34,2ff71b80b396ee2129cf1c198d1f742440052a4107ecd584cc831fe47a5090f8
G-42,c3d0fe38c35c6c573965020a8b87200c4a82f7f45aebabc210780f67eee5ddce,3c560eed1d5246b198286cb2d13f4b5c2c4a3ab3f1f9a594405695ea8b7a067b,4fa10c01b1e49fcfd16db1148b6882a5b1d04dcdf55e3e761a0ef92da14f2148
G-43,c0514bb50512b815465f6973af600d14dbc0349b162b954976cf56d0647d008b,713605696cdd915615ef845d1c02438582b22ee774cec5ea2c12302591a9bb9b,fab5a542b6aa960a70cfc9e5b9ddcbcd14052aba08354f4eb01c549dec800eb5
G-44,df4ec6f06f42913de5c06bd4e919df8ebd0d2e1419adea245922c91190d9fa9d,3899f6ff86baa4e5e5a7311f1773c0936ce767c51dd5f2745f9fd39e456617d4,135f6af0bedf035ce730a7780912316509f585c985d3a8369d972062b4bff5a5
G-45,ab38f5cfa8afd5631cda534518eea2642ae9c73ce5bb13b5d2004062ed431073,ccc3403767e22bdcfa69c8353c10ae138b966d3b4b41f82ff9b839fcc428d35b,647a087e65573b102416ca4a841e2c6d131e2b7878db66c46274e8bf3d245bee
G-46,df32d7717abbb5d3ea7336bdc730fbb3ba902f548795be7a391b9d148e4b6ad4,370c9a6b33047df7623f73b0540c976fc1904068bdc153cdb24ebad4d29d50f8,60b731f5186ad3a0cd48837f719fbcab08f948d126be69f28f95ff73e174baed
G-47,f998e0f4d024ed7e72942f300adb34a283839f43f0a601fb3fed995af84970af,07bb2ef9a6b6bfd876c1564d05a5e995df87bc2ed8966ecbae69040b2878ddf6,ccf40bafef896bb9c5b6445c37d57301606cdc6ef4b32f9cf566d8dc9daffc9e
G-48,d6ef4d94a92bfc317236785b850f1facacc6e6c43419d69049d091e0876e48e9,c6a8e9ed6f8dc921df023d3cb3e72b2409e4824763c37d7f173f4623d182dff2,61aff92f1e5dc2381a73d957b6993f68f91633e2bc10963cd5cf96c5e236f342
G-49,ca8bc93769301d43bf215c75a8abeb6caf9395c3423282375440451201952c74,e8ddd3d66d7db0743cf75c5166af65772cc2a5b360a249807234d9373d10ee99,cf457711c65d319af2a6f6b7c1826d113d13821965a60ef0768bafba41f766c5
G-50,b9fd08957cd2742f0da7f92187b0bf0b9d00ed7a33b73805bd861466355a54b3,33bc091ecec836ca2acaefddf8564e70f8aee9d7d6881f8e6bf0668de2cf94a1,83d243b994c51f26dcca81a8de5acf40c649f0e32d2dae1d8d783e1ec90522bf
G-51,5de73c6af7bd1b7c0ae7daa0bb5b746a5be59bc2736bf51ba8f7df8c08ab00ab,af5aff58263c5845b59f71bc860ed1fb998143929520b40dabd58c48c7e42246,87a4eeb128df0e043fb6db10622240260a929843cf705d189039a061f9181aeb
G-52,fd4a5b2907b359bac8accd8a7c719e9633cc3b4177b1bdd9152a504ee7dbf0ee,dc3b2c56d5c844268948b3d89b8b8ff7a6faf34c7d13e46f7933ce8ef61fb16a,fd5431e0de9cc7025bc2cd37506043d5393bc6f1d42175941cf0e48f029b6fdd
G-53,07a05bdde5ee2ed0ca6edde1d6b704b3a6778aa250e3208c57f06813eb6b7813,8d0c603973beeedcb41e761fad2e58361a12cae444df27e10c6ee2a538f5b2cb,adca81cdfae56fc561455ecadd7e69736242c3e4356da0e29cb32bfefc0493fa
G-54,d77f9bfabe3737a4ee08072bbfc00a7d1acad18baadf25c5cc2b8e3a235c6d3d,6a2589d2c53a873cb071986d6d1d64039d2dd2af51ef8ead274f15d99d7f2c68,b64e3cedcdbae0b406fe02664c12384eccb83c1e86285d2e5e690a2eefe5a423
G-55,96c6f37620d04d1de4eb2293d9159d7a9e5d87f3927d8dbbf44573432f6d6888,2f6ee03778e63c8f9ba7130a145c695593aa87ef7a2808f53278fb5d6be1f0e3,3b78e205cc53599fe575700227a0e4a01ca0a3841ac470b4dc51a484b5497c47
G-56,7b40c987ab8930ff51be79e80fc87e824727864eebe74c39c52f898219fe26a7,5089ac5a48b58682ce1f0fc16746497f826f9d0eb126ca1b425cb953f062bc06,d3eb1590f8352934f355d77d55b5291cbe80dbff37c75a2103e73141ec9ffcfa
G-57,decd2b047e982a198b214d39c80276bbb9e56bf171065985af3ad63a10639870,953f66c9eb8a08d81b0fc3587794c33a02d2cce9c692eae9c560017b6cb26956,664ae8bb0d0462fb72ae5d0eac6f47e8efd355afbc4b6972a2dcae675ed39808
G-58,0376de725b1a724fba7d59dfc473b924140bbc89e85fbe6f38a2c98a5e3c39e8,ace9aca9df4d5b323f67c3bb2fe589bb1addbe61901f04773c5d859cea09ca98,3ffa321bfbf7efe5c6e7a6da50b98b5955a964f87b480986833da598cdb72971
G-59,56b97a3f5be8e58cb313fdd456c352b5df49b58924a6bc786e7d5432f42911d3,cc2ecfa2b6b54b3e0077ae90ccaca89e5cab16a8d2953e7f6adbfcd7cbd029dd,6e40f6c703f5786e23b6b35645c2324d3f50296b1b93cb63442c1ae7b7784e90
G-60,5c17c00fca3e7b71d9f6be9af60d43e5043cfe99bd72e855568063275f826125,0d7b4a7559a4c8654ef9067e67781af84362e270a4acffb418cc9700cd22ebd1,3fc2ad08ca4dd679fc8aa7e432b09107a2f1c651bcef2bf2c50af1da2e10bcbb
G-61,08df0eeb4c32a64bd93fc7c52c7e408ff8b6bdb7ad1c39f4c9e106ad1f6adb4b,eddd95bf8c4c0f8514f5584cd21891978a73671c4dfacc61d00b51cf24473f83,4049454ac214b3dc2bdd2df74ce07b4dc480c52253679f58c6dff551495ed839
G-62,2e205971a973ed405eb82d93629bfb5a36938b09989ce460c471395f81025447,a73a008e2c73c41e01dc10866376aa609595698c63d77ae915587afd8370090c,384e005cf841f826d3b6672df7712452a3b0fce19617e9c80186a3125d558ab9
G-63,2ebb8db7420e9dcd07d743a7213facc05556e8916b1366dbc071d7619f8508fd,5dffb5b93a75ad37e5ba3dec4861577f8d996d4d253d501e3ee807b783a69edc,e5a6792ddbb8a8d7db2b8da85de8a578b7ae23aae3a292418444a161a80cef51
G-64,312e3ca81513dc5a04b4f2c9ccbb49641e2602da254c53db24a3292932129784,10a0efa46cc3dffd29038cf40527d989bdd70f0d9f2e996040704aa350c0a929,fbf167f262f9802468218862ecd44c554e98faf62cdf766db42479955d8f21fe
G-65,8f869c8a4f332b6df61ce04c1340e277b7b15f3794fa1523e07f73110279725a,1380942eb5b1c1d94eb4c94d0d38103cffb2eef57fc674b5b763b7431da643de,5d0073ab8acf2861a01cea4cf71a9cc6419a79dab19da98b9142a4e3a23c74fe
G-66,43438ad4a8cf0185afe4b771ad84d7466de8ba97edfaf1bada73aa5671a0f052,5d4939a44d5d3d6d97cd3d901a0b1bd7cf248b5111923a00523fccc4515f169e,83dcf57264723302c588f34bd0426e262124036baf3aacf6d36d0f4ea9bfd855
G-67,f2b90196149b89363de6ddd50cfce3aba86a58fc231c4fb8e89ec5b7a40b5067,ce9fc37ce448c5fb3c8c516b3e7208d0b6d119037f018c3954dc64d60ef97864,f5f3de6216becbac6aead1621e739a28a033338ea38999ff8d6aa5db10371509
G-68,991c0ea10fd3af071cfa9989d70ef35b8bafc54044e8490df3ea0790249db843,a598c4327bb2a0d5d194eba5f5e6da271950472631413dfd890ba95d41522bb1,3328bf7a9a2ad56a9ce05e8e8c8eb06cc61e073f6b0b1cf80eba82a5fe2cc6cc
G-69,3d23ea8d6d3b3962bc530517b48bdc878c5df2a87b36b8342563944d807f3cc6,3e421294714c80131943825321068524fe3a9c75e212d85314e7014ac367d200,8d555f38809d5cf0971e61d09edd1a9e5ef85853b1627caef339e1bac0ad178b
G-70,06eb28704c8dd813a18c1ab23b9bec5eaa911475914d1655423aa3f80de10d02,9dad868d3deef257a3eb824dee74ec87a64237b0e491e27fcd32b684fd972d26,4ab2ada5d860e3343140d9a90f6ff040592a69e2e844a5ec3bc6729ffac24c50
G-71,566973a79321d7fe9caebdccc5dc068e0e73e6a0a22e89b72a6929948ad0eba9,5b1db41ff388298b85fea7ea13f3c9d6b07e2239de48ecc2ccd96446feac06dc,44b7d567a4dfb1b9aafc0157b244f8b72ceafdd3f6df58a88c00882286c467af
G-72,285e90dbf280b66bb0290e45b6d025d49691667f2cebb4119642f197b05fc891,ace15c5b8bb8519c4ee00df6a9a4fed4b0ee720ae0ffdbab2f8e8c0398191b0b,2d172509f2ea09e106b15968e3d79afa579143e6ed4d608d8dc3f632eb9de823
G-73,85c29c3a1cedef0a4d23f0f0d08d66f1d551c670d88500838928a22465bc1f47,e1572a4282db245d2e913c7ccd6edea2423560f86e4c9b910de0e656778947b6,6ae7ca57d0bdc7bae1e2aade987b3c6098e2e26a9d6d410c8939d626ee5326e6
G-74,9121dd34a4a71223fe41340324279e4e748217397729b012952b75dbfb352ea6,e8f07c0b59adccdc653ba93c6b5489a5bf46557612849ef812e0bfde5aae5877,c452671d5235af7acbd89ed13a685e32be8bd436e840eacfc0335043cdd80861
G-75,7611ca403a0c05de8162463f2f54a9b0a2e3527a7d305c10f245ab6bee21c2c4,a9cb04398e0461b9393132b1de53a757137be96c2ac9681e202ff68efe3b4410,453e9fb1a2b4b775e7e213f92b70794a449bd77457acfdaadae75188af5c009b
G-76,a90a8757eea6e93da8e96b3b37b32dda604576b0bac0fef334bf7a789af2d104,e3526a143371240862275d2f2e1a5c98c57099ee7ee4e1ba82f5394ec031a093,9f91d6279317453686ae385c2ed7a57b5a82ca905d9ca6b7072c4665b26f4f95
G-77,f0516841fc393e716a7807a876538e928ebf57446cb39920e4b5d5607dd44200,40a3736df6877d9f930ea16692a70e15cfc40709b0fd042b37e3996c55307d14,f6b196d9fec805224959e44a4e5c6004765efd59463ff957f60234920c524d0a
G-78,bb6a04a5f4727dcaecfcb53be4e38793d8223bd3c0e02babf8bee500635b9b16,e3484ea34c4e0386135233da30f7e606c0b673a420c0c15524c99d80435adba8,ff94b9fe930238a212c50d2df4ebd503fd5f3799ad292de71633618e3cfad07e
G-79,db52704574abae6cff92a313a41b72784e831745c6b164cc95d8b2080f0718fd,e842f77a95e8c4c9ffe6fbe91f2485cdb7876d07c4a37ad1e3e7361fa0c46562,df78227e69db119f6192b5ed2cc4c58efe3acbf156583e2a5da253d1d4fbafb0
G-80,a1db259aec0748e72890b41379147104f9f5394cb40806d0e4972399e96a6022,16c690b85da5ce9fa7812bbe742ff0777161842bb7ff9122a47f4fe663bd6ef8,c356d659c36184fcdd6841430237b29eed917b720a384ca79575a7255bb3c9cc
G-81,50922e65646cb72c6969e5d87b0c884b58e7cbb6d35d368fea75b635d38c80c9,805ae050dec54316d0bd628f186ca010f82d0987564313019c6de4248d9d3f3d,b24ef35f2ff2cbd1e9d2fd952699da65c5a445c15bb864c531e0a694517dfc66
G-82,9487efe08349300bcb56120bfe6a381b7cda531ca84b7fdc489f7c0f1d110cc1,ae6b1f05df5668b362b32020f8e1cc5aa4de34e49b95a9dbefa0dc825c0b2fd6,f34d3dff12a7fa1b1c8fbaf6a15aaa4742e3f0ec3479d8f0c213655f56fe66ea
G-83,cc0bdb24e5b6048d28272d965b9d65bae6ccea5738a9fdb7a78811bc95267db8,731e529fdf8191821c6c56232a24c992b3718ebeb19b87c3e5e526ff387b0320,6e3df5ce6c473df79b7162f6433d4ad5333dcd0f306f6a1c28d9b4f079d75e26
G-84,66ff2c6d4407e70acc041c04c3f6bed54b85ee273b53438ff25eed6269fb324c,202efe3436f8f4f75fd2c7b3b779c375e432f39e43c85a9628556634c83ef294,d0e3ef444846ac169cd73ba5025adb4c5017bde08c8a1e88d12a0b5ab2622c81
G-85,4227c45bcc3c7eae9e1f4967fe8632eb7bfdfcb852f45b6e7fa50a749f263759,82cba785c24a43f9f234cf9f190dae47c6a181896e96b97ebc35ff9de44074ff,6f7ac65834d2a8ffe3a43231f4492c68584d5069487ea6582e6086cdb94092e7
G-86,1114f93888cfd46d16147b2cedfe744e8666370def33e2799dd6f9b6f64031ae,a8cb63e5ee9ca0ecb95eec1aedc836a2d754d6eecfd3159eeb58a5a56feb1cf7,7f20b6900ade96bc77f58dec886c87ad7c5b05c3578a1990517db2cc3baab2a5
G-87,3d95140e84b96e155673b4d984a7707998e55ad1213268ce610075a6e69bf181,fa8a1d47dabecbbc946a4f38b9e11e28207124acf499f0fe3a3c1c88b7a373a5,7e47da34c99e0287daa153d3c08738b99d39ba8b6239ef95a5c30d56df1a37b2
G-88,01ccd703cfb18b978afc17668e82ead2e433bb2c4586bee76f5a214933133523,b34023211d0fa79eba5590d27584167522b40b49c770f8a1c818335a75f42ae5,c1d924f0470ac0fb195a0ace77c92895e5e6d9c8e34042d4f03d626ded578ed3
G-89,567a9e0589b86938af640c123948f46b2babb8b48270a198d981ecc3914ca2b8,fc417002e21039a33bcfdfd40a7caabd606621b9166ce9d51eee4222987d4281,2ce22a7ea8f4ee51d206fd685c44f5870d5ed0173015c5ff3c215b0621acb39f
G-90,6137ee5bbaa3f5beded34547f01fad83ab582eec75c8e8d323466cf18cfad96d,5c4581b70cc6922c157b3670837dafc1e0d989b7592957b9525cd9d026be5112,bf9ee4cb6906ee3cc4adf137fb29c926d148d800347271249fd2d2b99586dcdb
G-91,9237eee7c62727b2849c77ff497bcd92d9bf98aca1807a09f4b995b725c017f1,c92970a58262cae47b288e68bc8f09f8bd2cdd65a2d64d04ea22a63b11ce1ad0,b251cd22264e44d54f8b7bb3d02956bf13f0e1b81804751184c458e597f7b1ad
G-92,416d807274ff04d70adc74130c95ae12143a65a4265ca46f7776b720a751efba,4936c2b91d2c93fb84795fcbac88a02caeef7f241958ee6976d3faf0ce9bcf90,3815985ab10d31b0d091955dbb3ba2d3349160afbf155fb6318fd800f5aefd7a
G-93,38621f83659760f9d53ae5a2062a3a1b45dd5646a15fd10bd4b53daf4dd50e01,aaa2feb97cced4b973919bab01a421b8495ebd06cca4693160d6b6b5e57d301c,3936a557cbecd85e6f36c906da573e430eb14cb01130956fe0041aea69e115ba
G-94,29e32187e0f75c105b5e7d7df531bdc63143a5cf95ed29f4cdce187a7fd90ecd,392f4dffbc0de76a5ee10c035d35f7810c594f148ac863c781478dd595721dc0,8775c3444746f04c83fb38e692edd291a61d719aa778ef6b426c3d18bc5adf04
G-95,cfce5accfd6225998efb4c8a1ff1593265f94d424c94bce27d0a99ad2e4b6e32,8c3a4f42b33f12ebfff1266fd946aade8c978fb61b5c8d796ceb0d16fc2e25a4,811eab891f2f415ef4b2f9a49c42bb25ae0d50157b530859b8505c142151f2e9
G-96,42d8b73d12a120491dfd881ac6cc281bc4a820f4c403683a98557b8ce036164e,5bffd0b9b2666862343405c16b288bb247e39be7988c52ef55b93f4e66dcbaa4,7916fc38a055efacdcc62c0168c4c7dbcc9751a0be7f536f26329979968870dd
G-97,7e45d94a1eb536b0806c71ec91c935c1efff8325e5a5370d66d1c36423f4fb56,994df9227cb6747157fe98bb10af798289c6b66fd4399f2f39d4cf91fc623f45,7044f213ba875e546d24227a83d421692da71eb50c36227c5162bc0dd40e572a
G-98,937218c5dc269651df958c68b9d85368b9ea8cb88711f5a6ea587f7ecc310fbf,52991c22edec917d0c20da186768acc641bfe7f7b67cbde1f9982f3b89dd9214,4d8a1b9faab9b15f59dd1bb49686a09f8f2ec6411a2ccc3e9c86d2d2d6ba471a
G-99,2097ef3ea4313236bbce632506053cc1046ced5581af1c2b7c552a9419699f67,b5e815bc8d49a6432467e11ecefe7ef6d725a71b07de65bfff352920a72b2aee,7d2ca153985f3e3b090578b7863d07467f84322b9c825d463ad0ca3394f12a53
G-100,8a4225bab458ce5b549a8f14ce1775c4811a08f02e90a506d68f394b9c5a0c2a,1047341cf58f85a7f5e933a5c7cc01190362616092f2f16025cb3270e6c1c270,8e43dd8012b166b775af0bccc9f7be7314464e8b56d14e05e7da90bca334818d
G-101,6d9e4b0142c8461aa69b1335584cbe944c2af8c3542b97ec87c2946ff3023c53,6f90a91f8a8aeb1700f3bcdd9894666308a62c7304dcbe442b43233a429471bc,2d5647af45b50fe8e0186cf07436569b73c5ae0395320a47fa49aa128d07762c
G-102,8d434b107e62b90012cad0871e6414c5afb801029de608219287b5205800243f,fd5af18c86fb5680c2dfd474ff7eda6025987be8175b7ecac0969580fed02065,f4007aa986e720ee0ab250e9689975977d988d94dc65c7a2a980f785c2aa7bf3
G-103,cf9030adaeefeabfdde282421f757b19c1e97dfd77d30b3c8172769e21832786,f055b30b371a0f7dad1a4836e361da80b2b74a192ac2e77de48b5bfa58d7d571,6849e9c95e6ff0b187227871c8db7d6627fc35b212678275225da601d5b132b3
