topology_id,source_path,num_vertices,num_pairs,num_ndds,num_arcs,max_cycle,max_chain,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_feasible_candidates,num_exchange_candidates,num_chains_len1,num_chains_len2,num_chains_len3,num_chains_len4,candidate_conflict_edges,candidate_conflict_density,mean_conflict_degree,max_conflict_degree,num_conflict_components,largest_conflict_component_fraction,num_vertices_in_any_candidate,fraction_vertices_in_any_candidate,mean_candidates_per_vertex,max_candidates_per_vertex,topology_hash,arc_order_hash,feasible_set_hash,template_path,manifest_index,data_seed,sample_size,training_size,validation_size,test_size,theta_seed,gurobi_seed,max_epochs,metric_stride,early_stop_patience,early_stop_min_delta,protocol,regime,test_gap_2stage,test_gap_spoplus,delta,test_normalized_gap_2stage,test_normalized_gap_spoplus,normalized_improvement_pp,two_stage_early_stop_triggered,spoplus_early_stop_triggered,two_stage_stopped_epoch,spoplus_stopped_epoch,weak_label_class,weak_label,weak_label_threshold,label_protocol,test_hash,train_prefix_hash,validation_hash
G-0,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-0.json,22,20,2,28,3,4,0,0,0,4,4,4,2,2,0,0,6,1.0,3.0,3,1,1.0,4,0.18181818181818182,0.45454545454545453,4,9c5c1979374591bc6ece67db9fdf1d71e78907292c5cec47509448ae24dc4778,9d4744a9fee3364e028437c951f396a095ce32d1f18a40c602bb8a95acd8f7f8,9ccb2b47455d307998e011df4ad0cea4d339160b910982a05355b591b8f9238b,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-0/template.json,0,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.0,0.0,0.0,0.0,0.0,0.0,True,True,793,384,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,9ca047d9d14ce29e8f22a6d8c217f7f05c592c930976dd846ccafea8444235ce,57aa748e91934381c8980a646d76da015dc3fda8f80ebd3246cff8c0b9bd726d,5c802fa380e8832d8436e91d6ccd028491ff233728f4a180ceeb72fd54622b43
G-171,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-171.json,22,20,2,38,3,4,1,0,1,19,20,20,4,5,6,4,173,0.9105263157894737,17.3,19,1,1.0,7,0.3181818181818182,3.1363636363636362,17,94a370843b23f4451cc8b935115972d368df625efddad24e946ef9fe39c28eea,5a4ea244e3558e6fc1fb40629ea42e05835fd9566c8ba89f9544eb9b4e220a45,7a71a63dbf4d9d9992749c258c8d932fa920632948980e4b71c404a97fffbe2b,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-171/template.json,171,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,18.93082036781311,2.455308208465576,16.47551215934753,0.3289426522883215,0.0437295819986345,28.5213070289687,True,True,567,522,helpful,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,0030696a744f5ed3aac1368b4a603c83377d6c04ff33a311050a94d4baca9693,0bcd5df68cf8c73cf64725740fa2d10d6434e3a1921cd7895e8207252d95df27,7cae2c137752e996756d812190f8c85a55c1a37458fea53c9fabe95cf620df31
G-172,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-172.json,22,20,2,41,3,4,1,0,1,13,14,14,5,4,3,1,48,0.5274725274725275,6.857142857142857,10,2,0.9285714285714286,11,0.5,1.8636363636363635,8,b8fccaf31841b1ae67ceb11cbc1f2d6ce0e4e932944c5382f841ebbe8cc019c6,c30fa9939ed05a351a45692a9c23e9ed05c92aa7f78966311f35c1d4c5e696f6,c30103cbc89963b1f57645f978cf1c28f6bf89b81c4cb51efa7a6b3e2e13b99c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-172/template.json,172,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.7954859657287597,0.7954859657287597,0.0,0.010082024510804958,0.010082024510804958,0.0,True,True,901,3060,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,c970fd62587dfbfc2d60f8219819f45859d50b5296bf3107ed2e3b28689d0aae,c71459348d4eb3c6a1a2310d7ee4401d7f0922db8078cdfedeac54232e7c01f6,4b0abd0215aea7d9c7749948411b8d6000c1ad14bcce535a5ca29b416a081134
G-173,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-173.json,22,20,2,24,3,4,0,0,0,6,6,6,3,2,1,0,10,0.6666666666666666,3.3333333333333335,4,1,1.0,6,0.2727272727272727,0.7272727272727273,4,dbf9e355a2e6fc6088568b9c575579169ece6ad4e227e0bf8da51be9512a2e8b,ad3275bce76c172560ca29e6eb2d77781492f1ebb5273f346dc6c2d0d09dda68,4455ff540d3b8cb59e0aadbbd443684c17de5e9ac566935be6ac71c4769e4fd1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-173/template.json,173,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.0,0.0,0.0,0.0,0.0,0.0,True,True,532,55,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,d8738f89571d97d7cf357664dfc5278507a3f89a7b04560293f447992a653526,cf90f7afeaac4a00d952d2ea45e87afb9ce99e93028dc32ca35349ffa00e839e,8117519eca7f18518527641dece5909d00c81be698ca20a58d1d58d5af839045
G-174,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-174.json,22,20,2,28,3,4,0,0,0,8,8,8,4,3,1,0,22,0.7857142857142857,5.5,7,1,1.0,5,0.22727272727272727,0.9545454545454546,5,c807b81e8f054045ad6ecb25a7cce2a7386fc6a10ef86af43cbe165b0d3c69f9,4e6182c4e50335abee7c15f0047ec8985c4e1f4fee09ce744274151d7dacda3c,4aeba9ff42aafa56f6f05ae52b5277545dce0316f237d45c835790cb3ffddd73,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-174/template.json,174,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.001647500991821289,0.001647500991821289,0.0,5.0587583889515685e-05,5.0587583889515685e-05,0.0,True,True,409,2662,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,97f26d90e1a4de08fe1d5ff71e3db1e751477ec09efff0a0ea53ccf9e5468a43,4b8630b5ae65f2d8f6bb9dceadd62426ecc4c5f3c2cd4f2abd27089eb9b4d62f,d832cc7c92352d826a22cd59096fcf408a202e970fa1b23c9355ff0190272022
G-175,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-175.json,22,20,2,19,3,4,0,0,0,3,3,3,3,0,0,0,1,0.3333333333333333,0.6666666666666666,1,2,0.6666666666666666,5,0.22727272727272727,0.2727272727272727,2,b93d9dd4e10ea739363b66883e85939d711b6bce6ad8c3f1ab8931f70c798766,c50494e2feb6fcc4e859f52c2a3f24db8251ccbf34281fef07f272e9ca114bd8,b5b462f2d42712be31d348bb4574c03bd677d2e295083fe5097e96ce2919693c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-175/template.json,175,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.3686619920730591,0.3686619920730591,0.0,0.02222818582913417,0.02222818582913417,0.0,True,True,403,817,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,25862c5dfb2e8d776b3097bcc9c694077d0c67d9899fd8d855b96173cfe6bfa5,cc803b041a7cd6197ce8f4b1c9e0462d43713724c1f627c782c1d62f69266b83,e06f5348ff4deeb3eb5cacf95add66d6b5fdaaf01750a8177bcea4be5c3daaa7
G-176,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-176.json,22,20,2,40,3,4,0,0,0,13,13,13,4,5,2,2,49,0.6282051282051282,7.538461538461538,10,1,1.0,10,0.45454545454545453,1.8636363636363635,9,f1e1f0193b146a03afdc854e382727de8f0916da62b39d96e556a50a1a345d5c,39d0b8c49ec642afb9b80e68db033aada4bb44af09cd99127ddc4ba4f876ec15,22ea6ea60a3bfc3e810eac22ad8c8ebbafffd63cdfb94f77d1ca59b4fdbcc871,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-176/template.json,176,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.005985383987426758,0.005985383987426758,0.0,0.00011149771217420277,0.00011149771217420277,0.0,True,True,629,503,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,954dd3224cbab76a579585857755821c0b350764c2ced9cad1153d310f9e5207,fa3c51e40063a810fae130594bf7eb5e17d43208a62171bef69be90a1b93eb32,7c154f812cf75e37920802b7568fdb642ced0f246a32478590f26b3633974d71
G-177,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-177.json,22,20,2,22,3,4,0,0,0,5,5,5,3,2,0,0,6,0.6,2.4,3,2,0.8,6,0.2727272727272727,0.5454545454545454,4,52f34a7908e9ad14e9b6ac76bbf4906344815d9f8eeb59753533cf88ce42d94d,5ff4e2ca7c8e618546e728ad918548ac47f7c64189101508095cf6b19292ca8d,69ee87bafb75447ac05282e1b946c2972e38c0a18b13c42d59c5f48dfe4449a8,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-177/template.json,177,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.7542779159545898,0.7458227233886718,0.00845519256591798,0.019003489135030163,0.018861387872885018,0.014210126214514451,True,True,951,4615,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,dadaa36e5f4e01c35edcfd1b69f5cdabc537a705cb3775daefbb5279a34339e8,1c971477d3b5ec3b2a90063fb9227b8494a017430a24ab7bb0d3ca96e7b5da60,0b2d1abdbda138a77a68fb15486c27d9117ce1b351a880ce26e5b10275a16047
G-178,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-178.json,22,20,2,30,3,4,0,0,0,2,2,2,2,0,0,0,1,1.0,1.0,1,1,1.0,3,0.13636363636363635,0.18181818181818182,2,85a4eae31a8ac915ada873ce3b497aeb81ad1c990ec27ff57c24ef55077ee1cf,44f7f6c7dcff91fa6e7810b61e702785baa255c9346ab396af6493c59d23464f,cd2661388fb40944814b9da3d199f865818377c4759afecff00f2884028811f1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-178/template.json,178,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.5127030049562454,0.5127030049562454,0.0,0.0983572426848636,0.0983572426848636,0.0,True,True,285,1412,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,f1c7a9eb7d849db9392f10f35430ae684275e3bde5c02e9b672a9dbf713f6422,2ef4910af42ec41219ed59531b616eb759935a507b12bf10c3332e9df67fa156,cbda2fe2f0c1c071f4b5d20213585a69a43ad25920f2f9f3a60e68fa0ebaae0b
G-179,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-179.json,22,20,2,31,3,4,1,0,1,7,8,8,2,3,2,0,24,0.8571428571428571,6.0,7,1,1.0,5,0.22727272727272727,1.0454545454545454,6,e1aa3ef8236c6dad250a6f16a5f6324c44b7797669c4e41af97251c185f8fe5e,0fc11282d10b4c9d37ec8b4185d72ddb51067edae07f80887b6292ef3163752f,9421dd09571c1396e42cf09e627a124aea74668fa4bca86f38c3ad20cf3f0fca,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-179/template.json,179,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.39657569289207456,0.39657569289207456,0.0,0.044131607934513796,0.044131607934513796,0.0,True,True,895,44,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,d9052d1235eef4951c3f2e2c15dbcab91e2d867e63f00f9dc10f760b1b5fd7d9,f15b443f89b75a9de52ec0a772180a6405741d765815f874e48c75c2806fcd75,bb1409a4fe17c5082a1e53dd4facad6a0cd2433d2711c52355fa20025b2fb94f
G-180,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-180.json,22,20,2,38,3,4,0,0,0,10,10,10,2,4,3,1,37,0.8222222222222222,7.4,9,1,1.0,7,0.3181818181818182,1.5,8,21fac090bd829c39f02bf6be51364e734001193bd362aaff232775d752d561c6,743dd7ca2c36697fa76ea083066a94fd59544603eab673c91315e9746d4a1000,0e0a564ec410801f2000a6ad28f03996fbc7ccfad14aa600dd79867c3c22d9d1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-180/template.json,180,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.008882503509521484,0.008882503509521484,0.0,0.0002213399285346366,0.0002213399285346366,0.0,True,True,472,233,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,52df7614a573fd4c55cbfbd206751f5aa32ece3a4444ded346dd60bfd0c8b4f7,0edbdf59f45c93ab678f50b90169a881e88556f014c823622a58432b7302c1e6,8ca139d6ea7b8e4bf870e2a3063d727965076279dd55a030bcba5965c26fd64f
G-181,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-181.json,22,20,2,28,3,4,0,0,0,11,11,11,5,3,3,0,40,0.7272727272727273,7.2727272727272725,9,1,1.0,10,0.45454545454545453,1.4090909090909092,9,ee3d26f591890eb3792b5a7cf50d77d80ab76a35399447ffbcc7ecb5e5e4252e,95b202fd971e388e195664a9c46552a39ce5196da60fa5f96ff17e5a6d840c64,363eb1c54d927c47f088566bb68a3a87b52cf6c7fca45b14ebeffabb77e5e3c3,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-181/template.json,181,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,2.1164331321716308,1.515988124847412,0.6004450073242187,0.05263683857797614,0.03785398590151345,1.478285267646269,True,True,882,243,helpful,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,c255444afc4844b7be592c3e62fb906d8e9ca664d2998b3d22c4a3cf2c6a1daa,b763e14b5b9d84c8ac5ee60475be1a2947b1015348831195b2c749a5e4965b78,5344e643fa767122db5f0610ae9f49b0c483aa21e63b0574a12879a8e0ba4bba
G-182,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-182.json,22,20,2,26,3,4,0,0,0,11,11,11,8,3,0,0,32,0.5818181818181818,5.818181818181818,7,1,1.0,8,0.36363636363636365,1.1363636363636365,6,c9fb5129453b515d216d63c1bf6e8fa901e568aa955f9b6125a008df1f2e8c9f,6673530f318a2178a921c4c62027b94d83b250bbaf6ab4f8a366c0d99ffedb80,ee898045b657b804813d5331d4d53dbf1882e3d37a9c14ef7c9c468c31e90e24,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-182/template.json,182,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.4807330760955811,0.4851927719116211,-0.004459695816039999,0.02836813135686496,0.02850725125938738,-0.013911990252242143,True,True,506,140,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,fefb025debd93ab626bf31b16bddcf26a89702e89fc9fd4536a86cc32b251e37,c73497eff52bb9dfca1d51ce3f2d525234b650df46250a74f6381d9d4f0a80eb,1af600fa61694550cbc242a010bb361ef9e526f713e18c82e90fd5e10df5ceb1
G-183,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-183.json,22,20,2,52,3,4,0,0,0,13,13,13,7,5,1,0,60,0.7692307692307693,9.23076923076923,12,1,1.0,11,0.5,1.5,11,d8cfdde1276f27c0b9c96b5c0c0c2448784b53810b9e2ca4ebd88f6e42157165,06d001f6c6d4f0d7a32b1676ac8fcbbcbdfcd33f8ced05f772179b0f9503d102,471750804df1db077239c93998206bb9620a9980f4e71593a699911fafb2f8f2,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-183/template.json,183,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.0,0.0,0.0,0.0,0.0,0.0,True,True,545,310,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,b5771d407d00596a57682017485f606ddde58dba8e37e8147f0c4c127e39c903,85bec104d6ee77ae83033274861e610d7d330b61a827b3ebfd82207e630322ce,480c34eb9a75a4133f256473758fa5d4f059c3138dccc68fa0683301a0d96264
G-184,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-184.json,22,20,2,51,3,4,2,0,2,32,34,34,7,9,16,0,505,0.9001782531194296,29.705882352941178,33,1,1.0,8,0.36363636363636365,4.954545454545454,28,3cf968795e99d66955cdce5fc1c47cc2d00907039479de8cdf20ca2150dd9748,8f4dafed1a7adba24639e6f8ecea1235818ba72abba34aaeeb328ef30bdf5484,1957226e9f312528f18108adcb8c274620f37ab13c19ec5467094934bf86855a,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-184/template.json,184,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,3.7878091259002686,3.7407131233215334,0.04709600257873525,0.10310197149976215,0.10180710329569212,0.12948682040700293,True,True,352,136,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,7285bfaa73558a3ea53937944f0540ebdb861becbb375cb88ffd448a1e5faeec,eec18211d8e48adaf6d40a113274b2054be0bb9ea83106b22292171bec9f76a0,2da6c261514367b61c6663163d7ce3779963f9118c52422e228f6a9cd4858086
G-185,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-185.json,22,20,2,41,3,4,3,1,4,11,15,15,3,2,4,2,72,0.6857142857142857,9.6,12,2,0.8666666666666667,11,0.5,2.1363636363636362,12,7561724a417f89225d8146c1756afd61cf5e52b6ebf0c3191292de840244c134,e69273a5c1ff793dc836bd91a2152d76eaec85b05c00fbb82869969b7f5138b6,fcccb6a08c921b657b2e8b1a11e9d1f5c5957628f08592772e5e2a147ca095a0,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-185/template.json,185,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.09926538848876953,0.09926538848876953,0.0,0.0020926786824222196,0.0020926786824222196,0.0,True,True,992,747,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,8beed4914ee6c7edb5d064835834a4d64356025e6d280395e82e894fb207e990,58d5d673594395d6b70bc726d925a03f4249efbe6f255dffafa7d258f6af0d07,0045f5b5585f408bee963609afdbff84a31f36dd0bb8fb35a844e13e80e7319e
G-186,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-186.json,22,20,2,28,3,4,2,1,3,24,27,27,2,6,10,6,339,0.9658119658119658,25.11111111111111,26,1,1.0,10,0.45454545454545453,4.5,26,857f42538f357e8974b3c232521691a61d4b10ec086feec7cff194e6e23bff8f,a92463bdbda4e5bb4e3b1135a617f8127dc8c015c9240d6755b37103e57734b7,f3ff545ce344c41c495356fb14c39c3ce4c66efa6d9073e2512c4b878bb3028e,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-186/template.json,186,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,1.2815554542541503,1.2815554542541503,0.0,0.022084707956157402,0.022084707956157402,0.0,True,True,771,247,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,6943af2bcab2c92d8a1c57e93870befd03870714eb30d9c87590b63c485c52ea,b017b8f1e0c5369528db4f571c200e1d8fc12a3cd7e4fdbd57390c1c23f52415,ce73ef5fa70938b017ff33605975819a23cb116c4db2d743dbc04cf99020f5a8
G-187,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-187.json,22,20,2,40,3,4,0,0,0,7,7,7,4,2,1,0,14,0.6666666666666666,4.0,6,1,1.0,6,0.2727272727272727,0.8181818181818182,4,104756c075f77d18ffd333c2dd27985b35db861e901d915f4fb871d4114e82db,ecf572996e733c5c9b80f5f0eb3a26f40f95b4ef61862109548e57d95f5d5d94,632797d6c8dcb131ce8d26b921b048338c2e8a109a9268e6830719715ff3be25,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-187/template.json,187,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.15385610246658324,0.15659620237350463,-0.002740099906921395,0.027204902612840223,0.027694845852631916,-0.04899432397916931,True,True,925,95,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,a9b9e547dad58cf78fb1ab7a42e6e5cd4b6227798883497e434f97362bfd563e,218953a7ce39add29ac2c6dbadb300a4b23a5092d2027ba5be2bc02bb0d2d1ee,1916622b898f80b579efae753b38eef34140d5db1b4cf4d3ed9b74498f950721
G-189,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-189.json,22,20,2,34,3,4,0,0,0,17,17,17,4,6,7,0,125,0.9191176470588235,14.705882352941176,16,1,1.0,9,0.4090909090909091,2.4545454545454546,16,a0e8d9b49ca2d3a49eed4e83a60e12eb1351ac47fa87f2bc59838a0948642806,3013d8329d0e7fd74a9ca5c7861c019a18ae022b92bdc686248beb25fe3781d9,4ad31cd9476bfb7b128cbe486b93a43c9518599b3fe7f93840e6e6bbaada1b61,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-189/template.json,189,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,3.3420328407287596,3.3420328407287596,0.0,0.09199946114633892,0.09199946114633892,0.0,True,True,488,732,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,51535a1f052c8659889ac0094e00ac5c2c599dd2c33da436db8b376c3e665847,cfe84670c91fe4f2e2aa3156de898b1aee071ed1976e9c9c1d96d713f105818c,361056fc16729ff051fe4109696a6bad63c6ee2766dc00c42bb2167d11abf8d9
G-190,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-190.json,22,20,2,47,3,4,3,2,5,11,16,16,3,2,2,4,91,0.7583333333333333,11.375,14,1,1.0,10,0.45454545454545453,2.3636363636363638,11,6c2bf4993e8101fd43eaed6a4124887919c4d9760eb8c892f5c63b507077bda0,8692858ec54ab6a11494d729ad866fcfda0b5686ec8ad39344de9b342ff505ac,4362b050086bf014624d62d150c2420974ba7f535817a5c4e4a3289e6fd13251,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-190/template.json,190,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.2678898391723633,0.2678898391723633,0.0,0.0035594241241635144,0.0035594241241635144,0.0,True,True,1036,4425,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,df180aaf65a0b1aa7a454baec277d845db414ff09e28bd22e72f65465965c9d6,7a84abb8c685025068e6322fa5291b9f7161e7f67615ce47e7439be4d90060ec,b761090e56b85f6003050b9a9b44884589f30ec00275b11eb89db2e54d1706c5
G-191,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-191.json,22,20,2,27,3,4,1,0,1,5,6,6,2,1,2,0,10,0.6666666666666666,3.3333333333333335,4,2,0.8333333333333334,7,0.3181818181818182,0.7727272727272727,5,43dc93f5301548a7004e50c826050649447944a9723864e0c78a144ca72e0ed4,3fe5de7e82149535c2ae1bd4344432bb8c46211b42c71adcf11365f82f812bfd,0b6b211e20f9bd9558f5cb4a275d85d2934195d36d3e5c320578e37585e6cdbc,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-191/template.json,191,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.1621835174560547,0.1621835174560547,0.0,0.004998528140841944,0.004998528140841944,0.0,True,True,740,64,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,3582db4533c8ebee6877afa0d4ff9d8f3b744dcaffa80b2072d4031f28dcd4b2,cbb0428e06f0defbc8afd165e5bcc977c63cec1be4583be59b3220c8a8e51421,01978d6aec1cb7144091a06126c5b4e4a6fe86f61e697ed0e01976780d517ed7
G-193,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-193.json,22,20,2,17,3,4,0,0,0,4,4,4,3,1,0,0,5,0.8333333333333334,2.5,3,1,1.0,4,0.18181818181818182,0.4090909090909091,3,215b2bd7410d76cfd8fc6a9c376f748073af458251258d1173a23ef3310aae51,5fb29b0122a2f0ff5282ed1d632bf3717fdd2b4c372dccc5d85fb98158aec38b,35450be5405567595b601cd7fdb937e9ce44de8638fa4a07e4c9dd2f0218c791,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-193/template.json,193,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.5523939123153686,0.5523939123153686,0.0,0.021959433879463957,0.021959433879463957,0.0,True,True,721,297,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,efe53454058a25d160b0ab381fe10a0630b86f3f857f1ef6afa658c652f6c958,c7df780134c6c7025d54a5d9b2e2bc6fc911c9c52a40c90f49e71024ed8cf758,01f77baf16ba29387bda8aeffc5a660f7efe0b39408c01e2bbb4292ea3d74d2e
