topology_id,status,failure_reasons,validation_json_count,test_json_count,train_seed_dir_count,train_seed_min,train_seed_max,train_json_total,min_train_json_per_seed,max_train_json_per_seed,samples_csv_rows,samples_validation_rows,samples_test_rows,samples_train_rows,unique_sample_topology_hashes,unique_sample_label_hashes,manifest_num_sample_files,manifest_topology_hash,index_topology_hash,manifest_topology_bank_hash,index_topology_bank_hash,manifest_feasible_set_hash,index_feasible_set_hash
G-123,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,dd461e270c9ac21c,dd461e270c9ac21c,3e9cfaaacf5e9293de148124f99da2f834546162e778ea0169a4f6b8999917c2,3e9cfaaacf5e9293de148124f99da2f834546162e778ea0169a4f6b8999917c2,5ae03741f5e29d9d6e836a8c6a2411461b389d8b251eb2a6de0f8028035543ec,5ae03741f5e29d9d6e836a8c6a2411461b389d8b251eb2a6de0f8028035543ec
G-124,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,81305434661e9d89,81305434661e9d89,0b53eddabd40be2cfc88153568257c8bd7bd0c6fb2d425c0f3d19f0a9c176798,0b53eddabd40be2cfc88153568257c8bd7bd0c6fb2d425c0f3d19f0a9c176798,0d053968edfaa3f6deff8abf59eca50fd65567845677fab2ad27debbd541b49b,0d053968edfaa3f6deff8abf59eca50fd65567845677fab2ad27debbd541b49b
G-137,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,58f073ab774e4ddb,58f073ab774e4ddb,c91e265e5bf9b70f51df52b1642db0023b4994b4fa75801c4dd99d8b74726912,c91e265e5bf9b70f51df52b1642db0023b4994b4fa75801c4dd99d8b74726912,5d7a28f28c7b6be4af02f4a3d1fe3ef7165f72426c2bb047ae912eaae5ff7bd7,5d7a28f28c7b6be4af02f4a3d1fe3ef7165f72426c2bb047ae912eaae5ff7bd7
G-154,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,304104c2be2336ee,304104c2be2336ee,258af8a5986e67e87e567adb236feae77a2086f0d80c2cdc01b17214326eab45,258af8a5986e67e87e567adb236feae77a2086f0d80c2cdc01b17214326eab45,4c8d24f0146e68963d57718d4f24b2d2278538df3c9173eaa19044038d38581a,4c8d24f0146e68963d57718d4f24b2d2278538df3c9173eaa19044038d38581a
G-157,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d40470a6ae31da46,d40470a6ae31da46,1d96839ac47ffe71c4e3f072250c0757af3c70b5f2aab1123586821b162818b8,1d96839ac47ffe71c4e3f072250c0757af3c70b5f2aab1123586821b162818b8,d16b337ba07df85e8d3200af122e0b7ccd68023a8f3f214bd2cb95e0de4771de,d16b337ba07df85e8d3200af122e0b7ccd68023a8f3f214bd2cb95e0de4771de
G-160,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,1897f1d64741cef8,1897f1d64741cef8,b8e7302e6766db3f32496ecd0ce8c1681e0d9aac67d6653afec5a51978eae64c,b8e7302e6766db3f32496ecd0ce8c1681e0d9aac67d6653afec5a51978eae64c,77dcfacb2e52f4088022b061d38a322369269ed44b3fef3beaad00c41d8f5c3b,77dcfacb2e52f4088022b061d38a322369269ed44b3fef3beaad00c41d8f5c3b
G-162,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,eedb12206a0a56f3,eedb12206a0a56f3,77c3b57989a146a225595310d378c174f4922d68e33fa9894c0b53891f2edd44,77c3b57989a146a225595310d378c174f4922d68e33fa9894c0b53891f2edd44,2e1dc6a8da2b1026b0e8634f177b5ba40bf403386c5eebea4b52e26449718f38,2e1dc6a8da2b1026b0e8634f177b5ba40bf403386c5eebea4b52e26449718f38
G-164,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c73ab338c8d833ad,c73ab338c8d833ad,532c8c17ac6f64859c1707b4313049e33fb167b759c4529fdf3faee50dd91280,532c8c17ac6f64859c1707b4313049e33fb167b759c4529fdf3faee50dd91280,f9bfd9c404ba7a8c0bd28489443c9beec4e1b454c141caa4c5a644889fe12859,f9bfd9c404ba7a8c0bd28489443c9beec4e1b454c141caa4c5a644889fe12859
G-170,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,46230588123727b0,46230588123727b0,a5d2e73c5a2d9b7ab0509f878e9fa196108cd0103841e754fa4eed01e15f090f,a5d2e73c5a2d9b7ab0509f878e9fa196108cd0103841e754fa4eed01e15f090f,dc1dd7412901894120354fd431a5a00393af7be4a192dd0b4a85b31c198d27b2,dc1dd7412901894120354fd431a5a00393af7be4a192dd0b4a85b31c198d27b2
G-179,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,cc8f81747fd6791d,cc8f81747fd6791d,e1aa3ef8236c6dad250a6f16a5f6324c44b7797669c4e41af97251c185f8fe5e,e1aa3ef8236c6dad250a6f16a5f6324c44b7797669c4e41af97251c185f8fe5e,9421dd09571c1396e42cf09e627a124aea74668fa4bca86f38c3ad20cf3f0fca,9421dd09571c1396e42cf09e627a124aea74668fa4bca86f38c3ad20cf3f0fca
G-186,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,07721940cbf0e07f,07721940cbf0e07f,857f42538f357e8974b3c232521691a61d4b10ec086feec7cff194e6e23bff8f,857f42538f357e8974b3c232521691a61d4b10ec086feec7cff194e6e23bff8f,f3ff545ce344c41c495356fb14c39c3ce4c66efa6d9073e2512c4b878bb3028e,f3ff545ce344c41c495356fb14c39c3ce4c66efa6d9073e2512c4b878bb3028e
G-195,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,1b39a44a72e89902,1b39a44a72e89902,681fa67f2b875badc3ba6a597f6230e1bd9bc9ccabd3cb0c3a0e9f6bb480c562,681fa67f2b875badc3ba6a597f6230e1bd9bc9ccabd3cb0c3a0e9f6bb480c562,582bd64111f39e584c87f64a7b0c082b531d0c749b39482ff4c16b09227d51be,582bd64111f39e584c87f64a7b0c082b531d0c749b39482ff4c16b09227d51be
G-199,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,b5434ad143b1f93c,b5434ad143b1f93c,3fd483463ae0ce76f2be513c6d8548bd0625a6482dcd1719f83804587bc925b8,3fd483463ae0ce76f2be513c6d8548bd0625a6482dcd1719f83804587bc925b8,6439435b022da484eac3b1f6a620e5c8bbee0cbac55da28135e99a46806c51ba,6439435b022da484eac3b1f6a620e5c8bbee0cbac55da28135e99a46806c51ba
G-204,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,2f47ac6a4554e563,2f47ac6a4554e563,f56f11d434f5d27f6b60636236a909018ad18e91517271558e6d54496a604585,f56f11d434f5d27f6b60636236a909018ad18e91517271558e6d54496a604585,5f13d53933bad0a4fd597ad65247cf2896cfd09f615f27cc62640a37e66e1a36,5f13d53933bad0a4fd597ad65247cf2896cfd09f615f27cc62640a37e66e1a36
G-206,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,8f1f6d498ff3eba8,8f1f6d498ff3eba8,8ab55dd99872614efba89139b638feb3c569344cd2592a10c3b34df4e5f77b77,8ab55dd99872614efba89139b638feb3c569344cd2592a10c3b34df4e5f77b77,e300bd2d09e32bf10dfa9c507f8a63510cb66145e067282464c8be5c67bd0ae3,e300bd2d09e32bf10dfa9c507f8a63510cb66145e067282464c8be5c67bd0ae3
G-207,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,5178043906a467a7,5178043906a467a7,e3ffee940dc9e1f328990ef60829ff352f739f09186de2dd421e6ca94e73ba2d,e3ffee940dc9e1f328990ef60829ff352f739f09186de2dd421e6ca94e73ba2d,5fedb9ef541666bc5325ec722d62b159cc262e3218fc5bb5f716a1db9175e685,5fedb9ef541666bc5325ec722d62b159cc262e3218fc5bb5f716a1db9175e685
G-220,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c36e7df66ac50753,c36e7df66ac50753,3b1b8dd9c4752bd970ba19a7dbc2d73ff3828b81973d055a4e2d506b6d59b64b,3b1b8dd9c4752bd970ba19a7dbc2d73ff3828b81973d055a4e2d506b6d59b64b,95f520f814a50898d4d2b76e4068b75dfde59bd9a59f4b2dfc3ef39d5bfb6c38,95f520f814a50898d4d2b76e4068b75dfde59bd9a59f4b2dfc3ef39d5bfb6c38
G-221,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,2f343e91e4ba4d81,2f343e91e4ba4d81,7fbf1240f51ca818497a50c2385fc1462f91eefcf7666a19e5e648ff9c25b366,7fbf1240f51ca818497a50c2385fc1462f91eefcf7666a19e5e648ff9c25b366,3efc1d5160f5de691d3e713b6678901e2da9b4517b100bd5c3b747c79de92df8,3efc1d5160f5de691d3e713b6678901e2da9b4517b100bd5c3b747c79de92df8
G-222,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,814ac54488d33aca,814ac54488d33aca,5155ee8f9cc519b7c09b42e686d029cf73ab94810f7d189b49d6f9cf1c6a1266,5155ee8f9cc519b7c09b42e686d029cf73ab94810f7d189b49d6f9cf1c6a1266,8162e9f77815e17867407c69a02cc18f859f05e52c3261fc0b7691772e1eb570,8162e9f77815e17867407c69a02cc18f859f05e52c3261fc0b7691772e1eb570
G-227,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,ef63f020f0843213,ef63f020f0843213,bccaf2c1d2fd92e2dcfc15ee7d14819604b59c7b97d838b15536ae823fe2019b,bccaf2c1d2fd92e2dcfc15ee7d14819604b59c7b97d838b15536ae823fe2019b,bbee6bcc40bc6875be99356fa8d1015e24a236a142318f415dcabf151196e4a8,bbee6bcc40bc6875be99356fa8d1015e24a236a142318f415dcabf151196e4a8
G-235,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,1c742ac8a2f31b02,1c742ac8a2f31b02,29a99c5fc51c4ee2b2e562590a9ac80fda1618179846e0d8f22a36ba5a5de1ec,29a99c5fc51c4ee2b2e562590a9ac80fda1618179846e0d8f22a36ba5a5de1ec,ff546e6df2f825cb48097aae743b97507f6718d0307284b6470ffab8076322de,ff546e6df2f825cb48097aae743b97507f6718d0307284b6470ffab8076322de
G-237,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,03631dbadcc22d21,03631dbadcc22d21,4b51afab067012c778427d86379a831e2fa5b463190ffc676bf8a06d2448f79e,4b51afab067012c778427d86379a831e2fa5b463190ffc676bf8a06d2448f79e,c7930028d40de34e33b7022f4511c4fe491336b9d13426da374522805f6422f5,c7930028d40de34e33b7022f4511c4fe491336b9d13426da374522805f6422f5
G-243,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,ed14ad0c2d3a6b04,ed14ad0c2d3a6b04,212fb093dd9aeabe501ac7dfbb3651967ccd6fc0364aaedd56ab726af8b41db6,212fb093dd9aeabe501ac7dfbb3651967ccd6fc0364aaedd56ab726af8b41db6,5e615904c461bba3e6ebf91bc0288c8bb50e3ab226ec797a2d056b27449e6c02,5e615904c461bba3e6ebf91bc0288c8bb50e3ab226ec797a2d056b27449e6c02
G-248,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,dd18c23d73fa2d63,dd18c23d73fa2d63,24266bad9fbcb7c3a42642fcb59362c2df4d1254688b72c8913bf65251ce751f,24266bad9fbcb7c3a42642fcb59362c2df4d1254688b72c8913bf65251ce751f,278eca35d26dfb991a3f977d86b07e5ca6d3f4e57faea739a0924f0092e21883,278eca35d26dfb991a3f977d86b07e5ca6d3f4e57faea739a0924f0092e21883
G-250,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,7f61f5c3ca5764a4,7f61f5c3ca5764a4,226dfe9eded332ec5491c73b08349539d08931a3ce2c25521852e5ba53236ac1,226dfe9eded332ec5491c73b08349539d08931a3ce2c25521852e5ba53236ac1,c3620fe481615ef1f6d105a2182a64467cfe4a8b20df2b8dddfce46f639cf27e,c3620fe481615ef1f6d105a2182a64467cfe4a8b20df2b8dddfce46f639cf27e
G-269,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c7ba02de4e4663d8,c7ba02de4e4663d8,da40aa023226fbab33dc6c3cbb530fe82f8abcf4d45feaff7b951627a83f7da6,da40aa023226fbab33dc6c3cbb530fe82f8abcf4d45feaff7b951627a83f7da6,619b9e104eda44d5d57ff5369e81ee2cb6c88e7814994becf18014b96e4499ea,619b9e104eda44d5d57ff5369e81ee2cb6c88e7814994becf18014b96e4499ea
G-274,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,b7b1b205c36365a5,b7b1b205c36365a5,eae516fac9e0b3652185dadd2fa0ed478056b06ed07eea8c1c9949daa08652dc,eae516fac9e0b3652185dadd2fa0ed478056b06ed07eea8c1c9949daa08652dc,51ed223cf557c39ac7bd87d22cf87e5406076484fd2a25a29f6a27056c9a7704,51ed223cf557c39ac7bd87d22cf87e5406076484fd2a25a29f6a27056c9a7704
G-281,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,6b66bdeaf85cc71a,6b66bdeaf85cc71a,fec0bd64b11c356cea75133ec8b3694c2e175a7b2cb4508f6a9bd1af4f8cb8f3,fec0bd64b11c356cea75133ec8b3694c2e175a7b2cb4508f6a9bd1af4f8cb8f3,289b8dddf5b31887a0d96b5946756636a0710b80e96b3dab9bb73545cd801934,289b8dddf5b31887a0d96b5946756636a0710b80e96b3dab9bb73545cd801934
G-284,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,bd4226aef85a86d7,bd4226aef85a86d7,d0a6799781383a84b728728f2a874385b10bfca54d2a18d94c460a3d852f45cb,d0a6799781383a84b728728f2a874385b10bfca54d2a18d94c460a3d852f45cb,0fe2e43e82e27062f8c1b71a88343bd92f9e52b81b147edd9f718b67bba29c7e,0fe2e43e82e27062f8c1b71a88343bd92f9e52b81b147edd9f718b67bba29c7e
G-285,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c70a9dde8ba48bf1,c70a9dde8ba48bf1,3108394e6ec034d7e3870a8f901107fbfff821cd5d5fa0bc376f02835b606a9b,3108394e6ec034d7e3870a8f901107fbfff821cd5d5fa0bc376f02835b606a9b,a08b6882707da5e0019447a6d5ea6c233448bbbd79c53db8a37f6aeb04ff7976,a08b6882707da5e0019447a6d5ea6c233448bbbd79c53db8a37f6aeb04ff7976
G-288,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,f09c5bf45636563c,f09c5bf45636563c,e02b2e0994084f16161e32ee010fece27114cad8acc79524b1524ae5c5967fac,e02b2e0994084f16161e32ee010fece27114cad8acc79524b1524ae5c5967fac,263dd03e003ec0e1b4b19371ce69268334c7feb00a3c9fcf73a0dec428f2640d,263dd03e003ec0e1b4b19371ce69268334c7feb00a3c9fcf73a0dec428f2640d
G-295,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,51e927904cbfd411,51e927904cbfd411,48de3c0162ed1dcdaaa32f8abe90e1377fe6567f577f0d01ffaf801091f1f820,48de3c0162ed1dcdaaa32f8abe90e1377fe6567f577f0d01ffaf801091f1f820,c678a6d53778b6fbba9794f3ff41ab9a0ff3a6f56f1f0958f14c1502c5fbee82,c678a6d53778b6fbba9794f3ff41ab9a0ff3a6f56f1f0958f14c1502c5fbee82
G-304,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,4db5589470d1ef17,4db5589470d1ef17,eb67bedb924b50c6b2c9d9a88bd7c1698a951ef8c7b2a4db427752fda483292d,eb67bedb924b50c6b2c9d9a88bd7c1698a951ef8c7b2a4db427752fda483292d,0f5351567c6795baefe06fe6f0ad5fe18b58033381c30d46e4b56afb00e80c81,0f5351567c6795baefe06fe6f0ad5fe18b58033381c30d46e4b56afb00e80c81
G-307,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,1036551c997df7ee,1036551c997df7ee,d47d23fc33c92868e7b7867abd34a6926bd11b8d8254a84e41528e6de6d9df31,d47d23fc33c92868e7b7867abd34a6926bd11b8d8254a84e41528e6de6d9df31,9c9932e32f269d8303a13808ad7d7c5e8e440b49f764b1bf1d2fac91fe5c77b5,9c9932e32f269d8303a13808ad7d7c5e8e440b49f764b1bf1d2fac91fe5c77b5
