topology_id,topology_hash,arc_order_hash,feasible_set_hash
G-27,8650f5946d680f25d20620ee1370bef5f2dd2c029e216dfb52721968ab9fce78,9ebceb1d75edaa8eda2472624208ec50a27cdb17c1059428d1f3c07972c69bd1,a81bbfdd27d25232c8b279b95ac8b77ee95911d804c8b3082941f754784fcfa7
G-28,8a0c2202b8f59c467dd6e3cac25c8934fd5eed367995d40376443cc033922492,353bb7ce4f656ca775870dc44f8ecb13e0a0c5a2510a8e1c6f2d29557a4d0258,87487106a714d5fc5db9d018ae4160c6db48cf4808987a6955b90021760f1786
G-29,4e281a66b7b28f1c9b41ce73d61337f66068472b169865b16a8316d37bf93021,a1e6586ab0f0fa24dbba8d35dd81e83e44304bb70968f6eb90882b1ee7020102,32f8aed68e926fa52c7cda5502982a2233c4c7811d3131a78bf3ba9ffb6d1f76
G-30,4557ed9c62d24b850f97b617fe14fb2a7873e3d78e37f87573fc5a8935d433fb,a58c36c1b07a4ad98d087d40cfbd0db319011a3c3b889b51d56a874edb89ad95,30c3ada2a71b9624b0743ecad5836f1d4cff9876b1b705dce4e8a7949b5c1f72
G-31,4797260425b580da233dfc3b509331cadae17aeb466b550dd48335d828571347,2b7da48cc74a42dd0f69cbfe15d6dd1a68ac5f8aed7c269cdcdb38650f996149,b919906521394b8253370909cc0afe6712d70ae278e1889de5ae0efdd79dd85b
G-32,b0258d4d288caa82b6025f1794744ab8c2e8c0f574f31727411fcf7c73d08a68,be1597cf62adb6d5a476754c4019f3d2a64bb7f28c863ff743b81ddd5d813d41,2bc7e828e28d4c7b61402b189facca2f4225b0e40a985273b41e5c0bba5329d9
G-33,b79d9952c13a82458ab49d606c8d18da485e3fa95b0ad9bb80bfad7206e82670,7eb395ae16def835b6874808505f70a3006549f58a0f0eb7918979c74beef4ff,82dfb9466add26ef3db7d12bc1498df482fa5a5070587df95465c8db75d6f42f
G-34,09faf60c7a554a9dd5aca9dbc532baf9ab6a0760550a209c8e32c407833b4efc,9c80b6ab5c10d1740907e1c1d189c2fb704976164f1003876cde5cdd4b553650,29b0e52c7b3ca55a5c00d4639f26434936c68da1f3645fba2a30fa76c9009dc8
G-35,e67f7a74663685df621fb9326684dac3dc5da8b8685212ea35c65b07c655272d,b8997b1b7702dc3ee9c645b4a6c97187f1d964f90e2353bf42a6ca1b7c03d671,d8f4120a093b2ce043b4d147206338f5bc2b12b7e921f1a441b53e44c35d8cc5
G-36,1374369bfaca15c711cecf4027a1607bc44590848929166a621f525d0e5a225b,5e9d55ca2d9f8a6735a6124beca2189ded91ff4d61a31671ae5bd904e506597f,a0ef46f30bb7be8904969ec1075bcb5d514885e6f0739da0bb18d7bb65db4aac
G-37,398fd2ac673122f48bff2266a5a2c902d1ae3713bde1a7c1e9eb58d99867032d,92763d284b3d45e1047647adb4d536a48ec793c3a50c26709971ed2fe6fb446e,f702af90a3d8d173468c2f1b29c810c4fe16dfd907dc7ab4f121bcaad0afae7f
G-38,bb2fc864aa071bf39f361547b6171f9118826af297db6e395b57fc8ad54a993d,eff52b923cedaccb6fccec3b0c43fc711e474ad92c38a745a3a7049e208d46b8,ea5a86016fe4d2bd3388b4eeab6d8da018065c21bdd98c051bc07ea613d97115
G-39,266af87130c665627dabb928b0fde886ef0a77d648e47b73a2861ee6886e847a,c88727839676e53204affcdf78a048dac46097cc4f2e8411a3c9ecc21546db9d,3561e0715f47e04433c3e8e3b775eda0adae00c572ab4c47b81b62aba2a1371e
G-40,11458ff4ce8d99c23447560da21e70f525bf6d60e742ab4329684bc21f620e00,af8b05e8e27036057ef03909898bb0ed1d2324b0e5862ffd74614db44920d5b6,6f0ab6a3e6271dd8b6a604366d9f75a475ef1ee03e190fb102e66578905e9b42
G-41,12bbc618e8ad4d98a7e4874e6bc549b18e7aec53f055f4ecb14be03dd3cbe3af,cb61a96df35bd7c39776f2e95547291bee80144a0e9aa07ddaff1309bea3920e,6c5ffad41bb17f6a6330e334a38aab362bb0589daa12b89ba636ab2ebb3e4587
G-42,74febfd5fce986db51f2bcaff29b0118d94c3938ab4a51b7c202c158101c7cf7,6cc62ff43e27d27eb847fcb78ec95f3a3ca22a30dbc804fdfe2afdb95dfd461c,cde24a5395decbceea485e93306a44875cd5fe6fd6c60bde17ae02316683c99d
G-43,9fda33d7bc98546a0d457ab3c6ec08d1b8b605e53cf0968807063bb51dffcda8,98f04b9d2c0233c427bd1b8102602e4f147b808d06adef55718fa3393d133fd8,fa4f3ee3336f33ff2f1bd0f2b2ccccec2ac2c756f22b64f34e6bc363e22c9e5b
G-44,3bef75d649fb575666c6b5cb6e352f741460877fddb9799c3e3790d36a599c7e,16a1679a443d0430dfc5ee962fd9053869dcc89f7729b0c80f403eac35f2f5f6,79ffd10475773a4a2b5d5fdff9efe07ca23cd402cd9dc036a0e0f65c9e763501
G-45,58fab27386f2ed8ca450aa98a24a868afd713504dee6a5aff9edfda36d01a741,8cd091fb676dd5495354fb6c28c29dfd9c7531eb2490889a761d2c48d2645192,3d8867de1c6917081be2829b7ae1bea6ecfd5cca4f7aae142a00442706a64bc2
G-46,36fffbcd26aed37644a3072d01d48ab7fa048b71961c0584d9523fd50a744468,9c4b4bc8d70e34e025deedcb49079ba516f8cf12dd587eea7f34b222bcced910,68ad1dd8b85cdc8e32d0213bf803e3b7991de113cdad07bb14745d2e28cd6cf8
G-47,bb6f881e6372c3e9332c74dcf3457d6b9da4bcd16e21c19682659b72a63c8e91,7ed819835d4f4a2a12ff56d0a236aaecb8f5933e6d4abb027a24616f5e41a850,dd9e4d2462f3148332f97a89257fe429e9a1d1273ff85970c112c23e6e3307aa
G-48,20767405c4b61653b3027055bbd42ff5a6a2b3f9a37e3d36b71214be4db60589,db121a8afd9ab8d3d53c587ff8d5e149a7022b95861e708d9b583f5ba8fb914c,6a430cf020f05e37f6f02b22386d5d8223f2862f154b11b7df41f73d34320b4b
G-49,561558d137157dfef732afa6372a41c51a7f5008616c31509eba5091f1982a41,fa2d7344e1151cf4f839fdc4d1e79f8096809d0c1efa1abe1b4b30cebd435c41,2bc9fde65207d171837f7155e42de081f43a82906669819e79191b35792984d3
