topology_id,source_path,num_vertices,num_pairs,num_ndds,num_arcs,max_cycle,max_chain,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_feasible_candidates,num_exchange_candidates,num_chains_len1,num_chains_len2,num_chains_len3,num_chains_len4,candidate_conflict_edges,candidate_conflict_density,mean_conflict_degree,max_conflict_degree,num_conflict_components,largest_conflict_component_fraction,num_vertices_in_any_candidate,fraction_vertices_in_any_candidate,mean_candidates_per_vertex,max_candidates_per_vertex,topology_hash,arc_order_hash,feasible_set_hash,template_path,manifest_index,data_seed,sample_size,training_size,validation_size,test_size,theta_seed,gurobi_seed,max_epochs,metric_stride,early_stop_patience,early_stop_min_delta,protocol,regime,test_gap_2stage,test_gap_spoplus,delta,test_normalized_gap_2stage,test_normalized_gap_spoplus,normalized_improvement_pp,two_stage_early_stop_triggered,spoplus_early_stop_triggered,two_stage_stopped_epoch,spoplus_stopped_epoch,weak_label_class,weak_label,weak_label_threshold,label_protocol,test_hash,train_prefix_hash,validation_hash,selection_category,selection_category_index,seed42_normalized_improvement_pp,seed42_test_normalized_gap_2stage,seed42_test_normalized_gap_spoplus,reference_test_seed,repeat_manifest_index
G-751,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-751.json,22,20,2,9,3,4,0,0,0,2,2,2,2,0,0,0,0,0.0,0.0,0,2,0.5,4,0.18181818181818182,0.18181818181818182,1,510d7ac5b00e7e0db39b0f6e8cf9b0c773461512d2d336cd4f417deb4729b9c3,146e5a279c6019ea2da3795468934d22883801b0f8c6290dda96509bea0431d6,0bc13d15ce259899b8d6e4d5792d174fbce775cbed58c8abc8bcaf76c1448fb1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-751/template.json,751,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.0,0.0,0.0,0.0,0.0,0.0,True,True,2163,66,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,f6d0d87504d5fe6b841f48d70ad7aaf75e7cce776f6e84b09effe205453d43ce,71a5d3ab186d424b5ecf3241747b995df75b0877120d8bf8e4709b95ef8672fe,ece558d7093c7996f6d17b1bdf812f747cb98a60c2bd9f7e17529b4f40952ecb,ceiling_zero,0,0.0,0.0,0.0,42,0
G-882,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-882.json,22,20,2,29,3,4,0,0,0,4,4,4,4,0,0,0,4,0.6666666666666666,2.0,3,1,1.0,5,0.22727272727272727,0.36363636363636365,3,4b788376af19e96575fdb92b74ef4b76860a30894f7e8106c547af9d682f677f,fd75bdf910177a13d488dfa71e8b0afab9f31552ce588a07c6a1090af4db3543,283829e30ebf8e71b8612e740ad8033c09dd5501096f9b433f911d36715320e4,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-882/template.json,882,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.0077654004096984865,0.0077654004096984865,0.0,0.0015484394190957592,0.0015484394190957592,0.0,True,True,997,49,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,5c6efd36ea85035cc6f2700c2c88b608089e998715218d874a422332522602f7,386a11aedb8e693a761d6f87c0c6b7ada20b68a8dffe5cd58a5a77e883b4bcde,8a941f0876593b5071e4fca5079791bdc05e9ed38ada0bdd5eaea7f2f753af2f,nonzero_gap_plateau,1,0.0,0.0015484394190957592,0.0015484394190957592,42,11
G-536,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-536.json,22,20,2,31,3,4,1,0,1,5,6,6,2,2,1,0,11,0.7333333333333333,3.6666666666666665,5,1,1.0,6,0.2727272727272727,0.7272727272727273,5,12eb50865c9cae73059e0da49bc503047a8d1bb45549fc059232a75f85da9811,1a90d9cf380ae1dee57ff3d77ee0d61a66f1455c9816a50b87f9d6bd6e52c91a,9b995d43a1fdb591f8a5bda56dd38ad6d013fc67612702553544e8d482e100b2,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-536/template.json,536,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.036409300804138185,0.036409300804138185,0.0,0.0017533411672196741,0.0017533411672196741,0.0,True,True,977,283,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,38dfd2b0d8d6652320f3523bde4b85a9ce52fdbebd8954a697456129f97706cb,ef3e0fe8f7af1c4b85a9e12cde6266079d0e0ce395e977f38e053da4ce4e7e95,c562c23f195bf2fd2dce778608fc65be1c068920a889c55a5debce42e86c1f4f,nonzero_gap_plateau,2,0.0,0.0017533411672196741,0.0017533411672196741,42,12
G-949,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-949.json,22,20,2,32,3,4,0,0,0,8,8,8,3,4,1,0,21,0.75,5.25,7,1,1.0,7,0.3181818181818182,1.0,6,9e98ade82376502d9196754705de244feef3c0c5f12f48bed861f40e6c3c077d,ed59daf419ff68ebe6c451791992f433ddc32afd7c60abfc8a4e4c1a2261e835,b04e6f40b9eb9cd5175c9c0d5dd6359307759760e7385592984c155aabe346b7,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-949/template.json,949,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.05503219223022461,0.05503219223022461,0.0,0.002560038742558636,0.002560038742558636,0.0,True,True,1031,508,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,a95ba4914b1acb56d808a314dbe03dcd3b7acc22abaad12af3c601a94ccb20c6,454ba64cee65b416e661af185aeee44f8061aa58c19c572b6f547d6316830607,f3d896641cbca49c74442652d6ec7925dae458e6edfa693854ac17cc1799f8a5,nonzero_gap_plateau,3,0.0,0.002560038742558636,0.002560038742558636,42,13
G-888,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-888.json,22,20,2,41,3,4,0,0,0,10,10,10,4,3,2,1,37,0.8222222222222222,7.4,9,1,1.0,9,0.4090909090909091,1.3636363636363635,9,419d5f15fd1f027afde0fc631cf67dada73f31dea5c336535f0c85305d11dbb6,c08c143bd348e23ae04cc6fcf6f1feb7d3ebcaadd08696dd7581311b83c27005,644f5200da4df72f89c1dc5c9d2fdc6d72a905830a83351108b4dac6d387f633,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-888/template.json,888,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,2.483077699661255,2.483077699661255,0.0,0.04701335877743267,0.04701335877743267,0.0,True,True,993,323,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,4d985458ad12d83258025fe8b4417a9da2a8948383e0b9ddc286007b313fd52c,269e25f2400da93b32d352213f2bfe3d19118db06f4213ed70dcff2805ef7232,e0e6dcffa13797ba9e2c449a5ffe723695137558ab4b2407836d15bd77ed0fa8,nonzero_gap_plateau,4,0.0,0.04701335877743267,0.04701335877743267,42,14
G-331,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-331.json,22,20,2,16,3,4,0,0,0,14,14,14,6,5,3,0,56,0.6153846153846154,8.0,10,1,1.0,11,0.5,1.7727272727272727,10,c807ae3a38b7990195932de69b6d07069e687fc09481e78ffe4a88a83a70e9f4,f65e732006d2f71319f63fc1e35b393c2ec0464b620b569e829c82fac7098da9,0e375434b2e87d34edbdcc152f3de8c837db16a2d587d20c371ec598c167e5e7,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-331/template.json,331,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.22435319519042968,0.22435319519042968,0.0,0.0055415783466812325,0.0055415783466812325,0.0,True,True,181,140,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,2dcd4086ddb4e731a6ca7df6399d38e60976fa5401384de3204a1b29f9449ae7,007e414478bf168ad5b9cd28783552ac959708117ecb8d234277f23b41b84260,747aaec02ec0eb49fb5ac9d757f0d672996161dfbaa95b4f77ceb0ffc9975c28,nonzero_gap_plateau,5,0.0,0.0055415783466812325,0.0055415783466812325,42,15
G-481,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-481.json,22,20,2,45,3,4,0,0,0,18,18,18,6,6,3,3,109,0.7124183006535948,12.11111111111111,16,1,1.0,14,0.6363636363636364,2.590909090909091,14,7d7bf79db3533d031da7b1b3dfda69cc73fdeda6813812c55b89d6c517b999c8,7daef38f4d558f96fb397809d15ec873be6985ab546b9568b1ed278431f0af8a,058852ffd2c4826ece534acb1fddb8cc6624ba849af80ba1a3dc22492f4d7168,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-481/template.json,481,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.14306410598754882,0.14306410598754882,0.0,0.002561068394922131,0.002561068394922131,0.0,True,True,932,791,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,b0e2651de81ad93c7b6ba6c94634b5c73989af686406cb24f52e46f062c325e4,e5d0de9713e646598cb938b0f7e0e39bf83250e5443c97e2cc48dfcc44b9aa4d,87bd2edd12c47def47696f39e26e004bbb1af53c0e48f8e26b60e144b174711c,nonzero_gap_plateau,6,0.0,0.002561068394922131,0.002561068394922131,42,16
G-403,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-403.json,22,20,2,36,3,4,0,0,0,26,26,26,5,9,8,4,239,0.7353846153846154,18.384615384615383,23,1,1.0,10,0.45454545454545453,4.045454545454546,15,e01fcf9f0635176528ba9879a0feac28894954222e556dccae9179535c8bcf6f,b852732dee215e81c2d1605eda865237fd24145ee564aac5bb796cb5f2df6725,3b7c348c3ed09cdffc3ef2140edaf1335d3702ec0531feaac3c5f4430a38cf08,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-403/template.json,403,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.2856076011657715,0.2856076011657715,0.0,0.0060570650042934045,0.0060570650042934045,0.0,True,True,352,480,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,c751d27e5e8bbd5493e24e51e9546950f21873167809f5ea4809f8d3146f6a04,bf60129a8322b0637d9236e3abcb535167539b5e33ca6639f0085e70d2ea452b,a333f50e40f667098e39b61d92c3911290067d720682d4ea5765356da57b010b,nonzero_gap_plateau,7,0.0,0.0060570650042934045,0.0060570650042934045,42,17
G-192,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-192.json,22,20,2,50,3,4,1,4,5,34,39,39,5,7,8,14,562,0.7584345479082322,28.82051282051282,38,1,1.0,13,0.5909090909090909,6.681818181818182,21,ddfcb94a16808f5db222ef99909e668fccbe7c9c174ffa5c2d50ea33569abf9b,f634e06dbdb01141f3e19f30563e16c0f7141aa78cf6ed7d3f00a23533ca5215,8b2fd882997011c2745183ad0bf52e1053a1b61e8782f38756e8148ab4ff4912,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-192/template.json,192,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.5804532737731933,0.5804532737731933,0.0,0.007785848013742468,0.007785848013742468,0.0,True,True,944,802,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,639af8dbd76eb250d62531b42b45caefb3f970e1c4bb12877c57aa08ad7de751,4d1a5b33bb9b39eac8b33bee53ab56a87985addc98aa890281a299ba32869858,a475a9519039f259f47b442fa328331a782e491b5fe474da1d89bfa7233b9288,nonzero_gap_plateau,8,0.0,0.007785848013742468,0.007785848013742468,42,18
G-982,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-982.json,22,20,2,78,3,4,3,9,12,257,269,269,10,25,67,155,33232,0.9219330855018587,247.07806691449815,268,1,1.0,15,0.6818181818181818,53.22727272727273,199,b0098c9f0e1d98042cfbf5f186e6f67fa9936b735cf711f6855a0784d2c21f1c,eebc0046e8938be89f42f2cc7c83a698bae6cf7c01a7717552e869abea56ae8d,66bf11ef54d592d5fe809602983325676bf0cb2d97d0b6044326b4e28764c83d,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-982/template.json,982,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,1.0810294265747071,1.0810294265747071,0.0,0.010218010509804473,0.010218010509804473,0.0,True,True,932,1726,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,536f6f5c3ba803282a0fe449aa35cba2a55a7b88f930aadc09cba98c72b2af6b,7e0db5e869a585cce265c9e1d6a0e0f8035c37d74fb293bc90d41c7d5ad4dd78,0adf5695b96bd7e6c5b73d817bfe3cbb01b0449a2bb2154bc7c42dcce963faa5,nonzero_gap_plateau,9,0.0,0.010218010509804473,0.010218010509804473,42,19
G-429,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-429.json,22,20,2,27,3,4,0,0,0,3,3,3,3,0,0,0,1,0.3333333333333333,0.6666666666666666,1,2,0.6666666666666666,5,0.22727272727272727,0.2727272727272727,2,dceaa8428aaeb6aa8e3867da44fda08e1e1555cefddfa0e9afbbfabebf6c1d3f,fd5cf9512b58746aaa45317e29aa4c45156d88643153c9e4fa2d2636bbda94d9,b1e415866ae53d1a37e9853d3c6329c7b33412d0c445a3b51d5d1dc0f871acbf,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-429/template.json,429,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.33967520236968995,0.35208260250091555,-0.012407400131225599,0.04213808895144848,0.04312358502838443,-0.0985496076935953,True,True,781,56,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,7af5ecf2b0a6c92b9a96595b66b556de298d506faabb1db52c58069259fd0f61,271a3090004e8c5522f484d9a505fbd45a95cdbbad995ec8dcacee20f5816ef5,69e7e12ef1769fbc5b443711be7e7b492961b737c57b35c7a20919e03458f9cb,small_nonzero,0,-0.0985496076935953,0.04213808895144848,0.04312358502838443,42,20
G-109,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-109.json,22,20,2,23,3,4,0,0,0,7,7,7,5,2,0,0,14,0.6666666666666666,4.0,5,1,1.0,6,0.2727272727272727,0.7272727272727273,5,b658d3d94a4485cc69344a09de00651be7416300d648dd8c5356485376ce24af,b247647279f0f48fba372a4a8a3d3b4207a1d3a93b61929d97207108897bc008,6a9303af6231e90bde0a5dfdff0526c97aa670df50a90b9c4a8353831760026c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-109/template.json,109,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,1.6788159894943238,1.6857478904724121,-0.006931900978088379,0.07116829524183974,0.07150037506789986,-0.03320798260601221,True,True,1200,83,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,74c63d3427602389fa207b3d91191c4ce22ad24292fba8c63121d6bfefcc2b56,61714eef35d9053c8bdc6c14292d224baa58ac0045c07f437e744658657a6a98,7a20be73e336084a550aa9794a742ab0999a07821fd1b00d704f38957f233d46,small_nonzero,1,-0.03320798260601221,0.07116829524183974,0.07150037506789986,42,21
G-731,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-731.json,22,20,2,55,3,4,0,0,0,10,10,10,6,4,0,0,24,0.5333333333333333,4.8,6,1,1.0,8,0.36363636363636365,1.0909090909090908,5,65c5d87131622cd525cdff2e84de492ab47add14511b7ba2e5e2482e8a0c638b,6bd43675259429ee1ee67430e7b65b9dbf7f3ccc49cc6c31b741c681e72fc5e1,a88ffa9d20f8b1455407184dfb38ddd741db8e0c62d8088b935b356474a93b62,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-731/template.json,731,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.4160488815307617,0.4084245910644531,0.007624290466308581,0.009983664927126629,0.009778457674160834,0.02052072529657948,True,True,268,2222,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,123a7bf3ae8a5fe588a1d5ddf982e76972a79736f1f0d8772701e116459d6a82,4da5b885c95a00ba1d04a0480a80cb41ff8d9a8bcbeeb8ab8790ceba7546b0ff,cf947488673fcbd85de54ffec3b9dc94bf92e1eb2811516bac88db72addad11e,small_nonzero,2,0.02052072529657948,0.009983664927126629,0.009778457674160834,42,22
G-743,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-743.json,22,20,2,31,3,4,0,0,0,11,11,11,4,3,2,2,48,0.8727272727272727,8.727272727272727,10,1,1.0,8,0.36363636363636365,1.5909090909090908,10,d9b928b43cc7bf973de89ee8d4dbc8ec084c816179d13850720ed8658d774871,cdc9638dbad0b6d29d250ac530a428d68dacb68481b1c1d70360eee00237c68c,e3ca5c0887f7ee2c5af78b7a9e29f4d1d33d49d6d27dd9c10bdae219c7e529e6,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-743/template.json,743,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,5.424669704437256,5.449241306304931,-0.024571601867675597,0.11405412888231198,0.1144723370327879,-0.04182081504759266,True,True,644,353,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,b63fa6ea2faaba04e142ec2f92f445ff964716514513ee8e8c4780de6e7e4606,840a772956c22755b254e50627033895bc23f2cb229cd94c4bf821ee807df776,8f7667325f029d84287f5a8a6fb184ce81a19dcb06d65b971a49fd1abd7f58e1,small_nonzero,3,-0.04182081504759266,0.11405412888231198,0.1144723370327879,42,23
G-42,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-42.json,22,20,2,35,3,4,0,1,1,13,14,14,7,3,2,1,74,0.8131868131868132,10.571428571428571,12,2,0.9285714285714286,10,0.45454545454545453,1.7727272727272727,12,c3d0fe38c35c6c573965020a8b87200c4a82f7f45aebabc210780f67eee5ddce,3c560eed1d5246b198286cb2d13f4b5c2c4a3ab3f1f9a594405695ea8b7a067b,4fa10c01b1e49fcfd16db1148b6882a5b1d04dcdf55e3e761a0ef92da14f2148,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-42/template.json,42,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.0292995023727417,0.029821704864501954,-0.0005222024917602534,0.0017288976085609014,0.001762360332056505,-0.003346272349560365,True,True,604,193,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,cd3eb16680b4581f66abfc559a3cb4254e668430194c98908de03a4ef4f87c3b,ebdc5c831a5bd1c59e6c58a09b0c03936e0b82446066940e236720f45dc47367,3db920d71ce5fd033339caec5c7b05e5999b15735bd5d98b60e3537770715a4b,small_nonzero,4,-0.003346272349560365,0.0017288976085609014,0.001762360332056505,42,24
G-188,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-188.json,22,20,2,52,3,4,0,0,0,18,18,18,4,5,5,4,142,0.9281045751633987,15.777777777777779,17,1,1.0,8,0.36363636363636365,2.8636363636363638,17,6cb49a8da743187601f3b0e5d69770b4104a2f49a1eb795a2e5013aa8c827ec2,5f4666fec682936342c1ba708901ae16647b0162aeb5c8004652086d03eb6605,3d56791dcf284b267da4c73a6380c7761bcc5970737f7a64a1df8715d9f83b7d,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-188/template.json,188,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.5773304462432861,0.6024157524108886,-0.025085306167602517,0.017545483132980273,0.01830122530079991,-0.07557421678196369,True,True,1307,880,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,52712d5e20222a53632284bf898bd697bc08da7b17ac0e2fcda4b9085b2c4c6e,0fc0d44bfd6b847e1dc6f23d3e43377f5b222bb509e838d8b0776514e5331d3a,4d35898bf0c392273369ad13e7518483f8656060bb741620da89b63c73208246,small_nonzero,5,-0.07557421678196369,0.017545483132980273,0.01830122530079991,42,25
G-524,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-524.json,22,20,2,39,3,4,0,0,0,22,22,22,7,8,6,1,169,0.7316017316017316,15.363636363636363,20,1,1.0,9,0.4090909090909091,3.0454545454545454,16,4e07d272b8b0142bd159498e9c73a83a6a4e5f023494c27d3806f634a3400ef2,bce41e318510416dcfe7964bc5e7d14e9f560fb1efda417d40dd53fafc3ab47d,0f04e2516d301457de07b72ae8741ea4124ac44eed74850eccf03400a08f77cc,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-524/template.json,524,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.31577732849121093,0.31205382919311525,0.0037234992980956783,0.00352906693019618,0.003484831382823291,0.004423554737288888,True,True,561,379,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,4c9f8f93fa274317814120d517bba1f11ef159453833e89ed21c40354815f4d5,2143be5fb264e24a1d06e1db75aa9221aa1947c79bc0b3b9567ef65388be940d,e08ebf1535355685fee50c6b97df9d7b07b2b1266607a0dc9bbd310cda7b0cb1,small_nonzero,6,0.004423554737288888,0.00352906693019618,0.003484831382823291,42,26
G-90,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-90.json,22,20,2,48,3,4,0,1,1,26,27,27,5,8,5,8,267,0.7606837606837606,19.77777777777778,25,1,1.0,11,0.5,4.409090909090909,16,6137ee5bbaa3f5beded34547f01fad83ab582eec75c8e8d323466cf18cfad96d,5c4581b70cc6922c157b3670837dafc1e0d989b7592957b9525cd9d026be5112,bf9ee4cb6906ee3cc4adf137fb29c926d148d800347271249fd2d2b99586dcdb,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-90/template.json,90,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,0.6373833923339843,0.6102733917236328,0.027110000610351515,0.00793776773349815,0.007603141531032927,0.03346262024652227,True,True,1581,1888,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,c728ab3cfabbfd49e9735c6a373cb146da10cb1d022eeef676470d0b3e2fac15,e5959c175cfcecd7696377958d86a2123d4f0ef00d37a86d4fcb9c7841722fdc,ff639fec068712c1e143fd9a9dd3398840650d5b55235c735ce51e4dfcf640f8,small_nonzero,7,0.03346262024652227,0.00793776773349815,0.007603141531032927,42,27
G-257,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-257.json,22,20,2,48,3,4,1,1,2,37,39,39,8,10,11,8,683,0.921727395411606,35.02564102564103,38,1,1.0,11,0.5,6.136363636363637,33,82d6e9fe557f86ea75d04f76fc6d3569d891d3ca7c9f2e0fb9f186d5a576912c,312ee40664746e6bcd205c63acf5bf3fc678eb853f0b017f9dfb4f1e28ea1044,f13ecf7c91086fee5843877475870cfc6c5a83a350e67428fb3245d6e46ec7cc,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-257/template.json,257,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,9.04055428314209,9.103738674163818,-0.06318439102172846,0.10990161239074002,0.11061642678872922,-0.07148143979892052,True,True,315,190,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,6ae13bd39e6eddba13a37d6b7753a7517fcc8ad9c133cdfca32ca04ca05f1ab3,aecdd1d62e703b296d4534ee1ed809e092b8e98a5fe29de0e2c0835ffd9f6df6,773d225ac918371f1d3cb9db28b0839a774c979123b80828c5b4fed21671042b,small_nonzero,8,-0.07148143979892052,0.10990161239074002,0.11061642678872922,42,28
G-700,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-700.json,22,20,2,58,3,4,0,1,1,119,120,120,13,26,41,39,5661,0.7928571428571428,94.35,115,1,1.0,16,0.7272727272727273,21.181818181818183,75,a5a8934403fad16fb18b35f0ea0f0b18dcce57b241f0ef05518ed204e5a5f392,fcd2291f358d392f365241dec7a3c4968de31e7efdeda3b6ee525de2752d62cc,03503b58a9e2383f3e34a69a45f4840bae9a356104949efc34f284875cc57443,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-700/template.json,700,42,50,40,10,1000,42,42,10000,1,20,0.0001,screen,step2c_poly_d8_mult_eps050,6.652636791229248,6.571123210906983,0.08151358032226508,0.07198131537541166,0.07115576216295207,0.08255532124595982,True,True,850,264,near_neutral,True,0.1,delta=test_gap_2stage-test_gap_spoplus; helpful if delta>0.1; harmful if delta<-0.1; near_neutral if abs(delta)<=0.1; weak_label=true,8ed49ba58d48768fda6c2808558e5150a279a5fd2da4a0598fa81f33cc327fd5,6b449636a2a2127d647f61bb6a23f1d946d80a6e061d9847f9d8e4d459eeb85d,f5fd9d78963917da82c8ea0ee4bf3976b7678495eef49e391f571e5c6c55c4bd,small_nonzero,9,0.08255532124595982,0.07198131537541166,0.07115576216295207,42,29
