graph_id,num_nodes,num_edges,density,mutual_pairs_2cycles,directed_3cycles,weak_components,strong_components,largest_wcc_nodes,largest_scc_nodes,largest_scc_frac,mean_total_degree,max_total_degree,total_degree_gini
G-1236.json,53,276,0.10014513788098693,8,10,2,38,52,16,0.3018867924528302,10.415094339622641,35,0.38747607328411265
G-124.json,53,285,0.10341074020319303,9,15,1,26,53,28,0.5283018867924528,10.754716981132075,24,0.32439589539887453
G-1242.json,53,222,0.08055152394775036,5,7,3,34,51,20,0.37735849056603776,8.377358490566039,24,0.3737888832228455
G-1247.json,53,322,0.11683599419448476,15,27,1,28,53,26,0.49056603773584906,12.150943396226415,32,0.34864643150123054
G-1266.json,53,188,0.06821480406386067,3,1,3,49,51,4,0.07547169811320754,7.09433962264151,30,0.4740064231232437
G-1280.json,53,278,0.10087082728592163,2,4,2,44,52,8,0.1509433962264151,10.49056603773585,26,0.3283561829781458
G-1285.json,53,202,0.07329462989840348,8,9,2,36,52,18,0.33962264150943394,7.622641509433962,23,0.41789650663179523
G-1287.json,53,309,0.11211901306240929,4,14,1,33,53,21,0.39622641509433965,11.660377358490566,27,0.33034133235635343
G-1292.json,53,248,0.0899854862119013,20,56,1,25,53,29,0.5471698113207547,9.358490566037736,45,0.43624467437614123
G-13.json,53,260,0.09433962264150944,5,11,1,35,53,19,0.3584905660377358,9.81132075471698,25,0.36494920174165457
G-130.json,53,210,0.07619738751814223,7,16,2,35,52,19,0.3584905660377358,7.9245283018867925,36,0.4486972147349506
G-1300.json,53,201,0.07293178519593614,4,6,1,30,53,24,0.4528301886792453,7.584905660377358,30,0.3559560687130386
G-1301.json,53,277,0.10050798258345428,3,7,2,28,52,26,0.49056603773584906,10.452830188679245,23,0.33505891969211904
G-1308.json,53,209,0.0758345428156749,3,2,2,33,52,21,0.39622641509433965,7.886792452830188,23,0.3732960187776474
G-1309.json,53,176,0.06386066763425254,4,4,5,39,49,15,0.2830188679245283,6.6415094339622645,22,0.41391509433962265
G-131.json,53,198,0.07184325108853411,2,3,2,44,52,10,0.18867924528301888,7.471698113207547,24,0.382694873260911
G-1310.json,53,125,0.045355587808417995,0,0,4,53,50,1,0.018867924528301886,4.716981132075472,20,0.446188679245283
G-1312.json,53,236,0.08563134978229318,4,4,4,39,50,14,0.2641509433962264,8.90566037735849,26,0.39838503357850974
G-1316.json,53,207,0.07510885341074021,4,0,2,41,52,11,0.20754716981132076,7.811320754716981,30,0.4185580165891897
G-1323.json,53,303,0.10994194484760522,6,11,3,33,51,21,0.39622641509433965,11.433962264150944,37,0.34553832741764745
G-1327.json,53,176,0.06386066763425254,2,1,4,49,50,3,0.05660377358490566,6.6415094339622645,33,0.44886363636363635
G-1330.json,53,254,0.09216255442670537,3,11,5,32,49,22,0.41509433962264153,9.584905660377359,26,0.4008319714752637
G-1335.json,53,280,0.10159651669085631,3,12,2,26,52,28,0.5283018867924528,10.566037735849056,33,0.3837601078167116
G-1338.json,53,266,0.0965166908563135,5,5,3,39,51,14,0.2641509433962264,10.037735849056604,22,0.3292665626329976
G-1342.json,53,195,0.07075471698113207,1,2,1,43,53,11,0.20754716981132076,7.3584905660377355,24,0.37426221577164975
G-1349.json,53,251,0.09107402031930334,6,17,1,32,53,20,0.37735849056603776,9.471698113207546,33,0.36999173118845374
G-135.json,53,241,0.0874455732946299,3,3,1,41,53,8,0.1509433962264151,9.09433962264151,27,0.3673373522273546
G-1351.json,53,309,0.11211901306240929,7,19,1,31,53,23,0.4339622641509434,11.660377358490566,37,0.3539109727056237
G-1354.json,53,215,0.07801161103047896,3,1,3,32,51,22,0.41509433962264153,8.11320754716981,21,0.34164107064501975
G-1355.json,53,274,0.09941944847605225,9,13,3,31,51,23,0.4339622641509434,10.339622641509434,32,0.3864481476380664
G-1370.json,53,228,0.08272859216255443,9,7,3,29,51,25,0.4716981132075472,8.60377358490566,23,0.3642005958291956
G-1372.json,53,186,0.06748911465892599,3,8,5,37,49,17,0.32075471698113206,7.018867924528302,28,0.43467234733211607
G-1375.json,53,305,0.1106676342525399,8,12,1,27,53,27,0.5094339622641509,11.50943396226415,33,0.3383854005567584
G-1379.json,53,260,0.09433962264150944,5,6,4,42,50,12,0.22641509433962265,9.81132075471698,28,0.3530478955007257
G-138.json,53,208,0.07547169811320754,0,0,3,53,51,1,0.018867924528301886,7.849056603773585,25,0.3603955007256894
G-1385.json,53,272,0.09869375907111756,10,18,2,30,52,24,0.4528301886792453,10.264150943396226,33,0.3685488346281909
G-1393.json,53,249,0.09034833091436865,6,14,1,25,53,29,0.5471698113207547,9.39622641509434,35,0.37167538076835643
G-1396.json,53,370,0.13425253991291727,17,59,1,25,53,29,0.5471698113207547,13.962264150943396,37,0.33758286588475267
G-1399.json,53,229,0.08309143686502177,10,3,3,29,51,25,0.4716981132075472,8.641509433962264,29,0.3958144516766911
G-14.json,53,279,0.10123367198838897,9,30,2,25,52,29,0.5471698113207547,10.528301886792454,34,0.38080746601744775
G-1402.json,53,274,0.09941944847605225,3,4,1,45,53,8,0.1509433962264151,10.339622641509434,24,0.3180691364825782
G-1409.json,53,287,0.10413642960812772,7,19,1,28,53,26,0.49056603773584906,10.830188679245284,28,0.3732167510354349
G-141.json,53,153,0.05551523947750363,2,0,6,49,48,4,0.07547169811320754,5.773584905660377,26,0.4697249969170058
G-1412.json,53,249,0.09034833091436865,1,1,2,47,52,6,0.11320754716981132,9.39622641509434,27,0.3733424263090096
G-142.json,53,269,0.09760522496371553,10,14,1,31,53,23,0.4339622641509434,10.150943396226415,28,0.3862663954548643
G-1426.json,53,257,0.09325108853410741,3,7,1,31,53,23,0.4339622641509434,9.69811320754717,32,0.3722193671536598
G-1429.json,53,253,0.09179970972423802,4,7,2,36,52,15,0.2830188679245283,9.547169811320755,24,0.3548363039749422
G-1436.json,53,241,0.0874455732946299,7,7,3,34,51,20,0.37735849056603776,9.09433962264151,25,0.3677288029437094
G-1437.json,53,331,0.12010159651669086,16,56,1,25,53,28,0.5283018867924528,12.49056603773585,41,0.38077865815424955
G-1442.json,53,278,0.10087082728592163,4,10,1,33,53,21,0.39622641509433965,10.49056603773585,34,0.3117279761096783
G-1449.json,53,216,0.0783744557329463,7,9,2,35,52,19,0.3584905660377358,8.150943396226415,26,0.3857442348008386
G-145.json,53,267,0.09687953555878084,10,24,1,31,53,23,0.4339622641509434,10.075471698113208,38,0.37608649565401736
G-146.json,53,246,0.08925979680696662,4,9,4,25,50,29,0.5471698113207547,9.283018867924529,27,0.37398373983739835
G-1460.json,53,256,0.09288824383164006,8,17,2,27,52,27,0.5094339622641509,9.660377358490566,28,0.41030365566037735
G-1466.json,53,202,0.07329462989840348,4,8,3,32,51,22,0.41509433962264153,7.622641509433962,24,0.4018307491126471
G-1470.json,53,282,0.102322206095791,11,30,1,26,53,28,0.5283018867924528,10.641509433962264,35,0.3881975110397431
G-1471.json,53,163,0.05914368650217707,3,4,1,43,53,11,0.20754716981132076,6.150943396226415,26,0.4447273990045144
G-1473.json,53,236,0.08563134978229318,4,6,2,39,52,14,0.2641509433962264,8.90566037735849,27,0.36096897985289417
G-1476.json,53,264,0.09579100145137881,6,16,2,24,52,30,0.5660377358490566,9.962264150943396,33,0.4090909090909091
G-1478.json,53,197,0.07148040638606676,4,6,1,31,53,23,0.4339622641509434,7.433962264150943,26,0.3966095201609041
G-1481.json,53,242,0.08780841799709724,11,10,3,25,51,29,0.5471698113207547,9.132075471698114,27,0.39903321378450024
G-1491.json,53,322,0.11683599419448476,13,33,1,24,53,29,0.5471698113207547,12.150943396226415,30,0.33979842962615725
G-1493.json,53,181,0.06567489114658925,6,3,7,40,46,13,0.24528301886792453,6.830188679245283,23,0.4314604399040967
G-1494.json,53,249,0.09034833091436865,5,9,2,32,52,22,0.41509433962264153,9.39622641509434,32,0.3781162385390619
G-1496.json,53,166,0.0602322206095791,7,6,4,32,50,22,0.41509433962264153,6.264150943396227,17,0.45260286428733804
G-1498.json,53,291,0.1055878084179971,7,13,3,33,51,21,0.39622641509433965,10.981132075471699,31,0.36400181547040134
G-1506.json,53,217,0.07873730043541365,6,14,2,28,52,26,0.49056603773584906,8.18867924528302,27,0.36475089122684984
G-1508.json,53,215,0.07801161103047896,4,3,4,40,50,14,0.2641509433962264,8.11320754716981,25,0.4130759104870557
G-1516.json,53,205,0.07438316400580551,2,2,3,49,51,4,0.07547169811320754,7.735849056603773,27,0.40469397146801656
G-1518.json,53,228,0.08272859216255443,3,8,1,32,53,21,0.39622641509433965,8.60377358490566,25,0.3707381661701423
G-1525.json,53,196,0.07111756168359942,3,9,4,29,50,25,0.4716981132075472,7.39622641509434,24,0.4175009626492106
G-1529.json,53,248,0.0899854862119013,3,4,1,37,53,16,0.3018867924528302,9.358490566037736,26,0.3647291539866099
G-1531.json,53,191,0.0693033381712627,1,1,4,49,50,4,0.07547169811320754,7.2075471698113205,23,0.4168724686357799
G-1537.json,53,199,0.07220609579100146,1,1,1,47,53,7,0.1320754716981132,7.509433962264151,29,0.40400113776429314
G-154.json,53,282,0.102322206095791,5,12,4,36,50,18,0.33962264150943394,10.641509433962264,31,0.35420848387528436
G-1543.json,53,207,0.07510885341074021,3,2,3,44,51,9,0.16981132075471697,7.811320754716981,24,0.366420563303254
G-1546.json,53,271,0.09833091436865021,11,19,2,34,52,20,0.37735849056603776,10.226415094339623,30,0.40130891874956487
G-1547.json,53,230,0.08345428156748912,6,9,3,27,51,27,0.5094339622641509,8.679245283018869,26,0.36882690730106643
G-1554.json,53,263,0.09542815674891146,3,7,1,36,53,18,0.33962264150943394,9.924528301886792,27,0.3275701269818495
G-1557.json,53,254,0.09216255442670537,5,11,2,25,52,29,0.5471698113207547,9.584905660377359,29,0.35670777001931364
G-1560.json,53,262,0.09506531204644413,8,20,1,30,53,24,0.4528301886792453,9.88679245283019,30,0.3759902059628403
G-1561.json,53,177,0.06422351233671988,2,3,4,43,50,7,0.1320754716981132,6.679245283018868,27,0.3983583839675941
G-1563.json,53,258,0.09361393323657474,8,10,1,35,53,19,0.3584905660377358,9.735849056603774,26,0.38057627614450784
G-1568.json,53,168,0.06095791001451379,1,2,4,41,50,13,0.24528301886792453,6.339622641509434,19,0.41756513926325245
G-1573.json,53,221,0.08018867924528301,2,6,1,37,53,17,0.32075471698113206,8.339622641509434,27,0.39682404166310936
G-1574.json,53,253,0.09179970972423802,5,11,1,23,53,31,0.5849056603773585,9.547169811320755,30,0.3759415318069953
G-1583.json,53,276,0.10014513788098693,4,5,3,38,51,16,0.3018867924528302,10.415094339622641,31,0.33893902105551
G-1589.json,53,248,0.0899854862119013,5,12,3,35,51,19,0.3584905660377358,9.358490566037736,30,0.3752282410225198
G-1594.json,53,280,0.10159651669085631,9,34,1,24,53,30,0.5660377358490566,10.566037735849056,41,0.3365902964959569
G-1604.json,53,207,0.07510885341074021,3,9,4,37,50,13,0.24528301886792453,7.811320754716981,25,0.4070731929632668
G-1605.json,53,224,0.08127721335268505,4,0,3,38,51,15,0.2830188679245283,8.452830188679245,28,0.386455525606469
G-1606.json,53,189,0.068577648766328,5,1,2,42,52,11,0.20754716981132076,7.132075471698113,35,0.43745632424877706
G-1607.json,53,241,0.0874455732946299,3,0,1,50,53,3,0.05660377358490566,9.09433962264151,23,0.31480466609253893
G-161.json,53,203,0.07365747460087083,13,22,4,39,50,15,0.2830188679245283,7.660377358490566,36,0.4616600055767265
G-1622.json,53,364,0.1320754716981132,9,36,1,19,53,35,0.660377358490566,13.735849056603774,30,0.29012025710138917
G-163.json,53,349,0.12663280116110304,16,46,2,23,52,31,0.5849056603773585,13.169811320754716,42,0.3517327134129859
G-1639.json,53,242,0.08780841799709724,4,9,4,33,50,21,0.39622641509433965,9.132075471698114,22,0.35708716669265556
G-1648.json,53,247,0.08962264150943396,11,11,4,31,50,23,0.4339622641509434,9.320754716981131,26,0.3923306088152166
G-1650.json,53,196,0.07111756168359942,6,4,3,35,51,19,0.3584905660377358,7.39622641509434,29,0.43839045051983055
G-1652.json,53,326,0.11828737300435414,9,22,1,27,53,27,0.5094339622641509,12.30188679245283,34,0.3151985183470309
G-1653.json,53,280,0.10159651669085631,11,25,1,30,53,24,0.4528301886792453,10.566037735849056,38,0.37035040431266847
G-1657.json,53,320,0.11611030478955008,2,7,1,36,53,18,0.33962264150943394,12.075471698113208,28,0.28673349056603775
G-1671.json,53,275,0.0997822931785196,3,6,2,47,52,7,0.1320754716981132,10.377358490566039,33,0.39142367066895367
G-1683.json,53,298,0.1081277213352685,12,20,3,28,51,26,0.49056603773584906,11.245283018867925,36,0.34209193364568824
G-1686.json,53,261,0.09470246734397678,9,7,1,37,53,17,0.32075471698113206,9.849056603773585,28,0.38487674401792815
G-1692.json,53,209,0.0758345428156749,0,0,2,53,52,1,0.018867924528301886,7.886792452830188,30,0.39776112665884267
G-1698.json,53,189,0.068577648766328,5,2,5,37,49,15,0.2830188679245283,7.132075471698113,33,0.4218827992412898
G-1699.json,53,281,0.10195936139332366,10,24,2,30,52,24,0.4528301886792453,10.60377358490566,30,0.3827301416772981
G-1701.json,53,307,0.1113933236574746,9,21,4,20,50,34,0.6415094339622641,11.584905660377359,30,0.30999938540962446
G-1703.json,53,246,0.08925979680696662,11,12,1,27,53,27,0.5094339622641509,9.283018867924529,36,0.3874060438717595
G-1708.json,53,231,0.08381712626995645,4,2,2,43,52,11,0.20754716981132076,8.716981132075471,23,0.31838601649922404
G-1709.json,53,210,0.07619738751814223,1,4,1,38,53,16,0.3018867924528302,7.9245283018867925,26,0.38742138364779877
G-1712.json,53,262,0.09506531204644413,4,3,4,34,50,20,0.37735849056603776,9.88679245283019,31,0.3788708051274665
G-1723.json,53,343,0.12445573294629898,17,49,2,30,52,24,0.4528301886792453,12.943396226415095,38,0.36360635898564275
G-1726.json,53,233,0.08454281567489115,3,4,1,44,53,10,0.18867924528301888,8.79245283018868,26,0.3698275163980889
G-1735.json,53,170,0.061683599419448475,1,1,6,46,48,8,0.1509433962264151,6.415094339622642,20,0.42319644839067705
G-1738.json,53,252,0.09143686502177069,5,7,1,25,53,29,0.5471698113207547,9.50943396226415,26,0.3774333632824199
G-1740.json,53,252,0.09143686502177069,6,5,3,43,51,10,0.18867924528301888,9.50943396226415,35,0.4036388140161725
G-175.json,53,280,0.10159651669085631,7,25,1,26,53,28,0.5283018867924528,10.566037735849056,33,0.36826145552560646
G-1751.json,53,312,0.11320754716981132,8,12,2,37,52,17,0.32075471698113206,11.773584905660377,31,0.35480164489598454
G-1754.json,53,275,0.0997822931785196,9,8,2,30,52,23,0.4339622641509434,10.377358490566039,30,0.34922813036020584
G-1762.json,53,276,0.10014513788098693,9,21,1,23,53,31,0.5849056603773585,10.415094339622641,32,0.32929997265518185
G-1763.json,53,214,0.07764876632801161,3,5,2,39,52,15,0.2830188679245283,8.075471698113208,28,0.3862634456004232
G-1764.json,53,340,0.12336719883889695,13,52,1,26,53,28,0.5283018867924528,12.830188679245284,38,0.33618201997780245
G-1774.json,53,237,0.08599419448476052,2,4,2,41,52,9,0.16981132075471697,8.943396226415095,31,0.3740148077382374
G-1775.json,53,182,0.0660377358490566,1,3,5,33,49,21,0.39622641509433965,6.867924528301887,24,0.4113622226829774
G-178.json,53,229,0.08309143686502177,1,6,4,33,50,21,0.39622641509433965,8.641509433962264,17,0.32545109994232513
G-1780.json,53,208,0.07547169811320754,9,21,2,21,52,33,0.6226415094339622,7.849056603773585,35,0.41917634252539915
G-1782.json,53,191,0.0693033381712627,4,12,2,29,52,25,0.4716981132075472,7.2075471698113205,24,0.4233922750172874
G-1789.json,53,224,0.08127721335268505,7,7,3,31,51,23,0.4339622641509434,8.452830188679245,22,0.3548685983827493
G-1793.json,53,216,0.0783744557329463,9,19,2,23,52,31,0.5849056603773585,8.150943396226415,40,0.44033892382948986
G-1794.json,53,211,0.07656023222060958,4,1,1,43,53,11,0.20754716981132076,7.962264150943396,26,0.3627827953143164
G-1811.json,53,340,0.12336719883889695,10,24,1,31,53,23,0.4339622641509434,12.830188679245284,35,0.345338512763596
G-1813.json,53,305,0.1106676342525399,9,29,1,28,53,26,0.49056603773584906,11.50943396226415,42,0.4002474481905351
G-1824.json,53,312,0.11320754716981132,14,19,1,27,53,27,0.5094339622641509,11.773584905660377,34,0.3297048863086599
G-1825.json,53,213,0.07728592162554426,4,16,2,32,52,22,0.41509433962264153,8.037735849056604,25,0.3977323057843919
G-1827.json,53,239,0.0867198838896952,2,2,2,49,52,5,0.09433962264150944,9.018867924528301,35,0.37483224125680903
G-1829.json,53,151,0.05478955007256894,3,3,4,40,50,14,0.2641509433962264,5.69811320754717,21,0.47794577033612395
G-1838.json,53,243,0.08817126269956459,20,29,4,31,50,23,0.4339622641509434,9.169811320754716,38,0.46424411833216866
G-1840.json,53,278,0.10087082728592163,3,5,1,35,53,16,0.3018867924528302,10.49056603773585,28,0.34098004615175787
G-1852.json,53,224,0.08127721335268505,6,6,5,42,49,12,0.22641509433962265,8.452830188679245,28,0.4014487870619946
G-186.json,53,263,0.09542815674891146,1,8,3,32,51,22,0.41509433962264153,9.924528301886792,23,0.3638711528804075
G-1864.json,53,286,0.10377358490566038,11,21,1,25,53,28,0.5283018867924528,10.79245283018868,29,0.36178915424198443
G-1868.json,53,210,0.07619738751814223,4,0,2,47,52,5,0.09433962264150944,7.9245283018867925,21,0.3587601078167116
G-1880.json,53,199,0.07220609579100146,7,17,2,33,52,21,0.39622641509433965,7.509433962264151,34,0.457286432160804
G-1888.json,53,215,0.07801161103047896,1,0,2,52,52,2,0.03773584905660377,8.11320754716981,26,0.3893813075910487
G-1889.json,53,182,0.0660377358490566,3,8,4,42,50,12,0.22641509433962265,6.867924528301887,33,0.43416960398092475
G-189.json,53,199,0.07220609579100146,3,6,2,34,52,20,0.37735849056603776,7.509433962264151,32,0.38902057457096806
G-1893.json,53,247,0.08962264150943396,2,2,1,47,53,7,0.1320754716981132,9.320754716981131,31,0.3309907570086319
G-1898.json,53,282,0.102322206095791,12,41,2,35,52,19,0.3584905660377358,10.641509433962264,37,0.4029840760069584
G-191.json,53,270,0.09796806966618288,6,20,1,33,53,21,0.39622641509433965,10.18867924528302,37,0.37966457023060796
G-193.json,53,293,0.10631349782293179,9,11,1,29,53,25,0.4716981132075472,11.056603773584905,28,0.33942945456887114
G-1932.json,53,252,0.09143686502177069,3,3,2,46,52,8,0.1509433962264151,9.50943396226415,26,0.36470500149745433
G-1936.json,53,170,0.061683599419448475,0,0,1,50,53,4,0.07547169811320754,6.415094339622642,20,0.39167591564927856
G-1938.json,53,193,0.07002902757619739,1,4,3,41,51,6,0.11320754716981132,7.283018867924528,32,0.4039495551862352
G-1940.json,53,221,0.08018867924528301,5,9,2,31,52,23,0.4339622641509434,8.339622641509434,27,0.36062494664048494
G-1946.json,53,291,0.1055878084179971,1,0,2,47,52,7,0.1320754716981132,10.981132075471699,30,0.33287946573299615
G-1947.json,53,171,0.06204644412191582,6,8,3,30,51,24,0.4528301886792453,6.452830188679245,30,0.4184045018205892
G-1954.json,53,154,0.05587808417997097,3,3,4,41,50,13,0.24528301886792453,5.811320754716981,24,0.4603038470962999
G-1955.json,53,238,0.08635703918722787,3,7,3,33,51,21,0.39622641509433965,8.981132075471699,24,0.35722213413667353
G-1964.json,53,316,0.11465892597968069,5,7,2,31,52,23,0.4339622641509434,11.924528301886792,29,0.28713876283735373
G-1967.json,53,260,0.09433962264150944,5,3,3,32,51,22,0.41509433962264153,9.81132075471698,26,0.3654571843251089
G-1971.json,53,190,0.06894049346879536,2,9,2,39,52,15,0.2830188679245283,7.169811320754717,26,0.41132075471698115
G-1973.json,53,368,0.13352685050798258,24,67,1,30,53,24,0.4528301886792453,13.88679245283019,47,0.3635151763740771
G-1974.json,53,277,0.10050798258345428,4,12,4,39,50,15,0.2830188679245283,10.452830188679245,35,0.4096451195422655
G-1978.json,53,297,0.10776487663280115,13,18,1,25,53,29,0.5471698113207547,11.20754716981132,46,0.3397496982402643
G-198.json,53,288,0.10449927431059507,6,9,2,35,52,18,0.33962264150943394,10.867924528301886,33,0.34912211740041926
G-1980.json,53,260,0.09433962264150944,7,38,2,28,52,26,0.49056603773584906,9.81132075471698,37,0.39985486211901305
G-1982.json,53,213,0.07728592162554426,5,8,1,34,53,19,0.3584905660377358,8.037735849056604,31,0.41792895739215163
G-1983.json,53,268,0.09724238026124818,7,19,2,30,52,24,0.4528301886792453,10.11320754716981,28,0.3694733877780907
G-1986.json,53,245,0.08889695210449927,8,26,1,23,53,31,0.5849056603773585,9.245283018867925,33,0.37936080092414326
G-1990.json,53,293,0.10631349782293179,7,13,3,29,51,25,0.4716981132075472,11.056603773584905,29,0.35475561852018805
