topology_id,sample_size,two_stage_candidate_ids,spoplus_candidate_ids,case_direction,count,rate_total,mean_delta,mean_abs_delta,max_abs_delta,mean_gap_2stage,mean_gap_spoplus,dominant_oracle_candidate_ids,dominant_oracle_count,example_data_seed,example_test_sample_index,example_graph,example_abs_delta
G-784,100,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,beneficial_reversal,4834,0.9668,11.213242925231892,11.213242925231892,25.700400590896606,12.272438481721347,1.0591955564894555,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,3102,101,472,G-000472.json,25.700400590896606
G-784,100,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,harmful_reversal,44,0.0088,-1.0787432058291002,1.0787432058291002,2.4695000648498535,1.1731590872461146,2.2519022930752146,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,29,101,88,G-000088.json,2.4695000648498535
G-784,100,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0011|G-784:c0022|G-784:c0042,beneficial_reversal,41,0.0082,7.747463444384133,7.747463444384133,16.616199493408203,12.281948860098677,4.534485415714543,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,22,102,175,G-000175.json,16.616199493408203
G-784,100,G-784:c0002|G-784:c0010|G-784:c0025|G-784:c0042,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,beneficial_reversal,13,0.0026,12.61899201457317,12.61899201457317,17.023299396038055,13.045414853554506,0.426422838981335,G-784:c0003|G-784:c0040|G-784:c0042,5,101,50,G-000050.json,17.023299396038055
G-784,100,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0011|G-784:c0022|G-784:c0042,harmful_reversal,11,0.0022,-7.119299606843428,7.119299606843428,10.44760012626648,3.601109339432283,10.720408946275711,G-784:c0003|G-784:c0026|G-784:c0056,5,101,603,G-000603.json,10.44760012626648
G-784,100,G-784:c0002|G-784:c0010|G-784:c0025|G-784:c0042,G-784:c0011|G-784:c0022|G-784:c0042,beneficial_reversal,2,0.0004,4.496800094842911,4.496800094842911,4.496800094842911,10.762299925088882,6.265499830245972,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,2,101,282,G-000282.json,4.496800094842911
G-784,500,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,beneficial_reversal,4889,0.9778,11.206384496799542,11.206384496799542,25.700400590896606,12.26600548656081,1.0596209897612667,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,3136,101,472,G-000472.json,25.700400590896606
G-784,500,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,harmful_reversal,45,0.009,-1.0850666761398315,1.0850666761398315,2.4695000648498535,1.147088885307312,2.2321555614471436,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,30,101,88,G-000088.json,2.4695000648498535
G-784,500,G-784:c0002|G-784:c0010|G-784:c0025|G-784:c0042,G-784:c0002|G-784:c0011|G-784:c0027|G-784:c0042,beneficial_reversal,15,0.003,12.3714330693086,12.3714330693086,17.023299396038055,12.740999529759089,0.3695664604504903,G-784:c0003|G-784:c0040|G-784:c0042,5,101,50,G-000050.json,17.023299396038055
G-784,500,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0011|G-784:c0022|G-784:c0042,beneficial_reversal,6,0.0012,5.864382962385814,5.864382962385814,15.06279993057251,9.197717239459356,3.333334277073542,G-784:c0003|G-784:c0026|G-784:c0056,5,102,470,G-000470.json,15.06279993057251
G-784,500,G-784:c0002|G-784:c0011|G-784:c0026|G-784:c0043,G-784:c0011|G-784:c0022|G-784:c0042,harmful_reversal,5,0.001,-10.44760012626648,10.44760012626648,10.44760012626648,0.21190029382705688,10.659500420093536,G-784:c0003|G-784:c0026|G-784:c0056,5,101,603,G-000603.json,10.44760012626648
G-79,50,G-79:c0001|G-79:c0015,G-79:c0004|G-79:c0020,harmful_reversal,921,0.1842,-6.453666667556076,6.453666667556076,21.245499059557915,1.667950694945749,8.121617362501826,G-79:c0001|G-79:c0020,403,101,656,G-000656.json,21.245499059557915
G-79,50,G-79:c0001|G-79:c0015,G-79:c0004|G-79:c0020,beneficial_reversal,394,0.0788,4.072066225319496,4.072066225319496,12.900500297546387,5.545368236881979,1.4733020115624829,G-79:c0004|G-79:c0020,150,102,141,G-000141.json,12.900500297546387
G-79,50,G-79:c0004|G-79:c0020,G-79:c0001|G-79:c0015,beneficial_reversal,13,0.0026,5.805738460559112,5.805738460559112,14.51019936800003,7.351046157570986,1.5453076970118742,G-79:c0001|G-79:c0015,5,103,25,G-000025.json,14.51019936800003
G-79,50,G-79:c0004|G-79:c0020,G-79:c0001|G-79:c0015,harmful_reversal,11,0.0022,-3.516190988096324,3.516190988096324,7.556900262832642,1.4570271968841553,4.973218184980479,G-79:c0004|G-79:c0020,5,103,836,G-000836.json,7.556900262832642
G-79,100,G-79:c0001|G-79:c0015,G-79:c0004|G-79:c0020,harmful_reversal,1422,0.2844,-6.481098175813797,6.481098175813797,21.245499059557915,1.7089185595051313,8.190016735318927,G-79:c0001|G-79:c0020,654,101,656,G-000656.json,21.245499059557915
G-79,100,G-79:c0001|G-79:c0015,G-79:c0004|G-79:c0020,beneficial_reversal,608,0.1216,4.075445868393504,4.075445868393504,12.900500297546387,5.507766570920419,1.4323207025269145,G-79:c0004|G-79:c0020,235,104,141,G-000141.json,12.900500297546387
G-79,500,G-79:c0001|G-79:c0015,G-79:c0004|G-79:c0020,harmful_reversal,1549,0.3098,-6.382651795194833,6.382651795194833,21.245499059557915,1.710363646258532,8.093015441453364,G-79:c0001|G-79:c0020,722,101,656,G-000656.json,21.245499059557915
G-79,500,G-79:c0001|G-79:c0015,G-79:c0004|G-79:c0020,beneficial_reversal,722,0.1444,4.094726302482993,4.094726302482993,12.900500297546387,5.56836756004067,1.4736412575576774,G-79:c0004|G-79:c0020,276,101,141,G-000141.json,12.900500297546387
G-836,50,G-836:c0011|G-836:c0037,G-836:c0011|G-836:c0035,harmful_reversal,104,0.0208,-4.880396197621639,4.880396197621639,10.81190037727356,5.136561414800012,10.01695761242165,G-836:c0011|G-836:c0037,35,101,744,G-000744.json,10.81190037727356
G-836,50,G-836:c0011|G-836:c0035,G-836:c0011|G-836:c0037,beneficial_reversal,66,0.0132,3.689475863268881,3.689475863268881,8.59029996395111,12.948695670665158,9.259219807396276,G-836:c0017|G-836:c0021,28,101,461,G-000461.json,8.59029996395111
G-836,100,G-836:c0011|G-836:c0037,G-836:c0011|G-836:c0035,harmful_reversal,99,0.0198,-4.886777817600906,4.886777817600906,10.81190037727356,5.381124104928188,10.267901922529093,G-836:c0011|G-836:c0037,33,102,744,G-000744.json,10.81190037727356
G-836,100,G-836:c0011|G-836:c0035,G-836:c0011|G-836:c0037,beneficial_reversal,63,0.0126,3.7296604201907204,3.7296604201907204,8.59029996395111,12.99871454774476,9.269054127554039,G-836:c0017|G-836:c0021,29,101,461,G-000461.json,8.59029996395111
G-836,500,G-836:c0011|G-836:c0037,G-836:c0011|G-836:c0035,harmful_reversal,120,0.024,-4.953318379322687,4.953318379322687,10.81190037727356,5.118345783216258,10.071664162538946,G-836:c0011|G-836:c0037,38,101,744,G-000744.json,10.81190037727356
G-836,500,G-836:c0011|G-836:c0035,G-836:c0011|G-836:c0037,beneficial_reversal,70,0.014,3.5467372502599446,3.5467372502599446,8.59029996395111,12.630603030082836,9.083865779822892,G-836:c0017|G-836:c0021,30,101,461,G-000461.json,8.59029996395111
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0034|G-970:c0036,beneficial_reversal,757,0.1514,17.52681104388073,17.52681104388073,44.00159817934036,22.36819467460306,4.841383630722328,G-970:c0003|G-970:c0034|G-970:c0058,621,102,491,G-000491.json,44.00159817934036
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0034|G-970:c0058,beneficial_reversal,459,0.0918,20.86245954231499,20.86245954231499,43.85679829120636,20.92821400240875,0.0657544600937621,G-970:c0003|G-970:c0034|G-970:c0058,426,102,602,G-000602.json,43.85679829120636
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0084,beneficial_reversal,168,0.0336,12.592124595528556,12.592124595528556,30.888601303100586,25.836210298396292,13.244085702867736,G-970:c0003|G-970:c0034|G-970:c0058,144,101,431,G-000431.json,30.888601303100586
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0035|G-970:c0036,beneficial_reversal,140,0.028,12.30906781724521,12.30906781724521,34.33520174026489,24.362044953022686,12.052977135777473,G-970:c0003|G-970:c0034|G-970:c0058,117,101,173,G-000173.json,34.33520174026489
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0035|G-970:c0058,beneficial_reversal,106,0.0212,13.564269476341751,13.564269476341751,38.35179829597473,20.618088391591918,7.053818915250166,G-970:c0003|G-970:c0034|G-970:c0058,102,101,602,G-000602.json,38.35179829597473
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0084,harmful_reversal,100,0.02,-6.432379956841469,6.432379956841469,22.370698630809784,8.652570078969001,15.08495003581047,G-970:c0003|G-970:c0034|G-970:c0058,85,101,802,G-000802.json,22.370698630809784
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0035|G-970:c0036,harmful_reversal,89,0.0178,-7.4892044616549205,7.4892044616549205,21.337698698043823,7.662801080205467,15.152005541860387,G-970:c0003|G-970:c0034|G-970:c0058,62,101,367,G-000367.json,21.337698698043823
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0034|G-970:c0036,harmful_reversal,77,0.0154,-5.381448258827259,5.381448258827259,16.944699883461,3.67707275570213,9.05852101452939,G-970:c0003|G-970:c0034|G-970:c0058,51,101,412,G-000412.json,16.944699883461
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0035|G-970:c0058,harmful_reversal,37,0.0074,-5.485667349518956,5.485667349518956,15.384799599647522,2.99074070195894,8.476408051477897,G-970:c0003|G-970:c0034|G-970:c0058,22,101,169,G-000169.json,15.384799599647522
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0085,beneficial_reversal,22,0.0044,9.163018161600286,9.163018161600286,19.851501047611237,21.148381970145486,11.9853638085452,G-970:c0003|G-970:c0034|G-970:c0058,14,101,973,G-000973.json,19.851501047611237
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0085,harmful_reversal,16,0.0032,-9.68529961630702,9.68529961630702,24.079899311065674,7.194437760859728,16.879737377166748,G-970:c0003|G-970:c0034|G-970:c0058,10,101,422,G-000422.json,24.079899311065674
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0034|G-970:c0058,harmful_reversal,9,0.0018,-4.151277674569024,4.151277674569024,8.53730022907257,1.9166447321573894,6.067922406726414,G-970:c0000|G-970:c0005|G-970:c0034|G-970:c0083,6,101,244,G-000244.json,8.53730022907257
G-970,50,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0006|G-970:c0063,beneficial_reversal,2,0.0004,14.833900213241577,14.833900213241577,14.833900213241577,29.37730050086975,14.543400287628174,G-970:c0003|G-970:c0034|G-970:c0058,2,101,586,G-000586.json,14.833900213241577
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0034|G-970:c0036,beneficial_reversal,982,0.1964,17.450738854205536,17.450738854205536,44.00159817934036,22.559070933466046,5.108332079260509,G-970:c0003|G-970:c0034|G-970:c0058,812,101,491,G-000491.json,44.00159817934036
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0034|G-970:c0058,beneficial_reversal,585,0.117,20.12570123127383,20.12570123127383,43.85679829120636,20.187722588043947,0.06202135677011604,G-970:c0003|G-970:c0034|G-970:c0058,547,104,602,G-000602.json,43.85679829120636
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0084,beneficial_reversal,199,0.0398,12.457042403107312,12.457042403107312,30.888601303100586,25.61899211224,13.161949709132688,G-970:c0003|G-970:c0034|G-970:c0058,166,101,431,G-000431.json,30.888601303100586
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0034|G-970:c0036,harmful_reversal,124,0.0248,-5.313165383473519,5.313165383473519,16.944699883461,3.489120172396783,8.802285555870302,G-970:c0003|G-970:c0034|G-970:c0058,79,101,412,G-000412.json,16.944699883461
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0084,harmful_reversal,123,0.0246,-6.325616291868008,6.325616291868008,22.370698630809784,8.453474779923758,14.779091071791765,G-970:c0003|G-970:c0034|G-970:c0058,105,103,802,G-000802.json,22.370698630809784
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0035|G-970:c0036,beneficial_reversal,108,0.0216,12.857560349283395,12.857560349283395,34.33520174026489,24.742572358361,11.885012009077602,G-970:c0003|G-970:c0034|G-970:c0058,95,101,173,G-000173.json,34.33520174026489
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0035|G-970:c0058,beneficial_reversal,86,0.0172,13.61766458389371,13.61766458389371,38.35179829597473,20.41906929847806,6.801404714584351,G-970:c0003|G-970:c0034|G-970:c0058,83,101,602,G-000602.json,38.35179829597473
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0035|G-970:c0036,harmful_reversal,75,0.015,-5.29260944724083,5.29260944724083,12.931801319122314,8.56769982735316,13.86030927459399,G-970:c0003|G-970:c0034|G-970:c0058,58,103,251,G-000251.json,12.931801319122314
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0035|G-970:c0058,harmful_reversal,23,0.0046,-5.3498517935690675,5.3498517935690675,15.384799599647522,2.8579828272695127,8.20783462083858,G-970:c0003|G-970:c0034|G-970:c0058,16,103,169,G-000169.json,15.384799599647522
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0085,beneficial_reversal,19,0.0038,7.2628627921405595,7.2628627921405595,15.749502301216125,19.60532077048954,12.342457978348984,G-970:c0003|G-970:c0034|G-970:c0058,14,103,672,G-000672.json,15.749502301216125
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0034|G-970:c0058,harmful_reversal,8,0.0016,-3.3485748767852783,3.3485748767852783,5.066299915313721,2.353787750005722,5.702362626791,G-970:c0000|G-970:c0005|G-970:c0034|G-970:c0083,5,101,169,G-000169.json,5.066299915313721
G-970,100,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0085,harmful_reversal,3,0.0006,-13.13416620095571,13.13416620095571,24.079899311065674,4.620200236638387,17.754366437594097,G-970:c0003|G-970:c0034|G-970:c0058,2,103,422,G-000422.json,24.079899311065674
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0034|G-970:c0036,beneficial_reversal,1132,0.2264,17.477230084500547,17.477230084500547,44.00159817934036,22.632173462017263,5.154943377516716,G-970:c0003|G-970:c0034|G-970:c0058,938,101,491,G-000491.json,44.00159817934036
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0034|G-970:c0058,beneficial_reversal,685,0.137,19.889871277034718,19.889871277034718,43.85679829120636,19.94472221418889,0.05485093715417124,G-970:c0003|G-970:c0034|G-970:c0058,643,104,602,G-000602.json,43.85679829120636
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0084,beneficial_reversal,242,0.0484,12.156438647961814,12.156438647961814,30.888601303100586,25.443437774565595,13.286999126603781,G-970:c0003|G-970:c0034|G-970:c0058,201,101,431,G-000431.json,30.888601303100586
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0034|G-970:c0036,harmful_reversal,159,0.0318,-5.257404428608012,5.257404428608012,16.944699883461,3.5101641705201105,8.767568599128124,G-970:c0003|G-970:c0034|G-970:c0058,101,101,412,G-000412.json,16.944699883461
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0084,harmful_reversal,144,0.0288,-6.10943618727227,6.10943618727227,16.25070059299469,8.531069373298022,14.640505560570293,G-970:c0003|G-970:c0034|G-970:c0058,124,101,283,G-000283.json,16.25070059299469
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0035|G-970:c0036,beneficial_reversal,121,0.0242,12.470218481850033,12.470218481850033,34.33520174026489,24.382392817538634,11.912174335688599,G-970:c0003|G-970:c0034|G-970:c0058,107,101,173,G-000173.json,34.33520174026489
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0035|G-970:c0058,beneficial_reversal,91,0.0182,13.521652176157458,13.521652176157458,38.35179829597473,20.167123697288744,6.645471521131285,G-970:c0003|G-970:c0034|G-970:c0058,88,101,602,G-000602.json,38.35179829597473
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0035|G-970:c0036,harmful_reversal,83,0.0166,-4.683944832847779,4.683944832847779,12.239399671554565,8.920312932456833,13.604257765304611,G-970:c0003|G-970:c0034|G-970:c0058,64,101,582,G-000582.json,12.239399671554565
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0005|G-970:c0006|G-970:c0085,beneficial_reversal,24,0.0048,6.146041075388591,6.146041075388591,14.897799611091614,18.6241202155749,12.47807914018631,G-970:c0003|G-970:c0034|G-970:c0058,19,102,630,G-000630.json,14.897799611091614
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0035|G-970:c0058,harmful_reversal,21,0.0042,-6.224465994607835,6.224465994607835,12.274999141693115,2.499619472594488,8.724085467202324,G-970:c0003|G-970:c0034|G-970:c0058,12,101,976,G-000976.json,12.274999141693115
G-970,500,G-970:c0000|G-970:c0028|G-970:c0080,G-970:c0003|G-970:c0034|G-970:c0058,harmful_reversal,10,0.002,-3.5666998624801636,3.5666998624801636,5.066299915313721,2.1811002492904663,5.74780011177063,G-970:c0000|G-970:c0028|G-970:c0080,5,101,169,G-000169.json,5.066299915313721
