topology_id,train_seed,train_size,audit_status,2stage_status,spoplus_status,evaluation_status,return_code,elapsed_seconds,job_output_dir,train_bank_path,eval_manifest_path,test_summary_path,test_mean_decision_gap_2stage,test_mean_decision_gap_spoplus,spoplus_improvement_gap,message,failure_reason
G-690,1,50,passed,success,success,success,0,108.702,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000001/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/train_banks/train_seed=000001.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000001/train_size=50/evaluation/metrics/test_summary.csv,1.541990592956543,1.541990592956543,0.0,success,
G-690,2,50,passed,success,success,success,0,77.900,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000002/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/train_banks/train_seed=000002.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000002/train_size=50/evaluation/metrics/test_summary.csv,1.541990592956543,1.541990592956543,0.0,success,
G-690,3,50,passed,success,success,success,0,152.136,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000003/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/train_banks/train_seed=000003.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000003/train_size=50/evaluation/metrics/test_summary.csv,1.541990592956543,1.541990592956543,0.0,success,
G-690,4,50,passed,success,success,success,0,79.242,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000004/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/train_banks/train_seed=000004.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000004/train_size=50/evaluation/metrics/test_summary.csv,1.541990592956543,1.541990592956543,0.0,success,
G-690,5,50,passed,success,success,success,0,104.072,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000005/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/train_banks/train_seed=000005.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-690/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-690/train_seed=000005/train_size=50/evaluation/metrics/test_summary.csv,1.541990592956543,1.541990592956543,0.0,success,
G-535,1,50,passed,success,success,success,0,398.666,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000001/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/train_banks/train_seed=000001.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000001/train_size=50/evaluation/metrics/test_summary.csv,0.6945332775115967,0.6805014886856079,0.01403178882598877,success,
G-535,2,50,passed,success,success,success,0,439.230,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000002/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/train_banks/train_seed=000002.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000002/train_size=50/evaluation/metrics/test_summary.csv,0.6945332775115967,0.6962508773803711,-0.0017175998687744142,success,
G-535,3,50,passed,success,success,success,0,126.714,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000003/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/train_banks/train_seed=000003.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000003/train_size=50/evaluation/metrics/test_summary.csv,0.6945332775115967,0.6740123882293702,0.020520889282226562,success,
G-535,4,50,passed,success,success,success,0,133.975,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000004/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/train_banks/train_seed=000004.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000004/train_size=50/evaluation/metrics/test_summary.csv,0.6931796760559082,0.6736760854721069,0.01950359058380127,success,
G-535,5,50,passed,success,success,success,0,124.945,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000005/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/train_banks/train_seed=000005.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-535/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-535/train_seed=000005/train_size=50/evaluation/metrics/test_summary.csv,0.6942206764221192,0.6727453861236572,0.021475290298461912,success,
G-658,1,50,passed,success,success,success,0,44.481,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000001/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/train_banks/train_seed=000001.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000001/train_size=50/evaluation/metrics/test_summary.csv,1.8438774118423462,1.7457816081047057,0.09809580373764037,success,
G-658,2,50,passed,success,success,success,0,49.212,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000002/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/train_banks/train_seed=000002.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000002/train_size=50/evaluation/metrics/test_summary.csv,1.8438774118423462,1.7370827031135558,0.10679470872879028,success,
G-658,3,50,passed,success,success,success,0,78.888,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000003/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/train_banks/train_seed=000003.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000003/train_size=50/evaluation/metrics/test_summary.csv,1.8426248111724854,1.734336298942566,0.10828851222991943,success,
G-658,4,50,passed,success,success,success,0,44.864,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000004/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/train_banks/train_seed=000004.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000004/train_size=50/evaluation/metrics/test_summary.csv,1.8426248111724854,1.8211573972702026,0.021467413902282715,success,
G-658,5,50,passed,success,success,success,0,51.821,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000005/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/train_banks/train_seed=000005.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-658/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-658/train_seed=000005/train_size=50/evaluation/metrics/test_summary.csv,1.8426248111724854,1.7410316071510314,0.10159320402145386,success,
G-805,1,50,passed,success,success,success,0,288.826,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000001/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/train_banks/train_seed=000001.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000001/train_size=50/evaluation/metrics/test_summary.csv,2.1207512884140014,0.9831262989044189,1.1376249895095825,success,
G-805,2,50,passed,success,success,success,0,281.391,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000002/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/train_banks/train_seed=000002.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000002/train_size=50/evaluation/metrics/test_summary.csv,2.2765871877670287,0.9810890998840333,1.2954980878829956,success,
G-805,3,50,passed,success,success,success,0,389.610,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000003/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/train_banks/train_seed=000003.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000003/train_size=50/evaluation/metrics/test_summary.csv,2.1999577894210813,0.9767568016052246,1.223200987815857,success,
G-805,4,50,passed,success,success,success,0,265.263,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000004/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/train_banks/train_seed=000004.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000004/train_size=50/evaluation/metrics/test_summary.csv,2.1736999883651733,0.9810890998840333,1.1926108884811402,success,
G-805,5,50,passed,success,success,success,0,237.010,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000005/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/train_banks/train_seed=000005.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-805/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-805/train_seed=000005/train_size=50/evaluation/metrics/test_summary.csv,2.1077910900115966,0.9810890998840333,1.1267019901275634,success,
G-118,1,50,passed,success,success,success,0,273.128,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000001/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/train_banks/train_seed=000001.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000001/train_size=50/evaluation/metrics/test_summary.csv,0.008423900604248047,0.008423900604248047,0.0,success,
G-118,2,50,passed,success,success,success,0,139.405,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000002/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/train_banks/train_seed=000002.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000002/train_size=50/evaluation/metrics/test_summary.csv,0.008423900604248047,0.008423900604248047,0.0,success,
G-118,3,50,passed,success,success,success,0,121.780,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000003/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/train_banks/train_seed=000003.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000003/train_size=50/evaluation/metrics/test_summary.csv,0.008423900604248047,0.008423900604248047,0.0,success,
G-118,4,50,passed,success,success,success,0,100.982,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000004/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/train_banks/train_seed=000004.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000004/train_size=50/evaluation/metrics/test_summary.csv,0.008423900604248047,0.008423900604248047,0.0,success,
G-118,5,50,passed,success,success,success,0,135.525,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000005/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/train_banks/train_seed=000005.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-118/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-118/train_seed=000005/train_size=50/evaluation/metrics/test_summary.csv,0.008423900604248047,0.008423900604248047,0.0,success,
G-227,1,50,passed,success,success,success,0,73.645,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000001/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/train_banks/train_seed=000001.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000001/train_size=50/evaluation/metrics/test_summary.csv,0.1644720058441162,0.1644720058441162,0.0,success,
G-227,2,50,passed,success,success,success,0,51.074,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000002/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/train_banks/train_seed=000002.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000002/train_size=50/evaluation/metrics/test_summary.csv,0.1644720058441162,0.1644720058441162,0.0,success,
G-227,3,50,passed,success,success,success,0,50.999,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000003/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/train_banks/train_seed=000003.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000003/train_size=50/evaluation/metrics/test_summary.csv,0.1644720058441162,0.1644720058441162,0.0,success,
G-227,4,50,passed,success,success,success,0,53.609,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000004/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/train_banks/train_seed=000004.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000004/train_size=50/evaluation/metrics/test_summary.csv,0.1644720058441162,0.1644720058441162,0.0,success,
G-227,5,50,passed,success,success,success,0,51.940,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000005/train_size=50,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/train_banks/train_seed=000005.npz,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/data/step2c_poly_d8_mult_eps050/G-227/eval/eval_manifest.json,/local1/fuweik/step3_screen_160x5_e3000_20260620/run/jobs/step2c_poly_d8_mult_eps050/G-227/train_seed=000005/train_size=50/evaluation/metrics/test_summary.csv,0.1644720058441162,0.1644720058441162,0.0,success,
