topology_id,source_path,num_vertices,num_pairs,num_ndds,num_arcs,max_cycle,max_chain,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_feasible_candidates,topology_hash,arc_order_hash,feasible_set_hash,template_path
G-10,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-10.json,25,20,5,27,3,4,0,0,0,22,22,a7bdb55c303d12b355713f7417d6bd9b925b25a83275abb0b43932b97257c205,5ce6ab9696db3eeb86a1a20f2e06cc0087a665152d49d22d3bb7f0cad1af62e7,c44ce426da82424cd0bdd1737fe5d9d7dd2d3ac60ba3a660f5fd1fb246cfad63,surrogate_experiment_results/Step3/pairs20/data/topologies/G-10/template.json
G-11,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-11.json,25,20,5,47,3,4,1,0,1,34,35,2ede06a67c5e7caac13258b44542931546bef6f898c61196bb0729a93bd9a05d,31d0c23ca00337f5ef030f333324dda29b028d2358628a5545a0f95e76ddbf42,3c9766b05a053c5f4282916efba6af3b00ad69b3827af5e463ddf67dde999bd2,surrogate_experiment_results/Step3/pairs20/data/topologies/G-11/template.json
G-12,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-12.json,25,20,5,50,3,4,0,0,0,40,40,605715a1d24bb9168ac6f17985567bf91985740b326aa5e6f41714206441416a,4e683feb986437255c99ae09ddd32d9632e3635f95c5804b2873cb81d3a69c72,375203695c8d4c3706b08f39e5ef1960e22976c165222aaaf9eb4d00d7c19546,surrogate_experiment_results/Step3/pairs20/data/topologies/G-12/template.json
G-13,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-13.json,25,20,5,45,3,4,1,1,2,32,34,6a373049c61a5e878483a2e359feaa418b5f1da402f5aa59028f3d6b35182b02,854562945c031966324b3ad29fa0c9a7987d54c482db683b5325eb8c53ae1ad1,d53c938555b0428a22a02d5ff320435f47e99120764def6a6ca3aff7476d492c,surrogate_experiment_results/Step3/pairs20/data/topologies/G-13/template.json
G-14,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-14.json,25,20,5,80,3,4,0,1,1,193,194,f5ec55e0dafa1a196755bf060e371ac476e7aead13b242eada54dd21774178c1,318f07f1af8e0f9d52387b58ee990eedb4339cee713cffe5bb40e8935ec28d92,f8471279b8504f711543e64a9bd780721c2d4ddddaa93ef57494ce1dc424f80a,surrogate_experiment_results/Step3/pairs20/data/topologies/G-14/template.json
G-15,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-15.json,25,20,5,40,3,4,2,0,2,49,51,b54f9ae0ad2af45230dd2aa359a88c469237977a8a809092a2b2a72ca398dc2e,6d13194be160017dc50b915fccd7c693aafab9a3a9cba3c5488c3f0370db6431,e1c04645fd473f11ac6dd9716d152515efe14780cf166bfbcdfa472c6c7dbe87,surrogate_experiment_results/Step3/pairs20/data/topologies/G-15/template.json
G-16,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-16.json,25,20,5,46,3,4,0,0,0,19,19,a62fd1ddd97dc034da8b52cb9345333102a60d737597ba9c44bdc242ac46ca57,fc941e6dea3bbd217278db5498dfbc35adb82a45f2e2d13a6257bed77ee6b2e6,ed7402a7bf44beddcbe7b1317f58598aa1ae1da806e69e54f4d0089c28fd1dae,surrogate_experiment_results/Step3/pairs20/data/topologies/G-16/template.json
G-17,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-17.json,25,20,5,26,3,4,0,0,0,17,17,e4c1660efc42618c26bd991e29481219299039f3528a019fa221fe484bb1916e,f17d653aeb28e421b628af7f68bcaf334ca9a11a973254ab7c99c0d5edd2eec1,fdca1c63ba65677af7676cfeb659b7e5a41526972bc8b4b16e6980fb228e4b7d,surrogate_experiment_results/Step3/pairs20/data/topologies/G-17/template.json
G-18,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-18.json,25,20,5,54,3,4,1,0,1,40,41,6ec7ac0deeed7ed7ab1412e697e172268a5b84906311e029eab2ccff4f12ed3d,00e05f169dbbb15a8d1a32cc9110cdcd7cc1c2712c5347d140191ff071bb9f07,3872208bc3005e736887ff3fd277b3b44e2c5bfab744839cc944dacf62351d67,surrogate_experiment_results/Step3/pairs20/data/topologies/G-18/template.json
G-19,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-19.json,25,20,5,21,3,4,0,0,0,13,13,c5cf3cef4f70f6d66708a66c70f272f38e4ee360ff0048d367ced667b3044d08,f4d74285000c7a3330d084d58718b1af6ada332d56dbb754a60579c82f599376,dbc942f23bd90113f757dd82720888fe76084aa27b5ca4770581faf971c60e89,surrogate_experiment_results/Step3/pairs20/data/topologies/G-19/template.json
G-20,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-20.json,25,20,5,36,3,4,1,0,1,33,34,978026026383f810bbf01ed425d793cf296e120c05a36228be0407e5b87c6dcc,da7f3bb50ec8369f0d1327b6fdf3464f81edcc7cf81dec366f5101b816c508af,6029141bf222750a41e72af93e58ba8c02501da185a06f5b588d53b5c2345374,surrogate_experiment_results/Step3/pairs20/data/topologies/G-20/template.json
G-21,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-21.json,25,20,5,50,3,4,3,4,7,102,109,5c87d71e056b609d7076e262e03d5edcb9520402b3e16661ce173d2b55c67e7c,3e3a42e6c47de305239bbb95c86936700c22f189ce30c2cb355cf769a3cf0bbb,eca09d898abc09c6d043a1bfbb64966b4a5141c6f49c34ad72e6155b1cbfac7c,surrogate_experiment_results/Step3/pairs20/data/topologies/G-21/template.json
G-22,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-22.json,25,20,5,53,3,4,1,0,1,44,45,3ca955ba6749f95ced0034ca86577875d8611d906139e114b82d13b31322e3f7,13db3a2435385bc6be697c56a0d328ffd1bc60b85f2b21467c8f15d8f7355614,916c1f5dda1b0fcf8ae0f5addef4c549c7398dd4eb04bbbed4e16d19e8fd3b5a,surrogate_experiment_results/Step3/pairs20/data/topologies/G-22/template.json
G-23,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-23.json,25,20,5,13,3,4,0,0,0,8,8,f3e9656a69ad37e6b25914e26af35802c66fc0734281290045eaf0145408bc84,0f9f2783efe4f3f75a3be811d746de0467597d049296b98b94862e62e17d4f23,f36255dfc7ff960cb6dca0dac94778b7e8149cf4aec05e30e9558ce6c3659fc5,surrogate_experiment_results/Step3/pairs20/data/topologies/G-23/template.json
G-24,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-24.json,25,20,5,44,3,4,1,0,1,94,95,bcd108c8df8acbbbfb3f00b618b3d5958e5d88ea6b17195d7ba7c24e39276915,2dd5111bc6575492671d3165466060bc8cf4cac160f73baf22bfbce8cc420e65,886016e8ef2df125594e6a64f6d7007f0990451423875262ed49f1425e5befa2,surrogate_experiment_results/Step3/pairs20/data/topologies/G-24/template.json
G-25,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-25.json,25,20,5,30,3,4,0,0,0,24,24,ebd87f2a6fd3d481ebba6fafbedadeee40ef3b16c48bd80865a8e4f5d6a5e71f,f5be44d5f0f6231f9a4de36a6a65110dd1afe5b405b1d6bc9bca6e0264187a28,11bbb2146a491f0976dbcc89da7d355b60bf9cf1f376e5a17e7eb39b4dc55869,surrogate_experiment_results/Step3/pairs20/data/topologies/G-25/template.json
G-26,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-26.json,25,20,5,55,3,4,2,2,4,122,126,8270f8d53fd042ffa290f2bde95cd6b29d4f7ed06d508d79fd14e07ba26727f6,574a6fddb052cf8ea853b902636f68e37d700c9a21cc655a302b484c9756cf1f,58f5c4f4a8b12e0a34a78891db33ecd579fac6e1520c84a94c8a30e25a85997c,surrogate_experiment_results/Step3/pairs20/data/topologies/G-26/template.json
G-27,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-27.json,25,20,5,40,3,4,1,0,1,13,14,b0de92eb359c11a7d402a7cf4416c6d9719c28b68f0747b2de5a219ff3d9f097,9f952705aaaa30eee94fc0b4ba1534e0a3aa3e543f4811161d78afe1b30a2f63,44058dae6f02bf2b6ab0017fc9e3f39c388add87a17b998fc07b361fe8613805,surrogate_experiment_results/Step3/pairs20/data/topologies/G-27/template.json
G-28,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-28.json,25,20,5,60,3,4,0,0,0,68,68,36155e55c660585af19d396c401947282558e5d5aa7f2f7ad65803ef09505262,6abec4f1a0a6456275f7f2b6637bc89b97a5979fb0ddc81a74366d07aae51a28,71b6c77f6bce80541be76cf15126244fd1675930ff6c528f27be72bae61122d0,surrogate_experiment_results/Step3/pairs20/data/topologies/G-28/template.json
G-29,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-29.json,25,20,5,44,3,4,1,0,1,63,64,95d0a322783621754abf13833402068e17c0f37cef0d75a113dc5775e5e7576b,47c6826decb5aac54a079d11a64c725c46ed7ff874407f5cefeff377d9861050,089dac947bc15bab326814b4753479c468e1e9f779eb99f4b629de5d7286ad71,surrogate_experiment_results/Step3/pairs20/data/topologies/G-29/template.json
G-30,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-30.json,25,20,5,38,3,4,0,0,0,35,35,6653cf59a0a8f2b081cb7bf4b33ea07e7664deb224dc36e853b2d5a3e3e0025e,842156927ab29467a3dc09e1a56d24cd2dc2bebc25547fc3c87e99ba3f194d2c,ebc97fa19e768dde02fd0f0d7b7dcf72853f736879c1d2746d3c73e816691162,surrogate_experiment_results/Step3/pairs20/data/topologies/G-30/template.json
G-31,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-31.json,25,20,5,31,3,4,0,0,0,15,15,5acd19492cd40ba8f15131a045a22a46febd27ef77f7cace602a0ed3654d6e0d,ea70dad8470b1e128f439f214e95a9e103c81ea26bdb5cddbc7b2594290ec166,6d9c53267ec0fd59d674dcdb31badda7afd5bf031147cb13f018455647881fb9,surrogate_experiment_results/Step3/pairs20/data/topologies/G-31/template.json
G-32,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-32.json,25,20,5,42,3,4,1,1,2,18,20,410de467ad9232b58597d1da3f76e29111542ea3656b3196614c1fbb3e0e1073,5fe614497b63a23548dd9a36cbaca8df2fed3271eebd2457bcfa917f92c029e5,258db61db895f50742c7ae93b0f97950afc08addf127af1f964d8457cd11a221,surrogate_experiment_results/Step3/pairs20/data/topologies/G-32/template.json
G-33,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-33.json,25,20,5,69,3,4,4,2,6,156,162,ec7667e067b78ac43fa287faf5cf74417a1efdf658f5203e5e2c308b93714d69,d61b37f569b0b9b711ad6642aa66536c74b65bc49009226cb2780100cf8b9b20,2a24665f7e0a51c439b4c868c2ba9af5f452a36d0204d05935f27cf9be02a50e,surrogate_experiment_results/Step3/pairs20/data/topologies/G-33/template.json
G-34,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-34.json,25,20,5,40,3,4,1,2,3,46,49,86218503a9e72e1d773fa15a62aa701577cf89f2aa408ea868bc373c3317abba,def17f8bac0045c64520cb6a52dddd900391a3b0a10eb82213aa08d6d318bf6b,c6f5511f014c110f7a5526954f973c2013ddc0fda359d474a969b4868676ede8,surrogate_experiment_results/Step3/pairs20/data/topologies/G-34/template.json
G-35,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-35.json,25,20,5,36,3,4,0,0,0,18,18,e3cadcecaacd2e2663e79878bc2e600b5e6749dc4fcb05f61e8965d875587f4e,d44b7e81d086d95305d5212e109ef2c54ee23b39980a4fe7d159ac777bbae46f,4436eaff2ec1bf6c78ff5da5cdceef01ad843f83b63008dbfe7ba494d2846134,surrogate_experiment_results/Step3/pairs20/data/topologies/G-35/template.json
G-36,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-36.json,25,20,5,54,3,4,0,0,0,65,65,67c878140dff86cb6706212868b47bdf9b9e554768ae58d6dbe87213365fee3f,ee849d35d6a04fc7de92cf4e7ef1c1a8e7b5710289e6520e35a2dd9143ded52d,10d1ec574a5087a0021ee218fafd3db24c323e30818a2b49f37e9597f48930fd,surrogate_experiment_results/Step3/pairs20/data/topologies/G-36/template.json
G-37,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-37.json,25,20,5,35,3,4,2,0,2,52,54,f438d0aa65ed343eb1cddaa4c61de3be8491fccc80824c93d11cf09d65a79d77,a68c2462aff99ab883e9e404e4fcb728ea0c815953af2032569cc1707d4c54ba,19e1189792de74873292bf6ee6cec05ed2877b7101a64154b7e7c0cd30ae9d57,surrogate_experiment_results/Step3/pairs20/data/topologies/G-37/template.json
G-38,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-38.json,25,20,5,53,3,4,1,1,2,82,84,bd9f92cd4120101d400acc294a4443e6c8d6a5f583f226462b6f03cc4c4dd9ff,534f459fb6632b6d5575fb63d9f9222d3a26493bc6aabcb0bd9734cc2c182fd6,2ca67fe82333b201c2c006e4bacfbdf859e50b6c6c43aeeb3b601b1e95b3ed91,surrogate_experiment_results/Step3/pairs20/data/topologies/G-38/template.json
G-39,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-39.json,25,20,5,51,3,4,0,0,0,27,27,6a86aeb63b75b349bba7b3196155b00c6b5cf8e824f16f2642bf8cc6d4718ab0,561473d48ff25617af1f16633a1e48b46cc5bb72797397c2b97f3feadfb37a81,bf4630f052d2ab6378ee8924aba8bb91097399b8500420db094235ca733d413b,surrogate_experiment_results/Step3/pairs20/data/topologies/G-39/template.json
G-40,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-40.json,25,20,5,39,3,4,0,0,0,19,19,5b742cecb9baa7be60e6dddd3ef04eb9bfe43224c5bbd95487b27beb64b82069,dfdff048571775acdd870d0d05c32f7579b7eb4c2ed85b61be615fac0c5030ae,5b5ea6e76124077ab4a68e9627ab5118003267feead152d78fb5ecfccefba0e7,surrogate_experiment_results/Step3/pairs20/data/topologies/G-40/template.json
G-41,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-41.json,25,20,5,39,3,4,0,1,1,37,38,9e8e67f1ac3b609b2da1b2365f0ad4cd4ce444e6235ce6429f534f9908d90ccd,df1b2982ae03b0acf8dffd6fd07d75dff71cf3103b3ccd900a99ee07df92baaa,fad15ec8aeba905e0073422992c7850456629405e08bc6a7561b839d11d7d384,surrogate_experiment_results/Step3/pairs20/data/topologies/G-41/template.json
G-42,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-42.json,25,20,5,37,3,4,2,1,3,57,60,7bb086c49a4f38f13bc65f63cf33114636b07216b7b06503ef3af50a135f1c48,b37769f5b0df9ef6950dd79c83041e13bb93a5b15ded54730f6296c346ab8717,89076b179dd0ffdedf147434e347d8327383a6917bcecc35b411591958f62900,surrogate_experiment_results/Step3/pairs20/data/topologies/G-42/template.json
G-43,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-43.json,25,20,5,29,3,4,0,0,0,21,21,b1314ae4f46dac806adbb6f80a53daa374f4df05f3c8d9ab991816c01f3e10d6,bb6ce51031ad7fd2694d86cf931b312ae3afd99893e8dd048d28d9660a38f716,33a7b3d1f6b2d8d5b323df0bf262bee3f674e8ee35504b073b66dce3de5c8888,surrogate_experiment_results/Step3/pairs20/data/topologies/G-43/template.json
G-44,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-44.json,25,20,5,59,3,4,0,0,0,36,36,5f58579962c1865a92c6bbdb543e02d44539dec6e55cf6cbae363bea36272cac,31b3c045f1b31415ec02181ad3dd173a873a062989579e8fa1a48a7016045b01,836fcac97a440b8d830fb7dcf1d5856debaba34c7f08a08cddd23a2697003f52,surrogate_experiment_results/Step3/pairs20/data/topologies/G-44/template.json
G-45,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-45.json,25,20,5,38,3,4,1,0,1,36,37,a18aaec54895e4690163e97eafca8d2e2c16af0156bb6cafb5d1455b5ce87c0b,c50a68f51c2d03c0437db9275f1749f65b3a056b12fe1554a16accfdff8efd9b,0d1472633b161caffcbd437256ad621ff258efaeae818fa316f41c8e96689179,surrogate_experiment_results/Step3/pairs20/data/topologies/G-45/template.json
G-46,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-46.json,25,20,5,26,3,4,1,2,3,26,29,4055d778753e8e0ffae5c9f446dacaf0d61809f708f269f240d072a9f28006d0,ed4b998fb3f57eac583c6af0751dd86a24af6d4e3766ed0ff6b246e316181179,1bdaafc9e7cce815a818b533491aa81ef64e82d53ab44e5d0b0c6f5a850995a5,surrogate_experiment_results/Step3/pairs20/data/topologies/G-46/template.json
G-47,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-47.json,25,20,5,49,3,4,0,0,0,60,60,18666d824f15da40025577a400beb1e017e13fd31bf00f6fd5edda92873bc699,7454e8e71cde448d8d0f46334cce3779e7d50286d0d01d86fb2acca511eb8f1b,8cf51457e43d920b6b32baebd6b29d4afd95ab4e7df1e6d223a17a70c94067ec,surrogate_experiment_results/Step3/pairs20/data/topologies/G-47/template.json
G-48,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-48.json,25,20,5,19,3,4,0,0,0,20,20,4b1b4ef0677672035c00fd544873a15fb819daa1dcaf0ba5feec96a980effce2,2c855122c1679fd0b62907627c7c8f2bbe4dd27d61fccd4ee97b81892960e165,b05d59ccb9046d924a59b853449d92cfeb17ccebf73eb8e923163d937f9b8e1e,surrogate_experiment_results/Step3/pairs20/data/topologies/G-48/template.json
G-49,dataset/processed/step3_pairs20_step2c_poly_d8_mult_eps050_seed20260619/G-49.json,25,20,5,31,3,4,0,0,0,15,15,73b0f4abdb60c7d86947275ea5f88f4ae10cfe6afcf7269fcc795ed8c3646efe,6b4535283f70870bfd9f9ba3b0d763dd6c8386ef79c6cb851ab14016005b955e,23618145af42ffeef95c7eb54e97961d19aa60f65d391937144603552786ed10,surrogate_experiment_results/Step3/pairs20/data/topologies/G-49/template.json
