topology_id,topology_hash,arc_order_hash,feasible_set_hash
G-19,c5cf3cef4f70f6d66708a66c70f272f38e4ee360ff0048d367ced667b3044d08,f4d74285000c7a3330d084d58718b1af6ada332d56dbb754a60579c82f599376,dbc942f23bd90113f757dd82720888fe76084aa27b5ca4770581faf971c60e89
G-20,978026026383f810bbf01ed425d793cf296e120c05a36228be0407e5b87c6dcc,da7f3bb50ec8369f0d1327b6fdf3464f81edcc7cf81dec366f5101b816c508af,6029141bf222750a41e72af93e58ba8c02501da185a06f5b588d53b5c2345374
G-21,5c87d71e056b609d7076e262e03d5edcb9520402b3e16661ce173d2b55c67e7c,3e3a42e6c47de305239bbb95c86936700c22f189ce30c2cb355cf769a3cf0bbb,eca09d898abc09c6d043a1bfbb64966b4a5141c6f49c34ad72e6155b1cbfac7c
G-22,3ca955ba6749f95ced0034ca86577875d8611d906139e114b82d13b31322e3f7,13db3a2435385bc6be697c56a0d328ffd1bc60b85f2b21467c8f15d8f7355614,916c1f5dda1b0fcf8ae0f5addef4c549c7398dd4eb04bbbed4e16d19e8fd3b5a
G-23,f3e9656a69ad37e6b25914e26af35802c66fc0734281290045eaf0145408bc84,0f9f2783efe4f3f75a3be811d746de0467597d049296b98b94862e62e17d4f23,f36255dfc7ff960cb6dca0dac94778b7e8149cf4aec05e30e9558ce6c3659fc5
G-24,bcd108c8df8acbbbfb3f00b618b3d5958e5d88ea6b17195d7ba7c24e39276915,2dd5111bc6575492671d3165466060bc8cf4cac160f73baf22bfbce8cc420e65,886016e8ef2df125594e6a64f6d7007f0990451423875262ed49f1425e5befa2
G-25,ebd87f2a6fd3d481ebba6fafbedadeee40ef3b16c48bd80865a8e4f5d6a5e71f,f5be44d5f0f6231f9a4de36a6a65110dd1afe5b405b1d6bc9bca6e0264187a28,11bbb2146a491f0976dbcc89da7d355b60bf9cf1f376e5a17e7eb39b4dc55869
G-26,8270f8d53fd042ffa290f2bde95cd6b29d4f7ed06d508d79fd14e07ba26727f6,574a6fddb052cf8ea853b902636f68e37d700c9a21cc655a302b484c9756cf1f,58f5c4f4a8b12e0a34a78891db33ecd579fac6e1520c84a94c8a30e25a85997c
G-27,b0de92eb359c11a7d402a7cf4416c6d9719c28b68f0747b2de5a219ff3d9f097,9f952705aaaa30eee94fc0b4ba1534e0a3aa3e543f4811161d78afe1b30a2f63,44058dae6f02bf2b6ab0017fc9e3f39c388add87a17b998fc07b361fe8613805
G-28,36155e55c660585af19d396c401947282558e5d5aa7f2f7ad65803ef09505262,6abec4f1a0a6456275f7f2b6637bc89b97a5979fb0ddc81a74366d07aae51a28,71b6c77f6bce80541be76cf15126244fd1675930ff6c528f27be72bae61122d0
G-29,95d0a322783621754abf13833402068e17c0f37cef0d75a113dc5775e5e7576b,47c6826decb5aac54a079d11a64c725c46ed7ff874407f5cefeff377d9861050,089dac947bc15bab326814b4753479c468e1e9f779eb99f4b629de5d7286ad71
G-30,6653cf59a0a8f2b081cb7bf4b33ea07e7664deb224dc36e853b2d5a3e3e0025e,842156927ab29467a3dc09e1a56d24cd2dc2bebc25547fc3c87e99ba3f194d2c,ebc97fa19e768dde02fd0f0d7b7dcf72853f736879c1d2746d3c73e816691162
G-31,5acd19492cd40ba8f15131a045a22a46febd27ef77f7cace602a0ed3654d6e0d,ea70dad8470b1e128f439f214e95a9e103c81ea26bdb5cddbc7b2594290ec166,6d9c53267ec0fd59d674dcdb31badda7afd5bf031147cb13f018455647881fb9
G-32,410de467ad9232b58597d1da3f76e29111542ea3656b3196614c1fbb3e0e1073,5fe614497b63a23548dd9a36cbaca8df2fed3271eebd2457bcfa917f92c029e5,258db61db895f50742c7ae93b0f97950afc08addf127af1f964d8457cd11a221
G-33,ec7667e067b78ac43fa287faf5cf74417a1efdf658f5203e5e2c308b93714d69,d61b37f569b0b9b711ad6642aa66536c74b65bc49009226cb2780100cf8b9b20,2a24665f7e0a51c439b4c868c2ba9af5f452a36d0204d05935f27cf9be02a50e
G-34,86218503a9e72e1d773fa15a62aa701577cf89f2aa408ea868bc373c3317abba,def17f8bac0045c64520cb6a52dddd900391a3b0a10eb82213aa08d6d318bf6b,c6f5511f014c110f7a5526954f973c2013ddc0fda359d474a969b4868676ede8
G-35,e3cadcecaacd2e2663e79878bc2e600b5e6749dc4fcb05f61e8965d875587f4e,d44b7e81d086d95305d5212e109ef2c54ee23b39980a4fe7d159ac777bbae46f,4436eaff2ec1bf6c78ff5da5cdceef01ad843f83b63008dbfe7ba494d2846134
G-36,67c878140dff86cb6706212868b47bdf9b9e554768ae58d6dbe87213365fee3f,ee849d35d6a04fc7de92cf4e7ef1c1a8e7b5710289e6520e35a2dd9143ded52d,10d1ec574a5087a0021ee218fafd3db24c323e30818a2b49f37e9597f48930fd
G-37,f438d0aa65ed343eb1cddaa4c61de3be8491fccc80824c93d11cf09d65a79d77,a68c2462aff99ab883e9e404e4fcb728ea0c815953af2032569cc1707d4c54ba,19e1189792de74873292bf6ee6cec05ed2877b7101a64154b7e7c0cd30ae9d57
G-38,bd9f92cd4120101d400acc294a4443e6c8d6a5f583f226462b6f03cc4c4dd9ff,534f459fb6632b6d5575fb63d9f9222d3a26493bc6aabcb0bd9734cc2c182fd6,2ca67fe82333b201c2c006e4bacfbdf859e50b6c6c43aeeb3b601b1e95b3ed91
G-39,6a86aeb63b75b349bba7b3196155b00c6b5cf8e824f16f2642bf8cc6d4718ab0,561473d48ff25617af1f16633a1e48b46cc5bb72797397c2b97f3feadfb37a81,bf4630f052d2ab6378ee8924aba8bb91097399b8500420db094235ca733d413b
G-40,5b742cecb9baa7be60e6dddd3ef04eb9bfe43224c5bbd95487b27beb64b82069,dfdff048571775acdd870d0d05c32f7579b7eb4c2ed85b61be615fac0c5030ae,5b5ea6e76124077ab4a68e9627ab5118003267feead152d78fb5ecfccefba0e7
G-41,9e8e67f1ac3b609b2da1b2365f0ad4cd4ce444e6235ce6429f534f9908d90ccd,df1b2982ae03b0acf8dffd6fd07d75dff71cf3103b3ccd900a99ee07df92baaa,fad15ec8aeba905e0073422992c7850456629405e08bc6a7561b839d11d7d384
G-42,7bb086c49a4f38f13bc65f63cf33114636b07216b7b06503ef3af50a135f1c48,b37769f5b0df9ef6950dd79c83041e13bb93a5b15ded54730f6296c346ab8717,89076b179dd0ffdedf147434e347d8327383a6917bcecc35b411591958f62900
G-43,b1314ae4f46dac806adbb6f80a53daa374f4df05f3c8d9ab991816c01f3e10d6,bb6ce51031ad7fd2694d86cf931b312ae3afd99893e8dd048d28d9660a38f716,33a7b3d1f6b2d8d5b323df0bf262bee3f674e8ee35504b073b66dce3de5c8888
G-44,5f58579962c1865a92c6bbdb543e02d44539dec6e55cf6cbae363bea36272cac,31b3c045f1b31415ec02181ad3dd173a873a062989579e8fa1a48a7016045b01,836fcac97a440b8d830fb7dcf1d5856debaba34c7f08a08cddd23a2697003f52
G-45,a18aaec54895e4690163e97eafca8d2e2c16af0156bb6cafb5d1455b5ce87c0b,c50a68f51c2d03c0437db9275f1749f65b3a056b12fe1554a16accfdff8efd9b,0d1472633b161caffcbd437256ad621ff258efaeae818fa316f41c8e96689179
G-46,4055d778753e8e0ffae5c9f446dacaf0d61809f708f269f240d072a9f28006d0,ed4b998fb3f57eac583c6af0751dd86a24af6d4e3766ed0ff6b246e316181179,1bdaafc9e7cce815a818b533491aa81ef64e82d53ab44e5d0b0c6f5a850995a5
G-47,18666d824f15da40025577a400beb1e017e13fd31bf00f6fd5edda92873bc699,7454e8e71cde448d8d0f46334cce3779e7d50286d0d01d86fb2acca511eb8f1b,8cf51457e43d920b6b32baebd6b29d4afd95ab4e7df1e6d223a17a70c94067ec
G-48,4b1b4ef0677672035c00fd544873a15fb819daa1dcaf0ba5feec96a980effce2,2c855122c1679fd0b62907627c7c8f2bbe4dd27d61fccd4ee97b81892960e165,b05d59ccb9046d924a59b853449d92cfeb17ccebf73eb8e923163d937f9b8e1e
G-49,73b0f4abdb60c7d86947275ea5f88f4ae10cfe6afcf7269fcc795ed8c3646efe,6b4535283f70870bfd9f9ba3b0d763dd6c8386ef79c6cb851ab14016005b955e,23618145af42ffeef95c7eb54e97961d19aa60f65d391937144603552786ed10
