topology_id,num_vertices,num_pairs,num_ndds,num_arcs,num_exchange_candidates,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_chains_len1,num_chains_len2,num_chains_len3,num_chains_len4,candidate_conflict_density,mean_conflict_degree,max_conflict_degree,largest_conflict_component_fraction,fraction_vertices_in_any_candidate,mean_candidates_per_vertex,max_candidates_per_vertex,num_label_seeds,num_distinct_oracle_solutions,oracle_solution_entropy,dominant_oracle_solution_fraction,mean_pairwise_oracle_jaccard,mean_oracle_objective,median_oracle_objective,mean_top1_top2_margin,median_top1_top2_margin,mean_top1_top5_margin,median_top1_top5_margin,fraction_linear_proxy_differs_from_oracle,mean_linear_proxy_gap_to_oracle,median_linear_proxy_gap_to_oracle,mean_linear_proxy_normalized_gap_to_oracle,median_linear_proxy_normalized_gap_to_oracle,mean_linear_proxy_jaccard_with_oracle
G-10,22,20,2,28,6,0,0,0,6,4,2,0,0,0.8666666666666667,4.333333333333333,5,1.0,0.18181818181818182,0.6363636363636364,4,100,2,0.056001534354847345,0.99,0.9866666666666667,17.645699,17.3997,3.660934,3.84145,13.40025,13.1163,0.01,0.00698599999999999,0.0,0.0005181839085575254,0.0,0.9933333333333333
G-11,22,20,2,46,20,1,2,3,17,3,4,4,6,0.9105263157894737,17.3,19,1.0,0.45454545454545453,3.272727272727273,18,100,2,0.5139566706172256,0.79,0.8882828282828282,60.184192,60.8172,3.524005,3.3608999999999973,10.499801,9.712150000000001,0.21,0.5486269999999999,0.0,0.00994343448841161,0.0,0.9299999999999999
G-12,22,20,2,22,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0.5,0.18181818181818182,0.18181818181818182,1,100,1,0.0,1.0,1.0,18.223926,18.467799999999997,5.361147,5.3535499999999985,,,0.0,0.0,0.0,0.0,0.0,1.0
G-13,22,20,2,41,6,0,0,0,6,6,0,0,0,0.5333333333333333,2.6666666666666665,3,1.0,0.2727272727272727,0.5454545454545454,3,100,1,0.0,1.0,1.0,17.410659,17.2897,4.221169,3.9235999999999995,10.322572,10.192350000000001,0.0,0.0,0.0,0.0,0.0,1.0
G-14,22,20,2,62,234,5,3,8,226,10,22,60,134,0.884413631194747,206.06837606837607,231,1.0,0.7272727272727273,46.13636363636363,160,100,10,1.8567887352112245,0.27,0.4626731878242573,114.30941299999999,115.32955,2.7264759999999986,2.6665999999999954,6.439996999999999,6.295000000000002,0.93,20.514130999999995,19.49174999999999,0.17404017896671253,0.17742324748883737,0.34713186813186814
G-15,22,20,2,32,7,0,0,0,7,4,3,0,0,0.6666666666666666,4.0,5,1.0,0.2727272727272727,0.7727272727272727,5,100,1,0.0,1.0,1.0,50.660666,50.07455,7.6636999999999995,7.176449999999999,14.108305,14.629100000000005,0.0,0.0,0.0,0.0,0.0,1.0
G-16,22,20,2,21,7,0,0,0,7,5,2,0,0,0.5714285714285714,3.4285714285714284,5,1.0,0.3181818181818182,0.7272727272727273,5,100,4,0.8176782815532702,0.67,0.6453535353535353,32.344525,33.256550000000004,2.8378539999999997,2.5772999999999993,8.830887,9.0732,0.33,0.8572150000000002,0.0,0.026265919869466817,0.0,0.755
G-17,22,20,2,48,35,2,0,2,33,5,11,10,7,0.9243697478991597,31.428571428571427,34,1.0,0.45454545454545453,5.545454545454546,29,100,4,0.4762427132355146,0.86,0.8914208754208754,38.026699,37.819399999999995,1.2017440000000004,0.9865999999999993,2.352177,2.3134499999999996,0.14,0.04600600000000003,0.0,0.0012997152966334306,0.0,0.9386666666666666
G-18,22,20,2,23,7,1,0,1,6,2,4,0,0,0.7619047619047619,4.571428571428571,6,1.0,0.3181818181818182,0.8181818181818182,6,100,3,0.8766096761963001,0.5,0.5874747474747475,22.934744,23.43305,0.5985659999999999,0.589599999999999,6.574051,5.910949999999999,0.5,2.222993,0.1391000000000009,0.09361819468283476,0.0066385724444360025,0.618
G-19,22,20,2,22,7,0,0,0,7,4,2,1,0,0.8095238095238095,4.857142857142857,6,1.0,0.3181818181818182,0.8181818181818182,6,100,2,0.22696752250060448,0.94,0.9145454545454546,29.470552,29.76775,6.37688,6.073,13.190488,12.8062,0.06,0.08479800000000004,0.0,0.004021403490913729,0.0,0.955
G-20,22,20,2,48,39,0,0,0,39,13,20,6,0,0.7017543859649122,26.666666666666668,33,1.0,0.5909090909090909,5.0,28,100,1,0.0,1.0,1.0,82.787251,83.5531,4.697068,4.887999999999998,22.354873,22.879,1.0,23.2959,24.532049999999998,0.28122843842352196,0.2902513623164069,0.5
G-21,22,20,2,37,27,0,0,0,27,9,9,5,4,0.7207977207977208,18.74074074074074,23,1.0,0.5,3.8636363636363638,17,100,7,1.2524163202633891,0.55,0.5274539041205708,44.270102,43.71085,1.8923560000000004,1.7344500000000025,5.494655000000001,4.883600000000001,0.45,2.207494,0.0,0.049126965870347934,0.0,0.6419444444444444
G-22,22,20,2,36,7,1,0,1,6,6,0,0,0,0.38095238095238093,2.2857142857142856,3,0.8571428571428571,0.36363636363636365,0.6363636363636364,3,100,2,0.5623351446188083,0.75,0.8484848484848485,12.088728,12.093200000000001,0.3768680000000001,0.34304999999999986,3.541881,3.579500000000001,0.25,0.06335699999999996,0.0,0.00525034683966762,0.0,0.9
G-23,22,20,2,24,14,1,2,3,11,4,2,3,2,0.7912087912087912,10.285714285714286,12,0.9285714285714286,0.36363636363636365,2.0,10,100,3,0.19043755351892533,0.96,0.9693217893217894,39.86306,38.565999999999995,1.360164,1.3565499999999986,3.689917,3.511199999999997,0.04,0.0015379999999999327,0.0,4.175201747883793e-05,0.0,0.9842857142857143
G-24,22,20,2,25,6,0,0,0,6,6,0,0,0,0.5333333333333333,2.6666666666666665,4,1.0,0.3181818181818182,0.5454545454545454,4,100,3,1.0967198394695579,0.36,0.403030303030303,27.058802,27.33115,2.4147779999999996,1.6241500000000002,8.265098,7.82375,0.67,4.782767,3.27355,0.1632686433789966,0.13505252768575723,0.33
G-25,22,20,2,34,22,1,2,3,19,3,5,7,4,0.9134199134199135,19.181818181818183,21,1.0,0.4090909090909091,3.5,20,100,3,0.6545528941215167,0.73,0.8544781144781145,35.12882,34.937200000000004,0.6073190000000002,0.488800000000003,7.5483389999999995,7.474300000000001,0.27,0.10032600000000003,0.0,0.0029230930976099265,0.0,0.9052380952380952
G-26,22,20,2,40,32,1,0,1,31,6,10,10,5,0.9133064516129032,28.3125,30,1.0,0.5,4.954545454545454,30,100,3,0.6155425673612083,0.81,0.768023088023088,66.004339,65.35735,1.0375679999999992,1.0744000000000007,11.005325,10.657699999999995,0.19,0.7181180000000003,0.0,0.012368181315547951,0.0,0.8644444444444445
G-27,22,20,2,23,11,0,0,0,11,5,4,2,0,0.7636363636363637,7.636363636363637,10,1.0,0.36363636363636365,1.3636363636363635,8,100,3,0.33169443082122596,0.92,0.8761346801346801,46.414066,44.74905,4.560652,4.610549999999996,12.654877,12.340149999999998,0.08,0.16340899999999997,0.0,0.004036216048255931,0.0,0.9343333333333333
G-28,22,20,2,30,18,0,0,0,18,6,5,4,3,0.7777777777777778,13.222222222222221,17,1.0,0.4090909090909091,2.6363636363636362,12,100,2,0.6534181947937018,0.64,0.7672727272727272,70.799963,70.49275,1.0288789999999999,1.0491499999999974,4.107567,3.753349999999994,0.64,1.5999009999999994,1.2615000000000052,0.022291116972875644,0.01633064733898223,0.68
G-29,22,20,2,39,6,1,0,1,5,5,0,0,0,0.4,2.0,3,0.8333333333333334,0.3181818181818182,0.5454545454545454,3,100,1,0.0,1.0,1.0,38.264031,37.6656,5.816838000000001,5.670050000000002,13.111746,13.18345,0.0,0.0,0.0,0.0,0.0,1.0
G-30,22,20,2,34,22,0,1,1,21,7,7,3,4,0.5497835497835498,11.545454545454545,17,1.0,0.5454545454545454,3.1818181818181817,13,100,10,2.0229551024662302,0.22,0.516890251723585,46.778856,46.143649999999994,1.026303,0.7518999999999991,2.72625,2.526500000000002,0.83,2.999549,2.608249999999998,0.0646972496802027,0.057258367103189836,0.5369166666666667
G-31,22,20,2,44,40,3,1,4,36,4,6,17,9,0.9115384615384615,35.55,39,1.0,0.4090909090909091,6.7272727272727275,28,100,2,0.13474216817976675,0.97,0.9664069264069264,52.423797,53.699749999999995,1.3447289999999987,1.3425000000000047,6.733627,6.564700000000002,0.03,0.044134999999999994,0.0,0.0009791851207279084,0.0,0.9828571428571429
G-32,22,20,2,27,6,0,0,0,6,4,1,1,0,0.4666666666666667,2.3333333333333335,3,1.0,0.3181818181818182,0.6818181818181818,3,100,2,0.6923469670899615,0.52,0.6974545454545454,32.538182,33.29845,2.678972,1.6710499999999993,10.634903,10.9829,0.52,2.031621,0.07604999999999862,0.061433886328765,0.0026118775491965575,0.6880000000000001
G-33,22,20,2,46,19,1,0,1,18,4,6,4,4,0.9122807017543859,16.42105263157895,18,1.0,0.4090909090909091,2.909090909090909,14,100,1,0.0,1.0,1.0,95.270599,93.64035000000001,5.408752999999999,5.240099999999998,13.990075000000001,14.289550000000006,0.0,0.0,0.0,0.0,0.0,1.0
G-34,22,20,2,36,4,0,0,0,4,4,0,0,0,0.6666666666666666,2.0,2,1.0,0.18181818181818182,0.36363636363636365,2,100,1,0.0,1.0,1.0,4.10077,4.124750000000001,0.09659500000000003,0.09660000000000024,4.004175,4.0088,0.0,0.0,0.0,0.0,0.0,1.0
G-35,22,20,2,22,6,0,0,0,6,4,2,0,0,0.5333333333333333,2.6666666666666665,4,1.0,0.3181818181818182,0.6363636363636364,4,100,2,0.5004024235381879,0.8,0.7414141414141414,16.875141,16.85685,1.100648,1.058399999999999,5.507156,5.5935999999999995,0.2,0.311639,0.0,0.019652890157016312,0.0,0.84
G-36,22,20,2,30,15,0,0,0,15,9,5,1,0,0.5904761904761905,8.266666666666667,12,1.0,0.5454545454545454,1.6818181818181819,10,100,4,0.9007977398794142,0.67,0.638020202020202,51.284625,51.576449999999994,3.256158,2.9894000000000034,5.975035,5.624499999999999,0.33,1.4452280000000002,0.0,0.02964776483523128,0.0,0.774
G-37,22,20,2,54,50,2,4,6,44,3,6,12,23,0.8530612244897959,41.8,49,1.0,0.5909090909090909,9.227272727272727,34,100,3,0.15383759322861115,0.97,0.9742234465870829,103.515108,102.1283,7.549551000000001,7.5822999999999965,15.799939,16.2177,0.03,0.04983399999999975,0.0,0.0005535706557742836,0.0,0.9869696969696969
G-38,22,20,2,45,23,0,0,0,23,7,9,5,2,0.6521739130434783,14.347826086956522,18,1.0,0.5,3.227272727272727,16,100,6,1.5457992434153576,0.32,0.5335497835497836,63.637455,63.88795,1.1366610000000001,1.112999999999996,3.3281340000000004,3.030150000000006,0.79,2.68382,1.6347999999999985,0.04256649913003563,0.027598996460133605,0.5439285714285714
G-39,22,20,2,27,13,0,0,0,13,4,3,4,2,0.8461538461538461,10.153846153846153,11,0.9230769230769231,0.36363636363636365,1.9545454545454546,12,100,1,0.0,1.0,1.0,62.776996,63.01390000000001,2.2166920000000006,2.2147000000000006,13.596007,14.171199999999999,0.0,0.0,0.0,0.0,0.0,1.0
G-40,22,20,2,37,17,0,0,0,17,5,5,4,3,0.8235294117647058,13.176470588235293,15,1.0,0.45454545454545453,2.5454545454545454,15,100,2,0.056001534354847345,0.99,0.9885714285714285,51.308892,51.1674,2.490846,2.3019999999999996,5.282705999999999,4.908150000000003,0.01,0.002027999999999963,0.0,4.2194795143020454e-05,0.0,0.9942857142857143
G-41,22,20,2,33,7,1,0,1,6,2,2,2,0,0.7619047619047619,4.571428571428571,6,1.0,0.3181818181818182,0.9090909090909091,6,100,3,0.6176576494437516,0.81,0.8061818181818182,43.646369,42.72539999999999,0.7871680000000001,0.7020499999999998,2.705574,2.813550000000003,0.19,0.0595430000000001,0.0,0.0016820421595973463,0.0,0.886
G-42,22,20,2,35,14,0,1,1,13,7,3,2,1,0.8131868131868132,10.571428571428571,12,0.9285714285714286,0.45454545454545453,1.7727272727272727,12,100,2,0.13474216817976675,0.97,0.9664069264069264,19.359759,19.015349999999998,0.39766200000000007,0.41610000000000014,4.905161,4.549849999999999,0.03,0.01099400000000001,0.0,0.0006188589234646776,0.0,0.9828571428571429
G-43,22,20,2,40,5,1,0,1,4,2,2,0,0,0.7,2.8,4,1.0,0.22727272727272727,0.5454545454545454,4,100,2,0.6191006644255871,0.69,0.6759090909090909,18.133629,17.9881,2.960203,2.2013500000000006,8.856104,8.794150000000002,0.69,2.844654,2.2013500000000006,0.14865787774460765,0.12429811640805347,0.4825
G-44,22,20,2,40,34,1,1,2,32,5,5,9,13,0.8502673796791443,28.058823529411764,32,0.9705882352941176,0.5454545454545454,5.954545454545454,26,100,4,0.8794438999298547,0.51,0.8129573512906846,69.553992,69.97710000000001,1.5667349999999995,1.2791499999999942,7.379193999999999,7.209600000000002,0.56,0.8931750000000009,0.3425499999999957,0.012983572681350409,0.0048043756351141735,0.8161111111111111
G-45,22,20,2,32,9,0,0,0,9,3,6,0,0,0.5,4.0,5,0.6666666666666666,0.45454545454545453,1.0909090909090908,6,100,2,0.167944147734173,0.96,0.9534545454545454,38.625877,38.9276,2.830454,2.607000000000003,4.484183,4.481749999999998,0.04,0.14902900000000005,0.0,0.004612033077860959,0.0,0.976
G-46,22,20,2,20,9,1,1,2,7,3,1,1,2,0.6944444444444444,5.555555555555555,7,0.8888888888888888,0.36363636363636365,1.2727272727272727,6,100,2,0.25363894692169137,0.93,0.9248484848484848,43.140969,42.5773,2.895665,2.8913999999999938,10.102341000000001,10.817349999999998,0.93,7.506355,8.006650000000002,0.16903707091471312,0.18683680378910372,0.4685714285714285
G-47,22,20,2,31,8,1,0,1,7,3,4,0,0,0.7857142857142857,5.5,7,1.0,0.3181818181818182,0.9090909090909091,6,100,4,1.1306110430243503,0.44,0.448989898989899,31.916286,31.607950000000002,2.408004,2.03285,9.118442,8.063499999999998,0.56,3.6407040000000004,1.5889999999999986,0.11350979713561578,0.05371466097000843,0.52
G-48,22,20,2,39,3,0,1,1,2,2,0,0,0,0.3333333333333333,0.6666666666666666,1,0.6666666666666666,0.2727272727272727,0.3181818181818182,2,100,1,0.0,1.0,1.0,30.431309,30.6266,9.336562,9.67305,28.747434000000002,28.967950000000002,0.0,0.0,0.0,0.0,0.0,1.0
G-49,22,20,2,40,3,0,0,0,3,3,0,0,0,0.6666666666666666,1.3333333333333333,2,1.0,0.18181818181818182,0.2727272727272727,2,100,1,0.0,1.0,1.0,6.88888,6.90435,4.566501,4.95585,6.88888,6.90435,0.0,0.0,0.0,0.0,0.0,1.0
G-50,22,20,2,49,16,1,0,1,15,4,6,4,1,0.825,12.375,15,1.0,0.36363636363636365,2.227272727272727,12,100,3,0.6043211815523516,0.75,0.6811111111111111,31.4897,30.962049999999998,3.7397839999999998,3.858299999999998,8.647192,8.4499,0.76,5.760343,5.193299999999999,0.17125780801528898,0.165075250341092,0.36833333333333335
G-51,22,20,2,40,27,0,0,0,27,10,7,6,4,0.7207977207977208,18.74074074074074,24,1.0,0.45454545454545453,3.8636363636363638,15,100,4,0.571130696386872,0.83,0.8512698412698413,69.25337999999999,69.2936,3.779597,3.4967499999999916,5.673572000000001,5.590350000000001,0.97,4.580589999999999,4.5724999999999945,0.06636826367282514,0.06679024360917729,0.5073809523809524
G-52,22,20,2,16,10,1,0,1,9,5,2,2,0,0.7111111111111111,6.4,8,1.0,0.3181818181818182,1.1818181818181819,7,100,3,0.8527355069558122,0.52,0.6348821548821548,24.704291,24.23425,1.0520709999999998,1.0254999999999974,6.136587,5.126199999999999,0.95,6.266161,6.3607,0.23529950587885246,0.2648429520040986,0.36666666666666664
G-53,22,20,2,34,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0.5,0.18181818181818182,0.18181818181818182,1,100,1,0.0,1.0,1.0,9.364175,9.51175,3.09754,3.0642499999999995,,,0.0,0.0,0.0,0.0,0.0,1.0
G-54,22,20,2,43,18,1,0,1,17,5,6,4,2,0.7189542483660131,12.222222222222221,16,1.0,0.45454545454545453,2.5454545454545454,14,100,1,0.0,1.0,1.0,60.535022,60.38334999999999,3.1557080000000006,3.2362000000000037,10.021341,10.169750000000004,0.0,0.0,0.0,0.0,0.0,1.0
G-55,22,20,2,29,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0.5,0.18181818181818182,0.18181818181818182,1,100,1,0.0,1.0,1.0,2.25622,2.2750500000000002,0.169679,0.1665000000000001,,,0.0,0.0,0.0,0.0,0.0,1.0
G-56,22,20,2,31,9,0,0,0,9,6,3,0,0,0.6111111111111112,4.888888888888889,6,0.7777777777777778,0.4090909090909091,0.9545454545454546,7,100,6,1.505531855640735,0.46,0.502020202020202,31.527113,31.749450000000003,1.643506,1.3718499999999985,6.793791,6.751250000000001,0.54,1.5147199999999996,0.17599999999999838,0.0490461794458576,0.005632613032482185,0.646
G-57,22,20,2,45,25,0,0,0,25,5,3,7,10,0.8166666666666667,19.6,22,1.0,0.5454545454545454,4.409090909090909,22,100,4,1.2181187036869976,0.41,0.7331313131313131,79.838335,81.18575,1.5655379999999994,1.1189999999999998,7.163533999999999,7.01649999999999,0.63,1.6325149999999993,0.5631499999999932,0.021500434484677037,0.008437415221609111,0.7614285714285715
G-58,22,20,2,41,29,1,0,1,28,6,11,8,3,0.7832512315270936,21.93103448275862,27,1.0,0.5454545454545454,4.2727272727272725,24,100,2,0.056001534354847345,0.99,0.9888888888888889,94.51901,94.94655,2.047876,1.9866499999999974,6.6066470000000015,6.80715,0.01,0.029618999999999857,0.0,0.000394133309913411,0.0,0.9944444444444445
G-59,22,20,2,46,7,1,0,1,6,2,2,2,0,1.0,6.0,6,1.0,0.22727272727272727,0.9090909090909091,7,100,1,0.0,1.0,1.0,14.824938,14.8098,0.782995,0.8242999999999991,8.21345,8.187349999999999,0.0,0.0,0.0,0.0,0.0,1.0
G-60,22,20,2,41,38,0,0,0,38,11,11,7,9,0.7439544807965861,27.526315789473685,34,1.0,0.5909090909090909,5.818181818181818,26,100,8,1.5070338147316533,0.54,0.5775810485810485,58.808864,58.66965,2.912303999999999,2.2164500000000054,6.032358999999999,5.861549999999998,0.46,2.7557309999999995,0.0,0.0472457457670529,0.0,0.6860833333333334
G-61,22,20,2,29,16,1,0,1,15,4,5,4,2,0.6,9.0,12,1.0,0.5,2.3181818181818183,10,100,5,0.5011741915909999,0.88,0.9031548092760214,80.973995,81.368,6.499271,6.256100000000007,12.580912,12.501200000000008,0.12,0.27377899999999966,0.0,0.0034564276994057622,0.0,0.9489444444444445
G-62,22,20,2,36,6,0,0,0,6,5,1,0,0,0.5333333333333333,2.6666666666666665,4,1.0,0.2727272727272727,0.5909090909090909,3,100,3,1.051035440055139,0.47,0.44565656565656564,11.223435,11.137049999999999,1.3545600000000002,1.0668000000000006,3.9656480000000003,3.9499999999999997,0.78,1.346597,1.0650000000000013,0.11888917958760623,0.09888706856139069,0.415
G-63,22,20,2,33,3,0,0,0,3,3,0,0,0,0.3333333333333333,0.6666666666666666,1,0.6666666666666666,0.22727272727272727,0.2727272727272727,2,100,1,0.0,1.0,1.0,10.613754,10.5868,2.277609,2.2784500000000003,10.06636,10.1069,0.0,0.0,0.0,0.0,0.0,1.0
G-64,22,20,2,37,20,0,0,0,20,6,10,4,0,0.6421052631578947,12.2,15,1.0,0.4090909090909091,2.6363636363636362,10,100,3,0.784181984727647,0.59,0.7358787878787879,41.114041,40.5117,2.498625999999999,2.2545,7.415007,7.421350000000004,0.41,1.1000189999999994,0.0,0.027333684097359295,0.0,0.79
G-65,22,20,2,34,11,1,0,1,10,4,5,1,0,0.8363636363636363,8.363636363636363,10,1.0,0.2727272727272727,1.3181818181818181,9,100,2,0.34651533691866615,0.89,0.8813333333333333,40.681033,39.5692,2.560454,2.5547499999999985,8.937519,9.32965,0.11,0.046902999999999896,0.0,0.001431865078529214,0.0,0.934
G-66,22,20,2,37,20,1,0,1,19,6,4,5,4,0.8052631578947368,15.3,18,1.0,0.36363636363636365,3.0,14,100,5,1.201044313844126,0.57,0.5777240660573993,23.014293,22.388849999999998,0.9803729999999999,0.7623999999999995,3.156362,2.991100000000001,0.43,0.4993419999999999,0.0,0.02189436998828348,0.0,0.6989285714285715
G-67,22,20,2,53,48,0,1,1,47,12,11,8,16,0.7322695035460993,34.416666666666664,41,1.0,0.5909090909090909,7.818181818181818,31,100,4,0.6211005041374574,0.83,0.805002405002405,108.540009,108.87255,7.283381000000001,6.660300000000014,12.365447000000001,11.971299999999992,0.17,0.5236679999999998,0.0,0.005836857174484825,0.0,0.8866666666666667
G-68,22,20,2,31,2,0,0,0,2,2,0,0,0,1.0,1.0,1,1.0,0.13636363636363635,0.18181818181818182,2,100,1,0.0,1.0,1.0,1.635703,1.5079500000000001,1.455528,1.33685,,,0.0,0.0,0.0,0.0,0.0,1.0
G-69,22,20,2,11,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0.5,0.18181818181818182,0.18181818181818182,1,100,1,0.0,1.0,1.0,8.657355,8.79135,3.45316,3.2767,,,0.0,0.0,0.0,0.0,0.0,1.0
G-70,22,20,2,49,98,0,4,4,94,7,16,28,43,0.8874395118872291,86.08163265306122,95,1.0,0.5454545454545454,18.227272727272727,82,100,8,1.6943621460820115,0.38,0.5968940705758887,54.339597,54.674249999999994,1.44688,1.1121500000000033,4.604132,4.700749999999999,0.77,2.5618790000000002,1.7614499999999964,0.0472021368725569,0.03160706197598609,0.630030303030303
G-71,22,20,2,30,7,1,1,2,5,3,1,1,0,0.47619047619047616,2.857142857142857,4,0.8571428571428571,0.36363636363636365,0.8181818181818182,4,100,1,0.0,1.0,1.0,59.286174,60.313950000000006,2.4342930000000003,2.302199999999999,14.746443,14.698150000000002,0.0,0.0,0.0,0.0,0.0,1.0
G-72,22,20,2,45,49,6,1,7,42,5,7,16,14,0.7976190476190477,38.285714285714285,46,1.0,0.5909090909090909,8.181818181818182,37,100,10,1.8313774224049688,0.31,0.46802912015033227,64.642951,65.36865,1.0538239999999996,0.6278000000000006,3.4502230000000003,2.7741000000000007,0.9,8.882826999999999,6.908350000000006,0.1341296212205658,0.10395571447162089,0.40544139194139195
G-73,22,20,2,44,32,3,0,3,29,6,9,10,4,0.8306451612903226,25.75,31,1.0,0.4090909090909091,4.7727272727272725,21,100,5,0.9378936822120152,0.69,0.7821212121212121,59.094113,58.809200000000004,4.035094000000001,3.2866,7.172816000000001,6.629750000000001,0.31,2.1440870000000003,0.0,0.03866609310484083,0.0,0.8657142857142857
G-74,22,20,2,45,26,2,0,2,24,4,7,6,7,0.8092307692307692,20.23076923076923,24,1.0,0.5,4.181818181818182,20,100,5,1.065372954192034,0.64,0.6693259652805107,70.149733,68.81729999999999,1.187958,1.2181499999999907,4.8363249999999995,4.073349999999998,0.97,16.309966,17.5693,0.22062649537857595,0.2525870622035958,0.3284671717171717
G-75,22,20,2,23,6,0,0,0,6,4,2,0,0,0.7333333333333333,3.6666666666666665,4,1.0,0.22727272727272727,0.6363636363636364,4,100,2,0.42270908780599087,0.85,0.793939393939394,23.680798,23.63395,3.3770379999999998,3.4620499999999996,11.06012,10.53875,0.15,0.305836,0.0,0.014642299882227651,0.0,0.88
G-76,22,20,2,23,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0.5,0.18181818181818182,0.18181818181818182,1,100,1,0.0,1.0,1.0,23.579377,24.11005,7.953976,7.797200000000001,,,0.0,0.0,0.0,0.0,0.0,1.0
G-77,22,20,2,30,5,0,0,0,5,5,0,0,0,0.5,2.0,3,1.0,0.2727272727272727,0.45454545454545453,3,100,5,1.1017399447591956,0.56,0.4612794612794613,15.261135,15.01075,1.940198,1.3556500000000007,5.351268,5.188050000000001,0.44,1.3860420000000002,0.0,0.0926072662543525,0.0,0.5866666666666667
